oryctolagus_cuniculus ENSOCUG00000004150
ochotona_princeps ENSOPRG00000005037
tupaia_belangeri ENSTBEG00000005721
microcebus_murinus ENSMICG00000009166
prolemur_simus ENSPSMG00000013787
propithecus_coquereli ENSPCOG00000006878
otolemur_garnettii ENSOGAG00000014695
castor_canadensis ENSCCNG00000003341
dipodomys_ordii ENSDORG00000002210
cricetulus_griseus_chok1gshd ENSCGRG00001022635
cricetulus_griseus_crigri ENSCGRG00000017998
cricetulus_griseus_crigri-picr ENSCGRG00015024170
mesocricetus_auratus ENSMAUG00000018100
microtus_ochrogaster ENSMOCG00000019256
peromyscus_maniculatus_bairdii ENSPEMG00000001204
mus_musculus ENSMUSG00000031565
mus_spicilegus ENSMSIG00000020120
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032042
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030923
mus_pahari MGP_PahariEiJ_G0021393
rattus_norvegicus ENSRNOG00000016050
meriones_unguiculatus ENSMUGG00000026032
nannospalax_galili ENSNGAG00000019988
jaculus_jaculus ENSJJAG00000013570
urocitellus_parryii ENSUPAG00010023903
ictidomys_tridecemlineatus ENSSTOG00000001175
spermophilus_dauricus ENSSDAG00000005541
marmota_marmota_marmota ENSMMMG00000015932
chinchilla_lanigera ENSCLAG00000002395
octodon_degus ENSODEG00000006923
cavia_porcellus ENSCPOG00000006553
cavia_aperea ENSCAPG00000000359
heterocephalus_glaber_male ENSHGLG00100006936
heterocephalus_glaber_female ENSHGLG00000009134
fukomys_damarensis ENSFDAG00000002080
piliocolobus_tephrosceles ENSPTEG00000035186
colobus_angolensis_palliatus ENSCANG00000041960
rhinopithecus_bieti ENSRBIG00000032645
theropithecus_gelada ENSTGEG00000009242
papio_anubis ENSPANG00000012485
cercocebus_atys ENSCATG00000043191
macaca_fascicularis ENSMFAG00000034537
macaca_nemestrina ENSMNEG00000033546
mandrillus_leucophaeus ENSMLEG00000029758
macaca_mulatta ENSMMUG00000022478
chlorocebus_sabaeus ENSCSAG00000015409
rhinopithecus_roxellana ENSRROG00000036369
pan_troglodytes ENSPTRG00000020176
pan_paniscus ENSPPAG00000031305
homo_sapiens ENSG00000077782
gorilla_gorilla ENSGGOG00000013080
pongo_abelii ENSPPYG00000018526
nomascus_leucogenys ENSNLEG00000012322
cebus_capucinus ENSCCAG00000026012
saimiri_boliviensis_boliviensis ENSSBOG00000029785
callithrix_jacchus ENSCJAG00000002394
aotus_nancymaae ENSANAG00000021095
carlito_syrichta ENSTSYG00000013976
ursus_americanus ENSUAMG00000018748
ursus_maritimus ENSUMAG00000009245
ailuropoda_melanoleuca ENSAMEG00000015496
mustela_putorius_furo ENSMPUG00000009649
neovison_vison ENSNVIG00000010667
canis_lupus_dingo ENSCAFG00020002151
canis_lupus_familiaris ENSCAFG00000005970
vulpes_vulpes ENSVVUG00000020230
panthera_pardus ENSPPRG00000012278
panthera_tigris_altaica ENSPTIG00000016849
felis_catus ENSFCAG00000013612
bos_mutus ENSBMUG00000011140
bos_taurus ENSBTAG00000015457
bison_bison_bison ENSBBBG00000023016
ovis_aries ENSOARG00000001576
capra_hircus ENSCHIG00000011006
tursiops_truncatus ENSTTRG00000004544
sus_scrofa ENSSSCG00000015815
myotis_lucifugus ENSMLUG00000001759
equus_caballus ENSECAG00000015006
equus_asinus_asinus ENSEASG00005016646
pteropus_vampyrus ENSPVAG00000012606
erinaceus_europaeus ENSEEUG00000015789
loxodonta_africana ENSLAFG00000018249
procavia_capensis ENSPCAG00000006043
echinops_telfairi ENSETEG00000009560
choloepus_hoffmanni ENSCHOG00000000550
dasypus_novemcinctus ENSDNOG00000009377
sorex_araneus ENSSARG00000007841
sorex_araneus ENSSARG00000001513
phascolarctos_cinereus ENSPCIG00000003718
notamacropus_eugenii ENSMEUG00000009297
