anolis_carolinensis ENSACAG00000015569
pogona_vitticeps ENSPVIG00000000471
notechis_scutatus ENSNSUG00000013031
salvator_merianae ENSSMRG00000015903
sphenodon_punctatus ENSSPUG00000004704
apteryx_owenii ENSAOWG00000012679
apteryx_rowi ENSARWG00000007377
apteryx_haastii ENSAHAG00000004883
dromaius_novaehollandiae ENSDNVG00000007176
nothoprocta_perdicaria ENSNPEG00000015778
anser_brachyrhynchus ENSABRG00000004805
anas_platyrhynchos_platyrhynchos ENSAPLG00000015124
meleagris_gallopavo ENSMGAG00000012895
gallus_gallus ENSGALG00000027122
coturnix_japonica ENSCJPG00005018293
numida_meleagris ENSNMEG00000011979
manacus_vitellinus ENSMVIG00005017747
lepidothrix_coronata ENSLCOG00000008846
taeniopygia_guttata ENSTGUG00000011070
serinus_canaria ENSSCAG00000003242
zonotrichia_albicollis ENSZALG00000001491
parus_major ENSPMJG00000008743
cyanistes_caeruleus ENSCCEG00000007050
junco_hyemalis ENSJHYG00000007978
taeniopygia_guttata ENSTGUG00000014402
lonchura_striata_domestica ENSLSDG00000014688
ficedula_albicollis ENSFALG00000013435
melopsittacus_undulatus ENSMUNG00000001820
calidris_pygmaea ENSCPGG00000011543
calidris_pugnax ENSCPUG00000015260
crocodylus_porosus ENSCPRG00005018457
gopherus_agassizii ENSGAGG00000017708
chelonoidis_abingdonii ENSCABG00000017224
chrysemys_picta_bellii ENSCPBG00000023209
pelodiscus_sinensis ENSPSIG00000015948
notamacropus_eugenii ENSMEUG00000012477
phascolarctos_cinereus ENSPCIG00000014537
sarcophilus_harrisii ENSSHAG00000009765
monodelphis_domestica ENSMODG00000001978
loxodonta_africana ENSLAFG00000014180
procavia_capensis ENSPCAG00000012952
echinops_telfairi ENSETEG00000013801
dasypus_novemcinctus ENSDNOG00000019086
dasypus_novemcinctus ENSDNOG00000042260
choloepus_hoffmanni ENSCHOG00000009627
gorilla_gorilla ENSGGOG00000013151
homo_sapiens ENSG00000136044
pan_troglodytes ENSPTRG00000005384
pan_paniscus ENSPPAG00000041764
pongo_abelii ENSPPYG00000004900
nomascus_leucogenys ENSNLEG00000006629
macaca_mulatta ENSMMUG00000009524
macaca_fascicularis ENSMFAG00000043698
macaca_nemestrina ENSMNEG00000039763
mandrillus_leucophaeus ENSMLEG00000030321
papio_anubis ENSPANG00000012253
cercocebus_atys ENSCATG00000039966
theropithecus_gelada ENSTGEG00000010845
chlorocebus_sabaeus ENSCSAG00000002970
rhinopithecus_roxellana ENSRROG00000014761
rhinopithecus_bieti ENSRBIG00000030518
piliocolobus_tephrosceles ENSPTEG00000016930
colobus_angolensis_palliatus ENSCANG00000025947
callithrix_jacchus ENSCJAG00000014883
cebus_capucinus ENSCCAG00000038116
saimiri_boliviensis_boliviensis ENSSBOG00000023074
aotus_nancymaae ENSANAG00000034797
carlito_syrichta ENSTSYG00000003427
propithecus_coquereli ENSPCOG00000016625
prolemur_simus ENSPSMG00000011121
microcebus_murinus ENSMICG00000014454
otolemur_garnettii ENSOGAG00000004860
dipodomys_ordii ENSDORG00000004755
castor_canadensis ENSCCNG00000015404
