pteropus_vampyrus ENSPVAG00000004648
myotis_lucifugus ENSMLUG00000004347
ursus_maritimus ENSUMAG00000006632
ursus_americanus ENSUAMG00000014622
ailuropoda_melanoleuca ENSAMEG00000000850
mustela_putorius_furo ENSMPUG00000014593
neovison_vison ENSNVIG00000006570
canis_lupus_familiaris ENSCAFG00000008613
canis_lupus_dingo ENSCAFG00020013484
vulpes_vulpes ENSVVUG00000020927
panthera_pardus ENSPPRG00000023461
panthera_tigris_altaica ENSPTIG00000021948
felis_catus ENSFCAG00000014772
equus_caballus ENSECAG00000017926
equus_asinus_asinus ENSEASG00005001145
capra_hircus ENSCHIG00000011079
ovis_aries ENSOARG00000018842
bison_bison_bison ENSBBBG00000006097
bos_mutus ENSBMUG00000023324
bos_taurus ENSBTAG00000008499
tursiops_truncatus ENSTTRG00000004526
sus_scrofa ENSSSCG00000023176
sorex_araneus ENSSARG00000000914
erinaceus_europaeus ENSEEUG00000000583
pan_paniscus ENSPPAG00000030045
pan_troglodytes ENSPTRG00000004904
homo_sapiens ENSG00000135451
gorilla_gorilla ENSGGOG00000012528
pongo_abelii ENSPPYG00000004485
nomascus_leucogenys ENSNLEG00000017830
colobus_angolensis_palliatus ENSCANG00000038920
piliocolobus_tephrosceles ENSPTEG00000007873
rhinopithecus_roxellana ENSRROG00000041094
rhinopithecus_bieti ENSRBIG00000000994
theropithecus_gelada ENSTGEG00000001783
papio_anubis ENSPANG00000012632
mandrillus_leucophaeus ENSMLEG00000035849
cercocebus_atys ENSCATG00000043456
macaca_fascicularis ENSMFAG00000021053
macaca_mulatta ENSMMUG00000007544
macaca_nemestrina ENSMNEG00000039086
chlorocebus_sabaeus ENSCSAG00000006131
cebus_capucinus ENSCCAG00000036621
saimiri_boliviensis_boliviensis ENSSBOG00000034178
callithrix_jacchus ENSCJAG00000020910
aotus_nancymaae ENSANAG00000032177
carlito_syrichta ENSTSYG00000027138
propithecus_coquereli ENSPCOG00000020936
microcebus_murinus ENSMICG00000016409
prolemur_simus ENSPSMG00000017778
otolemur_garnettii ENSOGAG00000009440
tupaia_belangeri ENSTBEG00000004224
marmota_marmota_marmota ENSMMMG00000023075
spermophilus_dauricus ENSSDAG00000014907
ictidomys_tridecemlineatus ENSSTOG00000004941
chinchilla_lanigera ENSCLAG00000003387
octodon_degus ENSODEG00000004276
cavia_porcellus ENSCPOG00000014679
heterocephalus_glaber_female ENSHGLG00000003554
heterocephalus_glaber_male ENSHGLG00100017431
fukomys_damarensis ENSFDAG00000011989
dipodomys_ordii ENSDORG00000008235
castor_canadensis ENSCCNG00000031518
cricetulus_griseus_crigri ENSCGRG00000001946
cricetulus_griseus_crigri-picr ENSCGRG00015006745
cricetulus_griseus_chok1gshd ENSCGRG00001006824
mesocricetus_auratus ENSMAUG00000015646
microtus_ochrogaster ENSMOCG00000010185
peromyscus_maniculatus_bairdii ENSPEMG00000009011
mus_spicilegus ENSMSIG00000002521
mus_musculus ENSMUSG00000032783
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021151
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020256
mus_pahari MGP_PahariEiJ_G0020259
rattus_norvegicus ENSRNOG00000060703
meriones_unguiculatus ENSMUGG00000026521
nannospalax_galili ENSNGAG00000004635
jaculus_jaculus ENSJJAG00000016037
oryctolagus_cuniculus ENSOCUG00000023285
ochotona_princeps ENSOPRG00000014992
dasypus_novemcinctus ENSDNOG00000017843
loxodonta_africana ENSLAFG00000017503
procavia_capensis ENSPCAG00000002427
echinops_telfairi ENSETEG00000011675
phascolarctos_cinereus ENSPCIG00000027431
sarcophilus_harrisii ENSSHAG00000005623
notamacropus_eugenii ENSMEUG00000014690
monodelphis_domestica ENSMODG00000028637
ornithorhynchus_anatinus ENSOANG00000002869
chelonoidis_abingdonii ENSCABG00000007208
danio_rerio ENSDARG00000094977
