latimeria_chalumnae ENSLACG00000018792
xenopus_tropicalis ENSXETG00000011480
clupea_harengus ENSCHAG00000020640
denticeps_clupeoides ENSDCDG00000012990
astyanax_mexicanus ENSAMXG00005016056
astyanax_mexicanus ENSAMXG00000000503
pygocentrus_nattereri ENSPNAG00000013815
ictalurus_punctatus ENSIPUG00000023036
electrophorus_electricus ENSEEEG00000021524
danio_rerio ENSDARG00000069274
larimichthys_crocea ENSLCRG00005007561
mola_mola ENSMMOG00000001234
labrus_bergylta ENSLBEG00000014501
cottoperca_gobio ENSCGOG00000018334
gasterosteus_aculeatus ENSGACG00000005293
monopterus_albus ENSMALG00000006457
mastacembelus_armatus ENSMAMG00000005532
anabas_testudineus ENSATEG00000010246
betta_splendens ENSBSLG00000019655
scophthalmus_maximus ENSSMAG00000013687
cynoglossus_semilaevis ENSCSEG00000007513
seriola_lalandi ENSSLDG00000023119
seriola_dumerili ENSSDUG00000013150
lates_calcarifer ENSLCAG00010013871
amphiprion_percula ENSAPEG00000021713
amphiprion_ocellaris ENSAOCG00000019390
acanthochromis_polyacanthus ENSAPOG00000009399
stegastes_partitus ENSSPAG00000011541
parambassis_ranga ENSPRNG00000004259
poecilia_formosa ENSPFOG00000010607
poecilia_mexicana ENSPMEG00000021063
poecilia_latipinna ENSPLAG00000003917
poecilia_reticulata ENSPREG00000011223
xiphophorus_couchianus ENSXCOG00000003758
xiphophorus_maculatus ENSXMAG00000003705
gambusia_affinis ENSGAFG00000020770
fundulus_heteroclitus ENSFHEG00000021211
cyprinodon_variegatus ENSCVAG00000007876
kryptolebias_marmoratus ENSKMAG00000020284
oryzias_latipes ENSORLG00020008462
oryzias_latipes ENSORLG00000006561
oryzias_latipes ENSORLG00015001563
oryzias_melastigma ENSOMEG00000019296
gouania_willdenowi ENSGWIG00000000271
maylandia_zebra ENSMZEG00005000665
astatotilapia_calliptera ENSACLG00000014140
pundamilia_nyererei ENSPNYG00000015003
haplochromis_burtoni ENSHBUG00000018318
neolamprologus_brichardi ENSNBRG00000014911
oreochromis_niloticus ENSONIG00000015506
amphilophus_citrinellus ENSACIG00000004670
tetraodon_nigroviridis ENSTNIG00000016069
takifugu_rubripes ENSTRUG00000003491
hippocampus_comes ENSHCOG00000018786
periophthalmus_magnuspinnatus ENSPMGG00000016277
gadus_morhua ENSGMOG00000017553
hucho_hucho ENSHHUG00000018254
esox_lucius ENSELUG00000023450
paramormyrops_kingsleyae ENSPKIG00000019306
scleropages_formosus ENSSFOG00015016074
lepisosteus_oculatus ENSLOCG00000001512
erpetoichthys_calabaricus ENSECRG00000002675
callorhinchus_milii ENSCMIG00000008473
ursus_maritimus ENSUMAG00000018347
ursus_americanus ENSUAMG00000024817
ailuropoda_melanoleuca ENSAMEG00000008568
mustela_putorius ENSMPUG00000004439
neovison_vison ENSNVIG00000011737
canis_lupus ENSCAFG00000010745
canis_lupus ENSCAFG00020015362
vulpes_vulpes ENSVVUG00000004811
panthera_pardus ENSPPRG00000024194
felis_catus ENSFCAG00000010879
felis_catus ENSFCAG00000049624
equus_asinus ENSEASG00005007735
equus_caballus ENSECAG00000019360
bos_indicus ENSBIXG00000010621
bos_indicus ENSBIXG00005022495
bos_taurus ENSBTAG00000022185
bos_mutus ENSBMUG00000005704
capra_hircus ENSCHIG00000011703
ovis_aries ENSOARG00000016959
tursiops_truncatus ENSTTRG00000013636
pteropus_vampyrus ENSPVAG00000012921
pan_paniscus ENSPPAG00000027355
pan_troglodytes ENSPTRG00000003989
