labrus_bergylta ENSLBEG00000017519
scophthalmus_maximus ENSSMAG00000006298
mastacembelus_armatus ENSMAMG00000015310
monopterus_albus ENSMALG00000020150
anabas_testudineus ENSATEG00000016420
cynoglossus_semilaevis ENSCSEG00000019692
lates_calcarifer ENSLCAG00010004739
mola_mola ENSMMOG00000001521
takifugu_rubripes ENSTRUG00000023822
larimichthys_crocea ENSLCRG00005004889
cottoperca_gobio ENSCGOG00000014400
astatotilapia_calliptera ENSACLG00000004638
maylandia_zebra ENSMZEG00005019981
pundamilia_nyererei ENSPNYG00000007303
neolamprologus_brichardi ENSNBRG00000009366
oreochromis_niloticus ENSONIG00000007689
amphilophus_citrinellus ENSACIG00000020281
poecilia_latipinna ENSPLAG00000007152
poecilia_mexicana ENSPMEG00000020621
poecilia_formosa ENSPFOG00000024005
poecilia_reticulata ENSPREG00000018015
xiphophorus_couchianus ENSXCOG00000002424
xiphophorus_maculatus ENSXMAG00000024601
gambusia_affinis ENSGAFG00000012062
cyprinodon_variegatus ENSCVAG00000016454
fundulus_heteroclitus ENSFHEG00000004664
kryptolebias_marmoratus ENSKMAG00000014181
amphiprion_ocellaris ENSAOCG00000012104
amphiprion_percula ENSAPEG00000017472
acanthochromis_polyacanthus ENSAPOG00000018647
stegastes_partitus ENSSPAG00000015104
parambassis_ranga ENSPRNG00000006458
seriola_dumerili ENSSDUG00000016602
seriola_lalandi ENSSLDG00000006484
gadus_morhua ENSGMOG00000003031
