anser_brachyrhynchus ENSABRG00000002258
anas_platyrhynchos ENSAPLG00000006869
gallus_gallus ENSGALG00000009152
meleagris_gallopavo ENSMGAG00000011141
coturnix_japonica ENSCJPG00005020103
numida_meleagris ENSNMEG00000012964
manacus_vitellinus ENSMVIG00005004447
lepidothrix_coronata ENSLCOG00000016401
taeniopygia_guttata ENSTGUG00000010983
lonchura_striata ENSLSDG00000012561
serinus_canaria ENSSCAG00000014695
junco_hyemalis ENSJHYG00000009975
zonotrichia_albicollis ENSZALG00000012467
ficedula_albicollis ENSFALG00000002231
parus_major ENSPMJG00000005465
cyanistes_caeruleus ENSCCEG00000017214
melopsittacus_undulatus ENSMUNG00000007459
calidris_pugnax ENSCPUG00000004269
calidris_pygmaea ENSCPGG00000005173
dromaius_novaehollandiae ENSDNVG00000009501
crocodylus_porosus ENSCPRG00005010814
chelonoidis_abingdonii ENSCABG00000006640
gopherus_agassizii ENSGAGG00000023763
chrysemys_picta ENSCPBG00000002851
pelodiscus_sinensis ENSPSIG00000011661
lepidothrix_coronata ENSLCOG00000007895
taeniopygia_guttata ENSTGUG00000016147
anolis_carolinensis ENSACAG00000009069
pogona_vitticeps ENSPVIG00000010235
salvator_merianae ENSSMRG00000012500
sphenodon_punctatus ENSSPUG00000001648
loxodonta_africana ENSLAFG00000004601
procavia_capensis ENSPCAG00000003735
echinops_telfairi ENSETEG00000004213
choloepus_hoffmanni ENSCHOG00000002342
nannospalax_galili ENSNGAG00000018837
castor_canadensis ENSCCNG00000027071
prolemur_simus ENSPSMG00000018159
propithecus_coquereli ENSPCOG00000000665
microcebus_murinus ENSMICG00000001455
otolemur_garnettii ENSOGAG00000008995
pan_troglodytes ENSPTRG00000002965
pan_paniscus ENSPPAG00000033309
homo_sapiens ENSG00000107518
gorilla_gorilla ENSGGOG00000022249
pongo_abelii ENSPPYG00000002677
nomascus_leucogenys ENSNLEG00000016356
mandrillus_leucophaeus ENSMLEG00000036667
cercocebus_atys ENSCATG00000033925
papio_anubis ENSPANG00000020713
theropithecus_gelada ENSTGEG00000026127
macaca_nemestrina ENSMNEG00000039610
macaca_mulatta ENSMMUG00000001905
macaca_fascicularis ENSMFAG00000003582
chlorocebus_sabaeus ENSCSAG00000004885
rhinopithecus_roxellana ENSRROG00000003900
colobus_angolensis ENSCANG00000030862
saimiri_boliviensis ENSSBOG00000021761
cebus_capucinus ENSCCAG00000021559
callithrix_jacchus ENSCJAG00000019375
aotus_nancymaae ENSANAG00000037793
tupaia_belangeri ENSTBEG00000004146
cricetulus_griseus ENSCGRG00015010674
cricetulus_griseus ENSCGRG00001015625
microtus_ochrogaster ENSMOCG00000018734
peromyscus_maniculatus ENSPEMG00000013781
mus_spicilegus ENSMSIG00000000605
mus_spretus MGP_SPRETEiJ_G0024022
mus_musculus ENSMUSG00000054843
mus_caroli MGP_CAROLIEiJ_G0023101
mus_pahari MGP_PahariEiJ_G0014589
rattus_norvegicus ENSRNOG00000017406
jaculus_jaculus ENSJJAG00000020579
dipodomys_ordii ENSDORG00000003098
ictidomys_tridecemlineatus ENSSTOG00000003339
marmota_marmota ENSMMMG00000004658
spermophilus_dauricus ENSSDAG00000022582
urocitellus_parryii ENSUPAG00010023471
heterocephalus_glaber ENSHGLG00000017069
heterocephalus_glaber ENSHGLG00100003842
fukomys_damarensis ENSFDAG00000016614
chinchilla_lanigera ENSCLAG00000011008
oryctolagus_cuniculus ENSOCUG00000005958
ochotona_princeps ENSOPRG00000009389
dasypus_novemcinctus ENSDNOG00000034529
ovis_aries ENSOARG00000015949
capra_hircus ENSCHIG00000021652
bos_indicus ENSBIXG00000011191
bos_taurus ENSBTAG00000017709
bos_indicus ENSBIXG00005018808
bos_mutus ENSBMUG00000005504
bison_bison ENSBBBG00000009889
tursiops_truncatus ENSTTRG00000010107
sus_scrofa ENSSSCG00000010654
erinaceus_europaeus ENSEEUG00000013230
ursus_maritimus ENSUMAG00000002460
ursus_americanus ENSUAMG00000008350
ailuropoda_melanoleuca ENSAMEG00000014915
mustela_putorius ENSMPUG00000003535
canis_lupus ENSCAFG00000011725
canis_lupus ENSCAFG00020013316
vulpes_vulpes ENSVVUG00000010158
panthera_tigris ENSPTIG00000007909
panthera_pardus ENSPPRG00000006389
felis_catus ENSFCAG00000025583
vicugna_pacos ENSVPAG00000005508
sorex_araneus ENSSARG00000001014
pteropus_vampyrus ENSPVAG00000007768
myotis_lucifugus ENSMLUG00000003642
equus_caballus ENSECAG00000009515
equus_asinus ENSEASG00005014628
dasypus_novemcinctus ENSDNOG00000015446
phascolarctos_cinereus ENSPCIG00000032947
vombatus_ursinus ENSVURG00010024993
monodelphis_domestica ENSMODG00000028448
carlito_syrichta ENSTSYG00000029443
neovison_vison ENSNVIG00000005605
bos_mutus ENSBMUG00000018515
cavia_porcellus ENSCPOG00000014929
vombatus_ursinus ENSVURG00010025002
apteryx_owenii ENSAOWG00000018647
apteryx_haastii ENSAHAG00000012744
apteryx_rowi ENSARWG00000017153
nothoprocta_perdicaria ENSNPEG00000014477
notechis_scutatus ENSNSUG00000002408
pelodiscus_sinensis ENSPSIG00000007074
rhinopithecus_bieti ENSRBIG00000004277
piliocolobus_tephrosceles ENSPTEG00000031661
vombatus_ursinus ENSVURG00010024999
phascolarctos_cinereus ENSPCIG00000032896
notamacropus_eugenii ENSMEUG00000012879
sarcophilus_harrisii ENSSHAG00000005043
monodelphis_domestica ENSMODG00000009640
ornithorhynchus_anatinus ENSOANG00000001553
xenopus_tropicalis ENSXETG00000009506
latimeria_chalumnae ENSLACG00000012643
periophthalmus_magnuspinnatus ENSPMGG00000016697
