xiphophorus_couchianus ENSXCOG00000003562
gambusia_affinis ENSGAFG00000004913
poecilia_mexicana ENSPMEG00000015634
poecilia_latipinna ENSPLAG00000020405
poecilia_reticulata ENSPREG00000019771
cyprinodon_variegatus ENSCVAG00000017960
hippocampus_comes ENSHCOG00000014701
seriola_lalandi_dorsalis ENSSLDG00000013346
monopterus_albus ENSMALG00000019663
neolamprologus_brichardi ENSNBRG00000024411
amphilophus_citrinellus ENSACIG00000010973
chelonoidis_abingdonii ENSCABG00000011901
anas_platyrhynchos_platyrhynchos ENSAPLG00000019856
notechis_scutatus ENSNSUG00000007254
urocitellus_parryii ENSUPAG00010004185
marmota_marmota_marmota ENSMMMG00000023467
castor_canadensis ENSCCNG00000006319
