esox_lucius ENSELUG00000011112
paramormyrops_kingsleyae ENSPKIG00000021444
gopherus_agassizii ENSGAGG00000020461
gopherus_agassizii ENSGAGG00000002599
gopherus_agassizii ENSGAGG00000022137
chelonoidis_abingdonii ENSCABG00000022550
chrysemys_picta_bellii ENSCPBG00000025590
chrysemys_picta_bellii ENSCPBG00000007980
gopherus_agassizii ENSGAGG00000025284
chrysemys_picta_bellii ENSCPBG00000006062
chrysemys_picta_bellii ENSCPBG00000000680
chelonoidis_abingdonii ENSCABG00000001441
sphenodon_punctatus ENSSPUG00000015088
sphenodon_punctatus ENSSPUG00000008828
sphenodon_punctatus ENSSPUG00000014194
sphenodon_punctatus ENSSPUG00000011217
crocodylus_porosus ENSCPRG00005010059
eptatretus_burgeri ENSEBUG00000005285
eptatretus_burgeri ENSEBUG00000006091
