phascolarctos_cinereus ENSPCIG00000010848
notamacropus_eugenii ENSMEUG00000009479
sarcophilus_harrisii ENSSHAG00000012749
monodelphis_domestica ENSMODG00000004973
ornithorhynchus_anatinus ENSOANG00000005582
lepidothrix_coronata ENSLCOG00000008173
manacus_vitellinus ENSMVIG00005001797
parus_major ENSPMJG00000013227
cyanistes_caeruleus ENSCCEG00000012133
zonotrichia_albicollis ENSZALG00000010686
junco_hyemalis ENSJHYG00000012468
serinus_canaria ENSSCAG00000006890
ficedula_albicollis ENSFALG00000011087
calidris_pygmaea ENSCPGG00000003059
calidris_pugnax ENSCPUG00000001637
melopsittacus_undulatus ENSMUNG00000005615
anas_platyrhynchos_platyrhynchos ENSAPLG00000013956
anser_brachyrhynchus ENSABRG00000013903
gallus_gallus ENSGALG00000028373
coturnix_japonica ENSCJPG00005007384
meleagris_gallopavo ENSMGAG00000011632
numida_meleagris ENSNMEG00000008259
apteryx_haastii ENSAHAG00000000968
apteryx_owenii ENSAOWG00000000636
dromaius_novaehollandiae ENSDNVG00000018354
nothoprocta_perdicaria ENSNPEG00000008054
crocodylus_porosus ENSCPRG00005000459
chelonoidis_abingdonii ENSCABG00000006567
gopherus_agassizii ENSGAGG00000004302
chrysemys_picta_bellii ENSCPBG00000004642
pelodiscus_sinensis ENSPSIG00000007108
sphenodon_punctatus ENSSPUG00000004171
pogona_vitticeps ENSPVIG00000015734
anolis_carolinensis ENSACAG00000012282
notechis_scutatus ENSNSUG00000000318
salvator_merianae ENSSMRG00000013671
ornithorhynchus_anatinus ENSOANG00000010396
taeniopygia_guttata ENSTGUG00000008997
taeniopygia_guttata ENSTGUG00000015545
lonchura_striata_domestica ENSLSDG00000000777
apteryx_rowi ENSARWG00000016591
loxodonta_africana ENSLAFG00000012363
procavia_capensis ENSPCAG00000006762
echinops_telfairi ENSETEG00000016155
choloepus_hoffmanni ENSCHOG00000001344
dasypus_novemcinctus ENSDNOG00000038024
ursus_americanus ENSUAMG00000027628
ursus_maritimus ENSUMAG00000001346
ailuropoda_melanoleuca ENSAMEG00000015215
mustela_putorius_furo ENSMPUG00000011580
neovison_vison ENSNVIG00000009253
canis_lupus_familiaris ENSCAFG00000006883
canis_lupus_dingo ENSCAFG00020024280
vulpes_vulpes ENSVVUG00000018519
panthera_pardus ENSPPRG00000003634
panthera_tigris_altaica ENSPTIG00000017778
felis_catus ENSFCAG00000023152
equus_caballus ENSECAG00000010371
equus_asinus_asinus ENSEASG00005019937
capra_hircus ENSCHIG00000015539
ovis_aries ENSOARG00000014017
bos_mutus ENSBMUG00000024358
bos_taurus ENSBTAG00000049308
bison_bison_bison ENSBBBG00000015577
tursiops_truncatus ENSTTRG00000016374
sus_scrofa ENSSSCG00000000874
vicugna_pacos ENSVPAG00000006066
pteropus_vampyrus ENSPVAG00000014682
myotis_lucifugus ENSMLUG00000004905
sorex_araneus ENSSARG00000002393
mus_spicilegus ENSMSIG00000017395
mus_musculus ENSMUSG00000074802
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016534
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015716
mus_pahari MGP_PahariEiJ_G0031369
rattus_norvegicus ENSRNOG00000025198
meriones_unguiculatus ENSMUGG00000003267
cricetulus_griseus_chok1gshd ENSCGRG00001015751
cricetulus_griseus_crigri ENSCGRG00000002944
cricetulus_griseus_crigri-picr ENSCGRG00015014911
mesocricetus_auratus ENSMAUG00000015984
peromyscus_maniculatus_bairdii ENSPEMG00000023391
microtus_ochrogaster ENSMOCG00000010014
nannospalax_galili ENSNGAG00000014559
dipodomys_ordii ENSDORG00000001225
castor_canadensis ENSCCNG00000027281
cavia_porcellus ENSCPOG00000036868
cavia_aperea ENSCAPG00000000629
chinchilla_lanigera ENSCLAG00000007654
heterocephalus_glaber_male ENSHGLG00100005219
heterocephalus_glaber_female ENSHGLG00000004832
fukomys_damarensis ENSFDAG00000009055
octodon_degus ENSODEG00000010407
ictidomys_tridecemlineatus ENSSTOG00000011780
urocitellus_parryii ENSUPAG00010003356
spermophilus_dauricus ENSSDAG00000023270
marmota_marmota_marmota ENSMMMG00000018095
oryctolagus_cuniculus ENSOCUG00000007182
ochotona_princeps ENSOPRG00000011009
pan_paniscus ENSPPAG00000032303
pan_troglodytes ENSPTRG00000005346
homo_sapiens ENSG00000139354
gorilla_gorilla ENSGGOG00000003196
pongo_abelii ENSPPYG00000004868
nomascus_leucogenys ENSNLEG00000006116
colobus_angolensis_palliatus ENSCANG00000041085
piliocolobus_tephrosceles ENSPTEG00000007602
rhinopithecus_roxellana ENSRROG00000029219
rhinopithecus_bieti ENSRBIG00000028898
macaca_mulatta ENSMMUG00000020360
macaca_nemestrina ENSMNEG00000043688
macaca_fascicularis ENSMFAG00000003398
mandrillus_leucophaeus ENSMLEG00000039150
cercocebus_atys ENSCATG00000040264
theropithecus_gelada ENSTGEG00000005848
papio_anubis ENSPANG00000013394
chlorocebus_sabaeus ENSCSAG00000003446
callithrix_jacchus ENSCJAG00000002065
saimiri_boliviensis_boliviensis ENSSBOG00000035385
cebus_capucinus ENSCCAG00000037369
aotus_nancymaae ENSANAG00000025902
carlito_syrichta ENSTSYG00000011057
prolemur_simus ENSPSMG00000014137
microcebus_murinus ENSMICG00000042318
otolemur_garnettii ENSOGAG00000003680
tupaia_belangeri ENSTBEG00000016732
jaculus_jaculus ENSJJAG00000017605
castor_canadensis ENSCCNG00000001553
bos_mutus ENSBMUG00000024355
melopsittacus_undulatus ENSMUNG00000005614
xenopus_tropicalis ENSXETG00000032845
scleropages_formosus ENSSFOG00015007148
paramormyrops_kingsleyae ENSPKIG00000025440
astyanax_mexicanus ENSAMXG00000030075
pygocentrus_nattereri ENSPNAG00000021040
ictalurus_punctatus ENSIPUG00000016008
danio_rerio ENSDARG00000045880
labrus_bergylta ENSLBEG00000025164
takifugu_rubripes ENSTRUG00000021510
seriola_lalandi_dorsalis ENSSLDG00000017788
seriola_dumerili ENSSDUG00000015828
scophthalmus_maximus ENSSMAG00000012954
anabas_testudineus ENSATEG00000003372
mastacembelus_armatus ENSMAMG00000023562
monopterus_albus ENSMALG00000011204
mola_mola ENSMMOG00000010161
amphiprion_percula ENSAPEG00000022059
amphiprion_ocellaris ENSAOCG00000016254
acanthochromis_polyacanthus ENSAPOG00000006912
stegastes_partitus ENSSPAG00000006910
astatotilapia_calliptera ENSACLG00000003042
maylandia_zebra ENSMZEG00005014932
haplochromis_burtoni ENSHBUG00000011600
pundamilia_nyererei ENSPNYG00000014617
neolamprologus_brichardi ENSNBRG00000017561
oreochromis_niloticus ENSONIG00000011899
amphilophus_citrinellus ENSACIG00000019340
xiphophorus_maculatus ENSXMAG00000008963
xiphophorus_couchianus ENSXCOG00000015308
gambusia_affinis ENSGAFG00000004944
poecilia_formosa ENSPFOG00000011399
poecilia_latipinna ENSPLAG00000013455
poecilia_mexicana ENSPMEG00000015254
poecilia_reticulata ENSPREG00000015012
fundulus_heteroclitus ENSFHEG00000014448
cyprinodon_variegatus ENSCVAG00000008174
oryzias_latipes ENSORLG00000009624
oryzias_latipes ENSORLG00020003901
oryzias_melastigma ENSOMEG00000023057
cynoglossus_semilaevis ENSCSEG00000017311
periophthalmus_magnuspinnatus ENSPMGG00000007946
hippocampus_comes ENSHCOG00000010427
tetraodon_nigroviridis ENSTNIG00000012950
tetraodon_nigroviridis ENSTNIG00000005770
kryptolebias_marmoratus ENSKMAG00000010604
esox_lucius ENSELUG00000002063
lepisosteus_oculatus ENSLOCG00000015204
