anser_brachyrhynchus ENSABRG00000021362
anas_platyrhynchos ENSAPLG00000013702
lepidothrix_coronata ENSLCOG00000000085
lepidothrix_coronata ENSLCOG00000000091
manacus_vitellinus ENSMVIG00005004122
apteryx_rowi ENSARWG00000011516
apteryx_haastii ENSAHAG00000010105
zonotrichia_albicollis ENSZALG00000004706
manacus_vitellinus ENSMVIG00005008141
calidris_pygmaea ENSCPGG00000001284
anas_platyrhynchos ENSAPLG00000022059
meleagris_gallopavo ENSMGAG00000016845
chrysemys_picta ENSCPBG00000005685
chrysemys_picta ENSCPBG00000004838
chrysemys_picta ENSCPBG00000009499
chrysemys_picta ENSCPBG00000005314
chrysemys_picta ENSCPBG00000001041
chrysemys_picta ENSCPBG00000017322
