gopherus_agassizii ENSGAGG00000011525
chelonoidis_abingdonii ENSCABG00000015454
chrysemys_picta ENSCPBG00000005720
pelodiscus_sinensis ENSPSIG00000012154
apteryx_owenii ENSAOWG00000017763
apteryx_rowi ENSARWG00000013643
apteryx_haastii ENSAHAG00000018814
dromaius_novaehollandiae ENSDNVG00000015072
nothoprocta_perdicaria ENSNPEG00000003208
meleagris_gallopavo ENSMGAG00000014530
coturnix_japonica ENSCJPG00005005552
gallus_gallus ENSGALG00000032660
numida_meleagris ENSNMEG00000011182
anser_brachyrhynchus ENSABRG00000015598
anas_platyrhynchos ENSAPLG00000011237
manacus_vitellinus ENSMVIG00005004380
manacus_vitellinus ENSMVIG00005012176
lepidothrix_coronata ENSLCOG00000007815
serinus_canaria ENSSCAG00000004781
taeniopygia_guttata ENSTGUG00000000534
junco_hyemalis ENSJHYG00000007817
zonotrichia_albicollis ENSZALG00000008036
cyanistes_caeruleus ENSCCEG00000018292
calidris_pugnax ENSCPUG00000012515
calidris_pygmaea ENSCPGG00000012909
melopsittacus_undulatus ENSMUNG00000006125
crocodylus_porosus ENSCPRG00005014541
anolis_carolinensis ENSACAG00000004221
pogona_vitticeps ENSPVIG00000008460
salvator_merianae ENSSMRG00000023053
sphenodon_punctatus ENSSPUG00000012647
mandrillus_leucophaeus ENSMLEG00000037866
cercocebus_atys ENSCATG00000023151
theropithecus_gelada ENSTGEG00000026986
papio_anubis ENSPANG00000024564
macaca_mulatta ENSMMUG00000005508
macaca_fascicularis ENSMFAG00000001717
macaca_nemestrina ENSMNEG00000034803
chlorocebus_sabaeus ENSCSAG00000009779
rhinopithecus_roxellana ENSRROG00000034676
rhinopithecus_bieti ENSRBIG00000032595
gorilla_gorilla ENSGGOG00000007591
homo_sapiens ENSG00000159128
pan_paniscus ENSPPAG00000025558
pan_troglodytes ENSPTRG00000013868
nomascus_leucogenys ENSNLEG00000003878
pan_troglodytes ENSPTRG00000046273
pongo_abelii ENSPPYG00000029536
colobus_angolensis ENSCANG00000042354
piliocolobus_tephrosceles ENSPTEG00000010197
saimiri_boliviensis ENSSBOG00000019645
callithrix_jacchus ENSCJAG00000035211
cebus_capucinus ENSCCAG00000029482
aotus_nancymaae ENSANAG00000037994
carlito_syrichta ENSTSYG00000008744
prolemur_simus ENSPSMG00000013544
propithecus_coquereli ENSPCOG00000003162
microcebus_murinus ENSMICG00000009314
otolemur_garnettii ENSOGAG00000029006
castor_canadensis ENSCCNG00000031405
dipodomys_ordii ENSDORG00000029093
cricetulus_griseus ENSCGRG00000013746
cricetulus_griseus ENSCGRG00001016527
cricetulus_griseus ENSCGRG00015013746
peromyscus_maniculatus ENSPEMG00000000708
microtus_ochrogaster ENSMOCG00000006207
mus_spicilegus ENSMSIG00000006425
mus_spretus MGP_SPRETEiJ_G0021867
mus_musculus ENSMUSG00000022965
mus_caroli MGP_CAROLIEiJ_G0020961
mus_pahari MGP_PahariEiJ_G0016666
rattus_norvegicus ENSRNOG00000002032
meriones_unguiculatus ENSMUGG00000012861
nannospalax_galili ENSNGAG00000001151
jaculus_jaculus ENSJJAG00000000609
heterocephalus_glaber ENSHGLG00000016614
heterocephalus_glaber ENSHGLG00100009403
fukomys_damarensis ENSFDAG00000007405
chinchilla_lanigera ENSCLAG00000006405
cavia_porcellus ENSCPOG00000009292
octodon_degus ENSODEG00000003762
urocitellus_parryii ENSUPAG00010002009
ictidomys_tridecemlineatus ENSSTOG00000000532
marmota_marmota ENSMMMG00000000863
spermophilus_dauricus ENSSDAG00000009583
tupaia_belangeri ENSTBEG00000014797
erinaceus_europaeus ENSEEUG00000001749
sorex_araneus ENSSARG00000000538
myotis_lucifugus ENSMLUG00000012383
oryctolagus_cuniculus ENSOCUG00000002815
ochotona_princeps ENSOPRG00000015115
equus_asinus ENSEASG00005006203
equus_caballus ENSECAG00000014660
pteropus_vampyrus ENSPVAG00000011181
ursus_americanus ENSUAMG00000015035
ursus_maritimus ENSUMAG00000020018
ailuropoda_melanoleuca ENSAMEG00000014926
mustela_putorius ENSMPUG00000001269
neovison_vison ENSNVIG00000005839
canis_lupus ENSCAFG00000009095
canis_lupus ENSCAFG00000030501
canis_lupus ENSCAFG00020025631
vulpes_vulpes ENSVVUG00000022995
panthera_tigris ENSPTIG00000007377
panthera_pardus ENSPPRG00000022437
felis_catus ENSFCAG00000026593
ovis_aries ENSOARG00000013168
capra_hircus ENSCHIG00000017662
bos_indicus ENSBIXG00000026301
bos_indicus ENSBIXG00005029249
bos_taurus ENSBTAG00000012899
bos_mutus ENSBMUG00000008464
bison_bison ENSBBBG00000017726
tursiops_truncatus ENSTTRG00000012912
sus_scrofa ENSSSCG00000034378
vicugna_pacos ENSVPAG00000009143
choloepus_hoffmanni ENSCHOG00000009708
dasypus_novemcinctus ENSDNOG00000000695
loxodonta_africana ENSLAFG00000026726
procavia_capensis ENSPCAG00000009248
echinops_telfairi ENSETEG00000001466
vombatus_ursinus ENSVURG00010003696
phascolarctos_cinereus ENSPCIG00000012889
notamacropus_eugenii ENSMEUG00000003191
