dipodomys_ordii ENSDORG00000007628
castor_canadensis ENSCCNG00000030618
mus_spicilegus ENSMSIG00000002237
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016368
mus_musculus ENSMUSG00000013833
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015550
mus_pahari MGP_PahariEiJ_G0030963
rattus_norvegicus ENSRNOG00000011315
meriones_unguiculatus ENSMUGG00000021139
microtus_ochrogaster ENSMOCG00000020715
peromyscus_maniculatus_bairdii ENSPEMG00000015599
cricetulus_griseus_crigri ENSCGRG00000014725
cricetulus_griseus_chok1gshd ENSCGRG00001019551
cricetulus_griseus_crigri-picr ENSCGRG00015006807
mesocricetus_auratus ENSMAUG00000013909
nannospalax_galili ENSNGAG00000022888
jaculus_jaculus ENSJJAG00000019225
chinchilla_lanigera ENSCLAG00000007465
octodon_degus ENSODEG00000011788
cavia_porcellus ENSCPOG00000022405
cavia_aperea ENSCAPG00000005624
heterocephalus_glaber_female ENSHGLG00000014721
heterocephalus_glaber_male ENSHGLG00100016608
fukomys_damarensis ENSFDAG00000012610
urocitellus_parryii ENSUPAG00010014641
spermophilus_dauricus ENSSDAG00000004478
ictidomys_tridecemlineatus ENSSTOG00000014930
marmota_marmota_marmota ENSMMMG00000012045
microcebus_murinus ENSMICG00000010107
prolemur_simus ENSPSMG00000022718
propithecus_coquereli ENSPCOG00000015993
otolemur_garnettii ENSOGAG00000004749
cebus_capucinus ENSCCAG00000022737
callithrix_jacchus ENSCJAG00000020119
saimiri_boliviensis_boliviensis ENSSBOG00000018042
aotus_nancymaae ENSANAG00000032794
pan_troglodytes ENSPTRG00000010168
pan_paniscus ENSPPAG00000029419
homo_sapiens ENSG00000175221
gorilla_gorilla ENSGGOG00000000782
pongo_abelii ENSPPYG00000009296
colobus_angolensis_palliatus ENSCANG00000032109
piliocolobus_tephrosceles ENSPTEG00000034858
rhinopithecus_bieti ENSRBIG00000036787
rhinopithecus_roxellana ENSRROG00000031063
theropithecus_gelada ENSTGEG00000009330
papio_anubis ENSPANG00000017881
cercocebus_atys ENSCATG00000031077
mandrillus_leucophaeus ENSMLEG00000032495
chlorocebus_sabaeus ENSCSAG00000012662
macaca_fascicularis ENSMFAG00000002300
macaca_mulatta ENSMMUG00000009677
macaca_nemestrina ENSMNEG00000045195
pan_troglodytes ENSPTRG00000049920
nomascus_leucogenys ENSNLEG00000027336
piliocolobus_tephrosceles ENSPTEG00000005232
pteropus_vampyrus ENSPVAG00000006525
myotis_lucifugus ENSMLUG00000011647
ursus_americanus ENSUAMG00000005740
ailuropoda_melanoleuca ENSAMEG00000002964
neovison_vison ENSNVIG00000002450
mustela_putorius_furo ENSMPUG00000009286
canis_lupus_dingo ENSCAFG00020016876
canis_lupus_familiaris ENSCAFG00000019659
vulpes_vulpes ENSVVUG00000022681
felis_catus ENSFCAG00000007309
panthera_pardus ENSPPRG00000010787
bos_mutus ENSBMUG00000012952
bos_taurus ENSBTAG00000047217
bison_bison_bison ENSBBBG00000017601
ovis_aries ENSOARG00000009839
capra_hircus ENSCHIG00000003115
tursiops_truncatus ENSTTRG00000001468
sus_scrofa ENSSSCG00000013416
equus_caballus ENSECAG00000021059
equus_asinus_asinus ENSEASG00005021554
carlito_syrichta ENSTSYG00000029404
piliocolobus_tephrosceles ENSPTEG00000034831
panthera_tigris_altaica ENSPTIG00000012310
dasypus_novemcinctus ENSDNOG00000034954
procavia_capensis ENSPCAG00000013084
loxodonta_africana ENSLAFG00000014562
echinops_telfairi ENSETEG00000020384
notamacropus_eugenii ENSMEUG00000004251
ornithorhynchus_anatinus ENSOANG00000009188
anser_brachyrhynchus ENSABRG00000005139
anas_platyrhynchos_platyrhynchos ENSAPLG00000006842
meleagris_gallopavo ENSMGAG00000002986
gallus_gallus ENSGALG00000001978
coturnix_japonica ENSCJPG00005010438
numida_meleagris ENSNMEG00000003095
calidris_pugnax ENSCPUG00000007227
calidris_pygmaea ENSCPGG00000012839
taeniopygia_guttata ENSTGUG00000000660
lonchura_striata_domestica ENSLSDG00000008606
zonotrichia_albicollis ENSZALG00000005071
junco_hyemalis ENSJHYG00000005567
serinus_canaria ENSSCAG00000005886
parus_major ENSPMJG00000011064
cyanistes_caeruleus ENSCCEG00000001660
ficedula_albicollis ENSFALG00000013937
lepidothrix_coronata ENSLCOG00000013317
manacus_vitellinus ENSMVIG00005015503
melopsittacus_undulatus ENSMUNG00000001917
apteryx_owenii ENSAOWG00000013471
apteryx_haastii ENSAHAG00000002569
apteryx_rowi ENSARWG00000016265
dromaius_novaehollandiae ENSDNVG00000012661
nothoprocta_perdicaria ENSNPEG00000001472
crocodylus_porosus ENSCPRG00005015078
chelonoidis_abingdonii ENSCABG00000003433
gopherus_agassizii ENSGAGG00000019701
chrysemys_picta_bellii ENSCPBG00000009813
pelodiscus_sinensis ENSPSIG00000016229
sphenodon_punctatus ENSSPUG00000008928
junco_hyemalis ENSJHYG00000005573
salvator_merianae ENSSMRG00000013206
phascolarctos_cinereus ENSPCIG00000000803
sarcophilus_harrisii ENSSHAG00000013908
monodelphis_domestica ENSMODG00000005719
ursus_maritimus ENSUMAG00000005450
ursus_maritimus ENSUMAG00000005456
notechis_scutatus ENSNSUG00000016910
notechis_scutatus ENSNSUG00000016911
salvator_merianae ENSSMRG00000019650
serinus_canaria ENSSCAG00000000868
ornithorhynchus_anatinus ENSOANG00000008801
pogona_vitticeps ENSPVIG00000017976
xenopus_tropicalis ENSXETG00000021641
latimeria_chalumnae ENSLACG00000016544
poecilia_formosa ENSPFOG00000008857
poecilia_latipinna ENSPLAG00000009418
poecilia_mexicana ENSPMEG00000022913
poecilia_reticulata ENSPREG00000005747
gambusia_affinis ENSGAFG00000001448
xiphophorus_maculatus ENSXMAG00000010740
cyprinodon_variegatus ENSCVAG00000017431
cynoglossus_semilaevis ENSCSEG00000000658
oryzias_latipes ENSORLG00000000109
oryzias_latipes_asm223469v1 ENSORLG00015008562
oryzias_latipes ENSORLG00020012578
oryzias_melastigma ENSOMEG00000017424
periophthalmus_magnuspinnatus ENSPMGG00000001485
takifugu_rubripes ENSTRUG00000007850
tetraodon_nigroviridis ENSTNIG00000004736
labrus_bergylta ENSLBEG00000015681
mola_mola ENSMMOG00000008005
kryptolebias_marmoratus ENSKMAG00000005994
fundulus_heteroclitus ENSFHEG00000023076
haplochromis_burtoni ENSHBUG00000007699
pundamilia_nyererei ENSPNYG00000013577
maylandia_zebra ENSMZEG00005020938
astatotilapia_calliptera ENSACLG00000019813
oreochromis_niloticus ENSONIG00000004564
neolamprologus_brichardi ENSNBRG00000000709
amphilophus_citrinellus ENSACIG00000016915
scophthalmus_maximus ENSSMAG00000014405
seriola_lalandi_dorsalis ENSSLDG00000019297
seriola_dumerili ENSSDUG00000015350
tetraodon_nigroviridis ENSTNIG00000002236
gasterosteus_aculeatus ENSGACG00000013385
hippocampus_comes ENSHCOG00000020463
amphiprion_ocellaris ENSAOCG00000001702
amphiprion_percula ENSAPEG00000003863
acanthochromis_polyacanthus ENSAPOG00000014992
stegastes_partitus ENSSPAG00000012207
neolamprologus_brichardi ENSNBRG00000006635
monopterus_albus ENSMALG00000021086
mastacembelus_armatus ENSMAMG00000016651
anabas_testudineus ENSATEG00000006647
gadus_morhua ENSGMOG00000002490
esox_lucius ENSELUG00000013427
astyanax_mexicanus ENSAMXG00000018838
pygocentrus_nattereri ENSPNAG00000024663
ictalurus_punctatus ENSIPUG00000013771
danio_rerio ENSDARG00000040779
scleropages_formosus ENSSFOG00015021393
paramormyrops_kingsleyae ENSPKIG00000005645
lepisosteus_oculatus ENSLOCG00000001808
eptatretus_burgeri ENSEBUG00000000649
ciona_intestinalis ENSCING00000007303
ciona_savignyi ENSCSAVG00000004671
ciona_savignyi ENSCSAVG00000004676
drosophila_melanogaster FBgn0034707
