pygocentrus_nattereri ENSPNAG00000001037
astyanax_mexicanus ENSAMXG00000020778
ictalurus_punctatus ENSIPUG00000005233
danio_rerio ENSDARG00000023237
scophthalmus_maximus ENSSMAG00000015604
gasterosteus_aculeatus ENSGACG00000020130
seriola_lalandi_dorsalis ENSSLDG00000012177
seriola_dumerili ENSSDUG00000021629
labrus_bergylta ENSLBEG00000008784
anabas_testudineus ENSATEG00000014170
mastacembelus_armatus ENSMAMG00000016750
amphiprion_percula ENSAPEG00000022876
amphiprion_ocellaris ENSAOCG00000014685
acanthochromis_polyacanthus ENSAPOG00000003087
stegastes_partitus ENSSPAG00000017075
maylandia_zebra ENSMZEG00005017024
haplochromis_burtoni ENSHBUG00000018831
astatotilapia_calliptera ENSACLG00000007867
pundamilia_nyererei ENSPNYG00000018042
neolamprologus_brichardi ENSNBRG00000022250
oreochromis_niloticus ENSONIG00000009055
amphilophus_citrinellus ENSACIG00000000310
fundulus_heteroclitus ENSFHEG00000002363
cyprinodon_variegatus ENSCVAG00000019952
gambusia_affinis ENSGAFG00000010667
xiphophorus_maculatus ENSXMAG00000024025
poecilia_latipinna ENSPLAG00000012650
poecilia_mexicana ENSPMEG00000009375
poecilia_formosa ENSPFOG00000008988
poecilia_reticulata ENSPREG00000012282
kryptolebias_marmoratus ENSKMAG00000001344
oryzias_latipes ENSORLG00000011043
oryzias_latipes ENSORLG00020021704
oryzias_latipes_asm223469v1 ENSORLG00015019585
oryzias_melastigma ENSOMEG00000018529
cynoglossus_semilaevis ENSCSEG00000017021
monopterus_albus ENSMALG00000008450
takifugu_rubripes ENSTRUG00000005974
tetraodon_nigroviridis ENSTNIG00000008292
mola_mola ENSMMOG00000018518
hippocampus_comes ENSHCOG00000015793
gadus_morhua ENSGMOG00000010778
esox_lucius ENSELUG00000024170
paramormyrops_kingsleyae ENSPKIG00000022630
scleropages_formosus ENSSFOG00015004108
lepisosteus_oculatus ENSLOCG00000008520
pogona_vitticeps ENSPVIG00000012277
anolis_carolinensis ENSACAG00000013258
notechis_scutatus ENSNSUG00000009293
salvator_merianae ENSSMRG00000013838
sphenodon_punctatus ENSSPUG00000016141
lonchura_striata_domestica ENSLSDG00000007879
taeniopygia_guttata ENSTGUG00000012672
serinus_canaria ENSSCAG00000007519
zonotrichia_albicollis ENSZALG00000003804
junco_hyemalis ENSJHYG00000004098
parus_major ENSPMJG00000016970
cyanistes_caeruleus ENSCCEG00000017624
manacus_vitellinus ENSMVIG00005006050
lepidothrix_coronata ENSLCOG00000001173
calidris_pygmaea ENSCPGG00000008266
calidris_pugnax ENSCPUG00000001818
melopsittacus_undulatus ENSMUNG00000001060
anser_brachyrhynchus ENSABRG00000004181
anas_platyrhynchos_platyrhynchos ENSAPLG00000012970
meleagris_gallopavo ENSMGAG00000013213
coturnix_japonica ENSCJPG00005002510
gallus_gallus ENSGALG00000011076
numida_meleagris ENSNMEG00000010833
apteryx_haastii ENSAHAG00000010606
apteryx_owenii ENSAOWG00000013861
apteryx_rowi ENSARWG00000017242
dromaius_novaehollandiae ENSDNVG00000011900
nothoprocta_perdicaria ENSNPEG00000005253
crocodylus_porosus ENSCPRG00005009324
gopherus_agassizii ENSGAGG00000020341
chelonoidis_abingdonii ENSCABG00000008870
chrysemys_picta_bellii ENSCPBG00000009905
pelodiscus_sinensis ENSPSIG00000011479
phascolarctos_cinereus ENSPCIG00000018008
notamacropus_eugenii ENSMEUG00000008859
sarcophilus_harrisii ENSSHAG00000008639
monodelphis_domestica ENSMODG00000012654
pan_paniscus ENSPPAG00000031310
pan_troglodytes ENSPTRG00000006691
gorilla_gorilla ENSGGOG00000013332
homo_sapiens ENSG00000176438
pongo_abelii ENSPPYG00000006115
nomascus_leucogenys ENSNLEG00000000472
mandrillus_leucophaeus ENSMLEG00000024360
cercocebus_atys ENSCATG00000042175
macaca_mulatta ENSMMUG00000004931
