mastacembelus_armatus ENSMAMG00000005263
monopterus_albus ENSMALG00000003386
anabas_testudineus ENSATEG00000005393
seriola_lalandi_dorsalis ENSSLDG00000009183
seriola_dumerili ENSSDUG00000020698
labrus_bergylta ENSLBEG00000026971
gasterosteus_aculeatus ENSGACG00000007520
mola_mola ENSMMOG00000009124
scophthalmus_maximus ENSSMAG00000020094
amphiprion_percula ENSAPEG00000018523
amphiprion_ocellaris ENSAOCG00000009522
acanthochromis_polyacanthus ENSAPOG00000020970
stegastes_partitus ENSSPAG00000011139
maylandia_zebra ENSMZEG00005008267
pundamilia_nyererei ENSPNYG00000012261
astatotilapia_calliptera ENSACLG00000006649
haplochromis_burtoni ENSHBUG00000014428
neolamprologus_brichardi ENSNBRG00000003480
oreochromis_niloticus ENSONIG00000005656
amphilophus_citrinellus ENSACIG00000012064
xiphophorus_maculatus ENSXMAG00000010855
xiphophorus_couchianus ENSXCOG00000012865
gambusia_affinis ENSGAFG00000006668
poecilia_mexicana ENSPMEG00000000450
poecilia_formosa ENSPFOG00000013956
poecilia_latipinna ENSPLAG00000011990
poecilia_reticulata ENSPREG00000018244
fundulus_heteroclitus ENSFHEG00000002492
cyprinodon_variegatus ENSCVAG00000017969
kryptolebias_marmoratus ENSKMAG00000002652
oryzias_latipes_asm223469v1 ENSORLG00015022223
oryzias_latipes ENSORLG00020014124
oryzias_latipes ENSORLG00000011646
oryzias_melastigma ENSOMEG00000003659
cynoglossus_semilaevis ENSCSEG00000019362
hippocampus_comes ENSHCOG00000013207
periophthalmus_magnuspinnatus ENSPMGG00000010339
gadus_morhua ENSGMOG00000007395
esox_lucius ENSELUG00000018810
pygocentrus_nattereri ENSPNAG00000016182
astyanax_mexicanus ENSAMXG00000021592
ictalurus_punctatus ENSIPUG00000001162
danio_rerio ENSDARG00000078775
scleropages_formosus ENSSFOG00015017105
paramormyrops_kingsleyae ENSPKIG00000014972
lepisosteus_oculatus ENSLOCG00000008121
notamacropus_eugenii ENSMEUG00000002368
phascolarctos_cinereus ENSPCIG00000029184
sarcophilus_harrisii ENSSHAG00000017513
monodelphis_domestica ENSMODG00000021230
ornithorhynchus_anatinus ENSOANG00000002775
vicugna_pacos ENSVPAG00000004682
ailuropoda_melanoleuca ENSAMEG00000016471
pan_troglodytes ENSPTRG00000015472
pan_paniscus ENSPPAG00000036725
gorilla_gorilla ENSGGOG00000023738
homo_sapiens ENSG00000155903
pongo_abelii ENSPPYG00000014165
nomascus_leucogenys ENSNLEG00000004575
chlorocebus_sabaeus ENSCSAG00000011201
piliocolobus_tephrosceles ENSPTEG00000007278
papio_anubis ENSPANG00000010060
theropithecus_gelada ENSTGEG00000009193
macaca_nemestrina ENSMNEG00000034452
macaca_fascicularis ENSMFAG00000030557
macaca_mulatta ENSMMUG00000009418
cercocebus_atys ENSCATG00000033775
mandrillus_leucophaeus ENSMLEG00000042557
rhinopithecus_roxellana ENSRROG00000039486
rhinopithecus_bieti ENSRBIG00000034092
colobus_angolensis_palliatus ENSCANG00000005846
cebus_capucinus ENSCCAG00000037845
callithrix_jacchus ENSCJAG00000001994
saimiri_boliviensis_boliviensis ENSSBOG00000015504
aotus_nancymaae ENSANAG00000034912
carlito_syrichta ENSTSYG00000002387
propithecus_coquereli ENSPCOG00000016241
microcebus_murinus ENSMICG00000049339
prolemur_simus ENSPSMG00000020773
otolemur_garnettii ENSOGAG00000002470
cricetulus_griseus_crigri ENSCGRG00000013999
cricetulus_griseus_chok1gshd ENSCGRG00001008148
cricetulus_griseus_crigri-picr ENSCGRG00015004535
mesocricetus_auratus ENSMAUG00000006323
peromyscus_maniculatus_bairdii ENSPEMG00000020689
microtus_ochrogaster ENSMOCG00000000075
mus_spicilegus ENSMSIG00000015576
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033683
mus_musculus ENSMUSG00000032413
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032539
mus_pahari MGP_PahariEiJ_G0015409
rattus_norvegicus ENSRNOG00000011909
meriones_unguiculatus ENSMUGG00000025069
nannospalax_galili ENSNGAG00000012075
jaculus_jaculus ENSJJAG00000021872
castor_canadensis ENSCCNG00000003583
chinchilla_lanigera ENSCLAG00000004874
octodon_degus ENSODEG00000008895
cavia_porcellus ENSCPOG00000014013
cavia_aperea ENSCAPG00000017366
heterocephalus_glaber_male ENSHGLG00100014353
heterocephalus_glaber_female ENSHGLG00000012050
heterocephalus_glaber_female ENSHGLG00000011709
heterocephalus_glaber_male ENSHGLG00100003882
fukomys_damarensis ENSFDAG00000009280
urocitellus_parryii ENSUPAG00010008044
ictidomys_tridecemlineatus ENSSTOG00000010098
spermophilus_dauricus ENSSDAG00000006154
marmota_marmota_marmota ENSMMMG00000017563
oryctolagus_cuniculus ENSOCUG00000001219
ochotona_princeps ENSOPRG00000013386
echinops_telfairi ENSETEG00000004169
pteropus_vampyrus ENSPVAG00000008023
myotis_lucifugus ENSMLUG00000007834
ovis_aries ENSOARG00000006643
capra_hircus ENSCHIG00000002573
bos_taurus ENSBTAG00000015413
bos_mutus ENSBMUG00000020801
bison_bison_bison ENSBBBG00000016517
tursiops_truncatus ENSTTRG00000012030
sus_scrofa ENSSSCG00000011672
equus_caballus ENSECAG00000010845
equus_asinus_asinus ENSEASG00005003659
mustela_putorius_furo ENSMPUG00000012228
neovison_vison ENSNVIG00000013822
ursus_maritimus ENSUMAG00000013878
ursus_americanus ENSUAMG00000018892
ailuropoda_melanoleuca ENSAMEG00000012424
canis_lupus_familiaris ENSCAFG00000007674
canis_lupus_dingo ENSCAFG00020008540
vulpes_vulpes ENSVVUG00000026237
panthera_tigris_altaica ENSPTIG00000010804
panthera_pardus ENSPPRG00000012757
felis_catus ENSFCAG00000002561
choloepus_hoffmanni ENSCHOG00000003646
dasypus_novemcinctus ENSDNOG00000034505
loxodonta_africana ENSLAFG00000004893
procavia_capensis ENSPCAG00000001071
ornithorhynchus_anatinus ENSOANG00000032285
tupaia_belangeri ENSTBEG00000001103
dipodomys_ordii ENSDORG00000001995
erinaceus_europaeus ENSEEUG00000000539
sorex_araneus ENSSARG00000000794
anolis_carolinensis ENSACAG00000005140
pogona_vitticeps ENSPVIG00000006273
notechis_scutatus ENSNSUG00000017922
salvator_merianae ENSSMRG00000016383
sphenodon_punctatus ENSSPUG00000011047
apteryx_haastii ENSAHAG00000000148
apteryx_owenii ENSAOWG00000012217
apteryx_rowi ENSARWG00000004661
dromaius_novaehollandiae ENSDNVG00000006706
nothoprocta_perdicaria ENSNPEG00000013258
zonotrichia_albicollis ENSZALG00000014073
junco_hyemalis ENSJHYG00000010367
serinus_canaria ENSSCAG00000001119
taeniopygia_guttata ENSTGUG00000008379
taeniopygia_guttata ENSTGUG00000016590
lonchura_striata_domestica ENSLSDG00000012639
ficedula_albicollis ENSFALG00000006972
cyanistes_caeruleus ENSCCEG00000015188
parus_major ENSPMJG00000018452
lepidothrix_coronata ENSLCOG00000005195
manacus_vitellinus ENSMVIG00005006706
calidris_pygmaea ENSCPGG00000007036
calidris_pugnax ENSCPUG00000008893
melopsittacus_undulatus ENSMUNG00000011266
gallus_gallus ENSGALG00000002850
meleagris_gallopavo ENSMGAG00000006040
coturnix_japonica ENSCJPG00005008207
numida_meleagris ENSNMEG00000011358
anser_brachyrhynchus ENSABRG00000011916
anas_platyrhynchos_platyrhynchos ENSAPLG00000006641
crocodylus_porosus ENSCPRG00005001834
chelonoidis_abingdonii ENSCABG00000008916
gopherus_agassizii ENSGAGG00000006853
chrysemys_picta_bellii ENSCPBG00000023885
pelodiscus_sinensis ENSPSIG00000010107
xenopus_tropicalis ENSXETG00000014755
latimeria_chalumnae ENSLACG00000004008
