notamacropus_eugenii ENSMEUG00000002371
phascolarctos_cinereus ENSPCIG00000018358
sarcophilus_harrisii ENSSHAG00000007941
monodelphis_domestica ENSMODG00000011341
loxodonta_africana ENSLAFG00000013916
procavia_capensis ENSPCAG00000012643
dasypus_novemcinctus ENSDNOG00000047591
echinops_telfairi ENSETEG00000009616
mus_spicilegus ENSMSIG00000029409
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019951
mus_musculus ENSMUSG00000071547
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019066
mus_pahari MGP_PahariEiJ_G0030083
rattus_norvegicus ENSRNOG00000018358
meriones_unguiculatus ENSMUGG00000026900
cricetulus_griseus_chok1gshd ENSCGRG00001023862
cricetulus_griseus_crigri ENSCGRG00000015172
cricetulus_griseus_crigri-picr ENSCGRG00015022287
microtus_ochrogaster ENSMOCG00000014543
peromyscus_maniculatus_bairdii ENSPEMG00000017661
mesocricetus_auratus ENSMAUG00000021063
nannospalax_galili ENSNGAG00000008066
nannospalax_galili ENSNGAG00000017959
jaculus_jaculus ENSJJAG00000001193
castor_canadensis ENSCCNG00000000621
dipodomys_ordii ENSDORG00000003838
heterocephalus_glaber_female ENSHGLG00000003527
heterocephalus_glaber_male ENSHGLG00100015219
fukomys_damarensis ENSFDAG00000015321
chinchilla_lanigera ENSCLAG00000004490
octodon_degus ENSODEG00000008156
cavia_aperea ENSCAPG00000009844
cavia_porcellus ENSCPOG00000007433
urocitellus_parryii ENSUPAG00010004918
spermophilus_dauricus ENSSDAG00000014938
ictidomys_tridecemlineatus ENSSTOG00000027067
marmota_marmota_marmota ENSMMMG00000013168
ochotona_princeps ENSOPRG00000009277
pan_paniscus ENSPPAG00000035408
pan_troglodytes ENSPTRG00000015004
homo_sapiens ENSG00000168268
gorilla_gorilla ENSGGOG00000015984
pongo_abelii ENSPPYG00000013803
nomascus_leucogenys ENSNLEG00000007158
rhinopithecus_roxellana ENSRROG00000039172
rhinopithecus_bieti ENSRBIG00000030387
colobus_angolensis_palliatus ENSCANG00000036665
piliocolobus_tephrosceles ENSPTEG00000034609
mandrillus_leucophaeus ENSMLEG00000030846
macaca_nemestrina ENSMNEG00000040619
theropithecus_gelada ENSTGEG00000027090
papio_anubis ENSPANG00000035157
cercocebus_atys ENSCATG00000038653
piliocolobus_tephrosceles ENSPTEG00000038031
colobus_angolensis_palliatus ENSCANG00000033394
rhinopithecus_bieti ENSRBIG00000036677
rhinopithecus_roxellana ENSRROG00000043762
macaca_nemestrina ENSMNEG00000028955
macaca_mulatta ENSMMUG00000017360
macaca_fascicularis ENSMFAG00000004068
chlorocebus_sabaeus ENSCSAG00000013353
papio_anubis ENSPANG00000020993
theropithecus_gelada ENSTGEG00000001620
cercocebus_atys ENSCATG00000031103
mandrillus_leucophaeus ENSMLEG00000036641
cebus_capucinus ENSCCAG00000028270
cebus_capucinus ENSCCAG00000028005
saimiri_boliviensis_boliviensis ENSSBOG00000027090
callithrix_jacchus ENSCJAG00000006610
aotus_nancymaae ENSANAG00000005150
carlito_syrichta ENSTSYG00000029481
prolemur_simus ENSPSMG00000005841
prolemur_simus ENSPSMG00000021720
propithecus_coquereli ENSPCOG00000013714
microcebus_murinus ENSMICG00000028554
otolemur_garnettii ENSOGAG00000004086
sus_scrofa ENSSSCG00000011444
tursiops_truncatus ENSTTRG00000008562
myotis_lucifugus ENSMLUG00000015418
pteropus_vampyrus ENSPVAG00000012578
equus_asinus_asinus ENSEASG00005013178
equus_caballus ENSECAG00000015835
capra_hircus ENSCHIG00000023928
ovis_aries ENSOARG00000003141
bison_bison_bison ENSBBBG00000015653
bos_mutus ENSBMUG00000006222
bos_taurus ENSBTAG00000014784
erinaceus_europaeus ENSEEUG00000006029
ursus_americanus ENSUAMG00000006148
