pogona_vitticeps ENSPVIG00000013288
anolis_carolinensis ENSACAG00000027884
salvator_merianae ENSSMRG00000023682
sphenodon_punctatus ENSSPUG00000012933
gopherus_agassizii ENSGAGG00000011158
chelonoidis_abingdonii ENSCABG00000013688
chrysemys_picta ENSCPBG00000016142
pelodiscus_sinensis ENSPSIG00000003359
crocodylus_porosus ENSCPRG00005008438
urocitellus_parryii ENSUPAG00010021206
ictidomys_tridecemlineatus ENSSTOG00000010823
spermophilus_dauricus ENSSDAG00000005739
marmota_marmota ENSMMMG00000007749
heterocephalus_glaber ENSHGLG00000018741
heterocephalus_glaber ENSHGLG00100002150
fukomys_damarensis ENSFDAG00000004304
octodon_degus ENSODEG00000009057
chinchilla_lanigera ENSCLAG00000004294
pan_troglodytes ENSPTRG00000015596
pan_paniscus ENSPPAG00000041560
homo_sapiens ENSG00000114204
gorilla_gorilla ENSGGOG00000010539
pongo_abelii ENSPPYG00000014273
nomascus_leucogenys ENSNLEG00000004849
papio_anubis ENSPANG00000023563
theropithecus_gelada ENSTGEG00000000350
chlorocebus_sabaeus ENSCSAG00000012485
mandrillus_leucophaeus ENSMLEG00000029650
cercocebus_atys ENSCATG00000041946
macaca_nemestrina ENSMNEG00000039769
macaca_fascicularis ENSMFAG00000032297
colobus_angolensis ENSCANG00000021681
piliocolobus_tephrosceles ENSPTEG00000034167
rhinopithecus_roxellana ENSRROG00000034204
rhinopithecus_bieti ENSRBIG00000037226
saimiri_boliviensis ENSSBOG00000025243
callithrix_jacchus ENSCJAG00000002795
cebus_capucinus ENSCCAG00000023970
aotus_nancymaae ENSANAG00000035047
carlito_syrichta ENSTSYG00000004201
microcebus_murinus ENSMICG00000049123
prolemur_simus ENSPSMG00000021926
propithecus_coquereli ENSPCOG00000013259
otolemur_garnettii ENSOGAG00000013876
mus_musculus ENSMUSG00000034139
mus_spicilegus ENSMSIG00000013645
mus_spretus MGP_SPRETEiJ_G0026018
mus_caroli MGP_CAROLIEiJ_G0025076
mus_pahari MGP_PahariEiJ_G0026519
rattus_norvegicus ENSRNOG00000009903
meriones_unguiculatus ENSMUGG00000010077
peromyscus_maniculatus ENSPEMG00000021117
microtus_ochrogaster ENSMOCG00000013488
cricetulus_griseus ENSCGRG00001020126
cricetulus_griseus ENSCGRG00000005437
cricetulus_griseus ENSCGRG00015024428
mesocricetus_auratus ENSMAUG00000017016
nannospalax_galili ENSNGAG00000019619
jaculus_jaculus ENSJJAG00000019259
dipodomys_ordii ENSDORG00000001653
oryctolagus_cuniculus ENSOCUG00000009783
ochotona_princeps ENSOPRG00000001835
tupaia_belangeri ENSTBEG00000008229
erinaceus_europaeus ENSEEUG00000014685
pteropus_vampyrus ENSPVAG00000014518
myotis_lucifugus ENSMLUG00000013009
equus_asinus ENSEASG00005020103
equus_caballus ENSECAG00000015325
sus_scrofa ENSSSCG00000011737
vicugna_pacos ENSVPAG00000011653
bos_indicus ENSBIXG00000024986
bos_indicus ENSBIXG00005007267
bos_taurus ENSBTAG00000011423
bison_bison ENSBBBG00000008722
ovis_aries ENSOARG00000001422
capra_hircus ENSCHIG00000018550
tursiops_truncatus ENSTTRG00000016311
sorex_araneus ENSSARG00000010289
ursus_americanus ENSUAMG00000021578
ursus_maritimus ENSUMAG00000002990
ailuropoda_melanoleuca ENSAMEG00000002206
neovison_vison ENSNVIG00000024833
mustela_putorius ENSMPUG00000017073
canis_lupus ENSCAFG00000014536
canis_lupus ENSCAFG00020000326
vulpes_vulpes ENSVVUG00000030000
panthera_tigris ENSPTIG00000012337
panthera_pardus ENSPPRG00000013570
felis_catus ENSFCAG00000002904
choloepus_hoffmanni ENSCHOG00000004603
dasypus_novemcinctus ENSDNOG00000008864
procavia_capensis ENSPCAG00000013820
echinops_telfairi ENSETEG00000017643
loxodonta_africana ENSLAFG00000010731
vombatus_ursinus ENSVURG00010013412
phascolarctos_cinereus ENSPCIG00000022470
notamacropus_eugenii ENSMEUG00000012042
sarcophilus_harrisii ENSSHAG00000008310
monodelphis_domestica ENSMODG00000016259
ornithorhynchus_anatinus ENSOANG00000022680
xenopus_tropicalis ENSXETG00000019861
latimeria_chalumnae ENSLACG00000011728
clupea_harengus ENSCHAG00000014081
callorhinchus_milii ENSCMIG00000018911
