caenorhabditis_elegans_strain_n2 WBGene00010766
drosophila_melanogaster FBgn0025336
notamacropus_eugenii ENSMEUG00000013990
phascolarctos_cinereus ENSPCIG00000029050
monodelphis_domestica ENSMODG00000001687
sarcophilus_harrisii ENSSHAG00000011388
oryctolagus_cuniculus ENSOCUG00000007961
ochotona_princeps ENSOPRG00000007274
jaculus_jaculus ENSJJAG00000015087
equus_caballus ENSECAG00000008099
equus_asinus_asinus ENSEASG00005018033
sorex_araneus ENSSARG00000004944
bos_mutus ENSBMUG00000023458
bos_taurus ENSBTAG00000001962
bison_bison_bison ENSBBBG00000013952
ovis_aries ENSOARG00000005129
capra_hircus ENSCHIG00000024940
tursiops_truncatus ENSTTRG00000011837
vicugna_pacos ENSVPAG00000009593
sus_scrofa ENSSSCG00000023818
sus_scrofa ENSSSCG00000011161
ursus_americanus ENSUAMG00000007585
ursus_maritimus ENSUMAG00000007672
ailuropoda_melanoleuca ENSAMEG00000007215
mustela_putorius_furo ENSMPUG00000014403
neovison_vison ENSNVIG00000014366
canis_lupus_dingo ENSCAFG00020019151
canis_lupus_familiaris ENSCAFG00000007967
vulpes_vulpes ENSVVUG00000007276
panthera_pardus ENSPPRG00000014416
panthera_tigris_altaica ENSPTIG00000020435
felis_catus ENSFCAG00000005452
pteropus_vampyrus ENSPVAG00000010933
myotis_lucifugus ENSMLUG00000007355
erinaceus_europaeus ENSEEUG00000014006
dipodomys_ordii ENSDORG00000028069
castor_canadensis ENSCCNG00000028462
cricetulus_griseus_crigri ENSCGRG00000005290
cricetulus_griseus_crigri-picr ENSCGRG00015008306
cricetulus_griseus_chok1gshd ENSCGRG00001016241
mesocricetus_auratus ENSMAUG00000005620
peromyscus_maniculatus_bairdii ENSPEMG00000023724
microtus_ochrogaster ENSMOCG00000014839
mus_spicilegus ENSMSIG00000028728
mus_musculus ENSMUSG00000041632
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019712
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018830
mus_pahari MGP_PahariEiJ_G0015905
rattus_norvegicus ENSRNOG00000017272
meriones_unguiculatus ENSMUGG00000003961
nannospalax_galili ENSNGAG00000002484
chinchilla_lanigera ENSCLAG00000000933
octodon_degus ENSODEG00000016210
cavia_porcellus ENSCPOG00000040481
cavia_aperea ENSCAPG00000012282
heterocephalus_glaber_female ENSHGLG00000001577
heterocephalus_glaber_male ENSHGLG00100006845
fukomys_damarensis ENSFDAG00000011101
spermophilus_dauricus ENSSDAG00000022166
urocitellus_parryii ENSUPAG00010014772
ictidomys_tridecemlineatus ENSSTOG00000006565
marmota_marmota_marmota ENSMMMG00000002576
tupaia_belangeri ENSTBEG00000016472
pan_troglodytes ENSPTRG00000016967
pan_paniscus ENSPPAG00000038112
homo_sapiens ENSG00000113048
gorilla_gorilla ENSGGOG00000010683
pongo_abelii ENSPPYG00000015542
nomascus_leucogenys ENSNLEG00000032219
rhinopithecus_bieti ENSRBIG00000013185
rhinopithecus_roxellana ENSRROG00000040560
colobus_angolensis_palliatus ENSCANG00000034545
piliocolobus_tephrosceles ENSPTEG00000006078
macaca_mulatta ENSMMUG00000017905
macaca_fascicularis ENSMFAG00000030039
macaca_nemestrina ENSMNEG00000038426
cercocebus_atys ENSCATG00000034419
mandrillus_leucophaeus ENSMLEG00000028172
theropithecus_gelada ENSTGEG00000020112
papio_anubis ENSPANG00000015368
chlorocebus_sabaeus ENSCSAG00000015626
saimiri_boliviensis_boliviensis ENSSBOG00000030386
cebus_capucinus ENSCCAG00000030550
callithrix_jacchus ENSCJAG00000016356
aotus_nancymaae ENSANAG00000019419
carlito_syrichta ENSTSYG00000000559
propithecus_coquereli ENSPCOG00000028430
prolemur_simus ENSPSMG00000019494
microcebus_murinus ENSMICG00000004527
otolemur_garnettii ENSOGAG00000008385
choloepus_hoffmanni ENSCHOG00000002565
dasypus_novemcinctus ENSDNOG00000008698
loxodonta_africana ENSLAFG00000004110
procavia_capensis ENSPCAG00000006737
echinops_telfairi ENSETEG00000016540
ornithorhynchus_anatinus ENSOANG00000004072
salvator_merianae ENSSMRG00000006308
manacus_vitellinus ENSMVIG00005014222
lepidothrix_coronata ENSLCOG00000000861
taeniopygia_guttata ENSTGUG00000005691
lonchura_striata_domestica ENSLSDG00000014180
serinus_canaria ENSSCAG00000004269
zonotrichia_albicollis ENSZALG00000016209
ficedula_albicollis ENSFALG00000010306
cyanistes_caeruleus ENSCCEG00000016312
parus_major ENSPMJG00000016185
melopsittacus_undulatus ENSMUNG00000015941
calidris_pygmaea ENSCPGG00000005843
calidris_pugnax ENSCPUG00000011462
anser_brachyrhynchus ENSABRG00000000622
anas_platyrhynchos_platyrhynchos ENSAPLG00000010577
gallus_gallus ENSGALG00000015002
meleagris_gallopavo ENSMGAG00000004213
coturnix_japonica ENSCJPG00005002094
numida_meleagris ENSNMEG00000009472
apteryx_haastii ENSAHAG00000011975
apteryx_owenii ENSAOWG00000008434
apteryx_rowi ENSARWG00000014581
dromaius_novaehollandiae ENSDNVG00000018160
nothoprocta_perdicaria ENSNPEG00000015912
crocodylus_porosus ENSCPRG00005000984
chelonoidis_abingdonii ENSCABG00000014894
gopherus_agassizii ENSGAGG00000015958
chrysemys_picta_bellii ENSCPBG00000000195
pelodiscus_sinensis ENSPSIG00000014565
sphenodon_punctatus ENSSPUG00000000182
anolis_carolinensis ENSACAG00000009787
pogona_vitticeps ENSPVIG00000025338
notechis_scutatus ENSNSUG00000011062
salvator_merianae ENSSMRG00000006317
xenopus_tropicalis ENSXETG00000034180
latimeria_chalumnae ENSLACG00000014327
pygocentrus_nattereri ENSPNAG00000008002
astyanax_mexicanus ENSAMXG00000006286
ictalurus_punctatus ENSIPUG00000025051
danio_rerio ENSDARG00000059234
oryzias_latipes_asm223469v1 ENSORLG00015011723
oryzias_latipes ENSORLG00020002869
oryzias_latipes ENSORLG00000003800
oryzias_melastigma ENSOMEG00000020582
periophthalmus_magnuspinnatus ENSPMGG00000017275
cynoglossus_semilaevis ENSCSEG00000017845
poecilia_formosa ENSPFOG00000007317
poecilia_latipinna ENSPLAG00000016221
poecilia_mexicana ENSPMEG00000016504
gambusia_affinis ENSGAFG00000010539
xiphophorus_maculatus ENSXMAG00000016098
poecilia_latipinna ENSPLAG00000004766
poecilia_reticulata ENSPREG00000015143
xiphophorus_couchianus ENSXCOG00000007727
cyprinodon_variegatus ENSCVAG00000020594
fundulus_heteroclitus ENSFHEG00000019064
kryptolebias_marmoratus ENSKMAG00000000487
neolamprologus_brichardi ENSNBRG00000011162
tetraodon_nigroviridis ENSTNIG00000016683
takifugu_rubripes ENSTRUG00000015643
mola_mola ENSMMOG00000013203
seriola_lalandi_dorsalis ENSSLDG00000019470
seriola_dumerili ENSSDUG00000001883
scophthalmus_maximus ENSSMAG00000003423
gasterosteus_aculeatus ENSGACG00000006548
amphiprion_percula ENSAPEG00000006821
amphiprion_ocellaris ENSAOCG00000011222
acanthochromis_polyacanthus ENSAPOG00000013985
stegastes_partitus ENSSPAG00000009682
maylandia_zebra ENSMZEG00005008090
astatotilapia_calliptera ENSACLG00000013665
haplochromis_burtoni ENSHBUG00000003318
pundamilia_nyererei ENSPNYG00000016318
neolamprologus_brichardi ENSNBRG00000015013
oreochromis_niloticus ENSONIG00000015240
amphilophus_citrinellus ENSACIG00000004470
monopterus_albus ENSMALG00000017925
mastacembelus_armatus ENSMAMG00000019547
anabas_testudineus ENSATEG00000018107
labrus_bergylta ENSLBEG00000018377
hippocampus_comes ENSHCOG00000000714
gadus_morhua ENSGMOG00000007531
esox_lucius ENSELUG00000002400
scleropages_formosus ENSSFOG00015023271
paramormyrops_kingsleyae ENSPKIG00000018916
lepisosteus_oculatus ENSLOCG00000011134
petromyzon_marinus ENSPMAG00000009772
eptatretus_burgeri ENSEBUG00000008346
ciona_intestinalis ENSCING00000020281
ciona_savignyi ENSCSAVG00000004679
