monodelphis_domestica ENSMODG00000001389
sarcophilus_harrisii ENSSHAG00000009623
ornithorhynchus_anatinus ENSOANG00000013056
sus_scrofa ENSSSCG00000018003
vicugna_pacos ENSVPAG00000009067
capra_hircus ENSCHIG00000009070
ovis_aries ENSOARG00000009609
bos_taurus ENSBTAG00000037794
bos_mutus ENSBMUG00000017263
bison_bison_bison ENSBBBG00000013425
equus_caballus ENSECAG00000037687
gorilla_gorilla ENSGGOG00000038293
homo_sapiens ENSG00000264424
pan_troglodytes ENSPTRG00000008769
pan_paniscus ENSPPAG00000026746
nomascus_leucogenys ENSNLEG00000010185
cercocebus_atys ENSCATG00000037773
mandrillus_leucophaeus ENSMLEG00000035826
macaca_mulatta ENSMMUG00000009771
macaca_fascicularis ENSMFAG00000043626
macaca_nemestrina ENSMNEG00000003221
theropithecus_gelada ENSTGEG00000027298
papio_anubis ENSPANG00000030344
chlorocebus_sabaeus ENSCSAG00000009749
colobus_angolensis_palliatus ENSCANG00000021098
piliocolobus_tephrosceles ENSPTEG00000002613
rhinopithecus_bieti ENSRBIG00000028635
rhinopithecus_roxellana ENSRROG00000031231
saimiri_boliviensis_boliviensis ENSSBOG00000033056
cebus_capucinus ENSCCAG00000025502
callithrix_jacchus ENSCJAG00000007663
aotus_nancymaae ENSANAG00000025798
carlito_syrichta ENSTSYG00000003744
propithecus_coquereli ENSPCOG00000025577
prolemur_simus ENSPSMG00000015717
microcebus_murinus ENSMICG00000010990
otolemur_garnettii ENSOGAG00000011849
oryctolagus_cuniculus ENSOCUG00000029652
felis_catus ENSFCAG00000010562
panthera_pardus ENSPPRG00000004968
erinaceus_europaeus ENSEEUG00000010984
propithecus_coquereli ENSPCOG00000027207
bos_taurus ENSBTAG00000018204
bos_mutus ENSBMUG00000016673
capra_hircus ENSCHIG00000026733
ovis_aries ENSOARG00000011486
vicugna_pacos ENSVPAG00000010342
otolemur_garnettii ENSOGAG00000026347
sarcophilus_harrisii ENSSHAG00000013932
ornithorhynchus_anatinus ENSOANG00000001984
ornithorhynchus_anatinus ENSOANG00000032129
ornithorhynchus_anatinus ENSOANG00000009355
sphenodon_punctatus ENSSPUG00000006581
phascolarctos_cinereus ENSPCIG00000033153
notamacropus_eugenii ENSMEUG00000000616
kryptolebias_marmoratus ENSKMAG00000019497
