paramormyrops_kingsleyae ENSPKIG00000022327
scleropages_formosus ENSSFOG00015021593
astyanax_mexicanus ENSAMXG00000017317
pygocentrus_nattereri ENSPNAG00000016056
ictalurus_punctatus ENSIPUG00000003411
danio_rerio ENSDARG00000062973
takifugu_rubripes ENSTRUG00000005915
tetraodon_nigroviridis ENSTNIG00000012171
mola_mola ENSMMOG00000008837
cynoglossus_semilaevis ENSCSEG00000008975
oreochromis_niloticus ENSONIG00000007413
amphiprion_ocellaris ENSAOCG00000016484
labrus_bergylta ENSLBEG00000026630
gasterosteus_aculeatus ENSGACG00000009588
mastacembelus_armatus ENSMAMG00000022349
monopterus_albus ENSMALG00000016035
anabas_testudineus ENSATEG00000011114
seriola_dumerili ENSSDUG00000004052
seriola_lalandi ENSSLDG00000002680
scophthalmus_maximus ENSSMAG00000002003
fundulus_heteroclitus ENSFHEG00000004010
cyprinodon_variegatus ENSCVAG00000002801
poecilia_mexicana ENSPMEG00000008669
poecilia_formosa ENSPFOG00000023019
poecilia_latipinna ENSPLAG00000012526
poecilia_reticulata ENSPREG00000014272
xiphophorus_maculatus ENSXMAG00000017924
xiphophorus_couchianus ENSXCOG00000003099
gambusia_affinis ENSGAFG00000016066
kryptolebias_marmoratus ENSKMAG00000010461
oryzias_latipes ENSORLG00020020328
oryzias_latipes ENSORLG00000006346
oryzias_latipes ENSORLG00015015625
oryzias_melastigma ENSOMEG00000018374
maylandia_zebra ENSMZEG00005025770
pundamilia_nyererei ENSPNYG00000022854
astatotilapia_calliptera ENSACLG00000001503
haplochromis_burtoni ENSHBUG00000013833
oreochromis_niloticus ENSONIG00000002698
neolamprologus_brichardi ENSNBRG00000018486
amphilophus_citrinellus ENSACIG00000014332
amphiprion_percula ENSAPEG00000005189
acanthochromis_polyacanthus ENSAPOG00000004503
stegastes_partitus ENSSPAG00000001758
hippocampus_comes ENSHCOG00000017443
periophthalmus_magnuspinnatus ENSPMGG00000011406
gadus_morhua ENSGMOG00000016145
lepisosteus_oculatus ENSLOCG00000008403
apteryx_owenii ENSAOWG00000014286
apteryx_rowi ENSARWG00000015455
apteryx_haastii ENSAHAG00000002767
dromaius_novaehollandiae ENSDNVG00000012776
nothoprocta_perdicaria ENSNPEG00000001015
calidris_pygmaea ENSCPGG00000011984
calidris_pugnax ENSCPUG00000003270
melopsittacus_undulatus ENSMUNG00000008943
taeniopygia_guttata ENSTGUG00000006665
lonchura_striata ENSLSDG00000011552
serinus_canaria ENSSCAG00000014266
cyanistes_caeruleus ENSCCEG00000005313
parus_major ENSPMJG00000019452
ficedula_albicollis ENSFALG00000005994
