mola_mola ENSMMOG00000012186
takifugu_rubripes ENSTRUG00000022588
labrus_bergylta ENSLBEG00000025573
seriola_dumerili ENSSDUG00000021418
seriola_lalandi_dorsalis ENSSLDG00000021726
scophthalmus_maximus ENSSMAG00000015031
monopterus_albus ENSMALG00000007418
mastacembelus_armatus ENSMAMG00000010520
anabas_testudineus ENSATEG00000012042
amphiprion_ocellaris ENSAOCG00000024254
amphiprion_percula ENSAPEG00000012016
acanthochromis_polyacanthus ENSAPOG00000020803
stegastes_partitus ENSSPAG00000002915
xiphophorus_maculatus ENSXMAG00000023318
xiphophorus_couchianus ENSXCOG00000012722
gambusia_affinis ENSGAFG00000011746
poecilia_mexicana ENSPMEG00000013815
poecilia_latipinna ENSPLAG00000008616
poecilia_reticulata ENSPREG00000022686
cyprinodon_variegatus ENSCVAG00000017546
kryptolebias_marmoratus ENSKMAG00000009123
oryzias_latipes_asm223469v1 ENSORLG00015003975
oryzias_latipes ENSORLG00000030624
oryzias_melastigma ENSOMEG00000014669
astatotilapia_calliptera ENSACLG00000018594
maylandia_zebra ENSMZEG00005016084
haplochromis_burtoni ENSHBUG00000018334
pundamilia_nyererei ENSPNYG00000018248
neolamprologus_brichardi ENSNBRG00000006892
amphilophus_citrinellus ENSACIG00000001324
periophthalmus_magnuspinnatus ENSPMGG00000009652
cynoglossus_semilaevis ENSCSEG00000013629
esox_lucius ENSELUG00000015952
pygocentrus_nattereri ENSPNAG00000008755
astyanax_mexicanus ENSAMXG00000039019
ictalurus_punctatus ENSIPUG00000006187
danio_rerio ENSDARG00000097665
