procavia_capensis ENSPCAG00000016897
echinops_telfairi ENSETEG00000005716
mandrillus_leucophaeus ENSMLEG00000037179
theropithecus_gelada ENSTGEG00000011029
papio_anubis ENSPANG00000022735
cercocebus_atys ENSCATG00000038748
macaca_fascicularis ENSMFAG00000031253
macaca_mulatta ENSMMUG00000001462
macaca_nemestrina ENSMNEG00000032480
chlorocebus_sabaeus ENSCSAG00000011194
piliocolobus_tephrosceles ENSPTEG00000017304
colobus_angolensis_palliatus ENSCANG00000029559
rhinopithecus_roxellana ENSRROG00000035315
macaca_fascicularis ENSMFAG00000043027
macaca_nemestrina ENSMNEG00000030341
macaca_mulatta ENSMMUG00000005404
mandrillus_leucophaeus ENSMLEG00000037335
cercocebus_atys ENSCATG00000034397
piliocolobus_tephrosceles ENSPTEG00000017930
rhinopithecus_roxellana ENSRROG00000033252
pan_troglodytes ENSPTRG00000042406
pan_paniscus ENSPPAG00000041890
homo_sapiens ENSG00000175395
gorilla_gorilla ENSGGOG00000023307
pongo_abelii ENSPPYG00000002203
nomascus_leucogenys ENSNLEG00000008708
saimiri_boliviensis_boliviensis ENSSBOG00000026218
cebus_capucinus ENSCCAG00000024837
callithrix_jacchus ENSCJAG00000047737
aotus_nancymaae ENSANAG00000023920
carlito_syrichta ENSTSYG00000028490
prolemur_simus ENSPSMG00000009236
microcebus_murinus ENSMICG00000004606
propithecus_coquereli ENSPCOG00000022889
otolemur_garnettii ENSOGAG00000032242
castor_canadensis ENSCCNG00000013098
dipodomys_ordii ENSDORG00000004502
cricetulus_griseus_crigri ENSCGRG00000005845
cricetulus_griseus_crigri-picr ENSCGRG00015006284
cricetulus_griseus_chok1gshd ENSCGRG00001020175
mesocricetus_auratus ENSMAUG00000018943
microtus_ochrogaster ENSMOCG00000009063
peromyscus_maniculatus_bairdii ENSPEMG00000023855
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029818
mus_spicilegus ENSMSIG00000005193
mus_musculus ENSMUSG00000072623
mus_pahari MGP_PahariEiJ_G0022541
rattus_norvegicus ENSRNOG00000006726
meriones_unguiculatus ENSMUGG00000012627
nannospalax_galili ENSNGAG00000013252
jaculus_jaculus ENSJJAG00000008224
heterocephalus_glaber_female ENSHGLG00000000406
heterocephalus_glaber_male ENSHGLG00100003235
fukomys_damarensis ENSFDAG00000005608
chinchilla_lanigera ENSCLAG00000002272
octodon_degus ENSODEG00000005495
cavia_porcellus ENSCPOG00000033444
spermophilus_dauricus ENSSDAG00000006772
marmota_marmota_marmota ENSMMMG00000020237
urocitellus_parryii ENSUPAG00010022196
ictidomys_tridecemlineatus ENSSTOG00000033927
ochotona_princeps ENSOPRG00000010977
bos_mutus ENSBMUG00000006853
bos_taurus ENSBTAG00000038178
bison_bison_bison ENSBBBG00000012708
capra_hircus ENSCHIG00000022909
tursiops_truncatus ENSTTRG00000011572
sus_scrofa ENSSSCG00000010196
vicugna_pacos ENSVPAG00000007423
ursus_maritimus ENSUMAG00000012462
ursus_americanus ENSUAMG00000022961
mustela_putorius_furo ENSMPUG00000012705
neovison_vison ENSNVIG00000024400
canis_lupus_familiaris ENSCAFG00000029179
canis_lupus_dingo ENSCAFG00020025239
vulpes_vulpes ENSVVUG00000013530
panthera_tigris_altaica ENSPTIG00000011332
panthera_pardus ENSPPRG00000014992
felis_catus ENSFCAG00000045391
pteropus_vampyrus ENSPVAG00000008436
myotis_lucifugus ENSMLUG00000006273
equus_caballus ENSECAG00000022541
equus_asinus_asinus ENSEASG00005006883
sorex_araneus ENSSARG00000004725
erinaceus_europaeus ENSEEUG00000002348
choloepus_hoffmanni ENSCHOG00000012000
dasypus_novemcinctus ENSDNOG00000038275
tupaia_belangeri ENSTBEG00000001396
tupaia_belangeri ENSTBEG00000014614
tupaia_belangeri ENSTBEG00000007920
mus_musculus ENSMUSG00000020491
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017253
mus_spicilegus ENSMSIG00000021856
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016416
mus_pahari MGP_PahariEiJ_G0017547
rattus_norvegicus ENSRNOG00000023431
meriones_unguiculatus ENSMUGG00000009750
cricetulus_griseus_crigri-picr ENSCGRG00015018780
cricetulus_griseus_chok1gshd ENSCGRG00001001041
peromyscus_maniculatus_bairdii ENSPEMG00000028205
nannospalax_galili ENSNGAG00000011744
mesocricetus_auratus ENSMAUG00000002461
cricetulus_griseus_crigri ENSCGRG00000017234
microtus_ochrogaster ENSMOCG00000003250
cricetulus_griseus_crigri-picr ENSCGRG00015018792
peromyscus_maniculatus_bairdii ENSPEMG00000029020
mus_musculus ENSMUSG00000072915
mus_spicilegus ENSMSIG00000021863
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017252
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016415
mus_pahari MGP_PahariEiJ_G0017546
ictidomys_tridecemlineatus ENSSTOG00000033855
