chelonoidis_abingdonii ENSCABG00000014289
gopherus_agassizii ENSGAGG00000009145
chrysemys_picta_bellii ENSCPBG00000028214
pelodiscus_sinensis ENSPSIG00000011181
anser_brachyrhynchus ENSABRG00000014328
anas_platyrhynchos_platyrhynchos ENSAPLG00000012533
coturnix_japonica ENSCJPG00005018766
meleagris_gallopavo ENSMGAG00000013460
gallus_gallus ENSGALG00000013026
numida_meleagris ENSNMEG00000006866
lepidothrix_coronata ENSLCOG00000011925
manacus_vitellinus ENSMVIG00005013906
parus_major ENSPMJG00000011140
cyanistes_caeruleus ENSCCEG00000011990
ficedula_albicollis ENSFALG00000002989
taeniopygia_guttata ENSTGUG00000012524
lonchura_striata_domestica ENSLSDG00000017457
serinus_canaria ENSSCAG00000005805
zonotrichia_albicollis ENSZALG00000013050
junco_hyemalis ENSJHYG00000012825
melopsittacus_undulatus ENSMUNG00000005936
calidris_pugnax ENSCPUG00000019555
calidris_pygmaea ENSCPGG00000006133
apteryx_owenii ENSAOWG00000009222
apteryx_haastii ENSAHAG00000004179
apteryx_rowi ENSARWG00000010490
dromaius_novaehollandiae ENSDNVG00000005056
nothoprocta_perdicaria ENSNPEG00000015527
crocodylus_porosus ENSCPRG00005013366
pogona_vitticeps ENSPVIG00000022531
anolis_carolinensis ENSACAG00000012217
notechis_scutatus ENSNSUG00000008368
salvator_merianae ENSSMRG00000002102
sphenodon_punctatus ENSSPUG00000008785
phascolarctos_cinereus ENSPCIG00000012020
notamacropus_eugenii ENSMEUG00000013614
sarcophilus_harrisii ENSSHAG00000003074
monodelphis_domestica ENSMODG00000018439
monodelphis_domestica ENSMODG00000003013
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029837
mus_spicilegus ENSMSIG00000031837
mus_musculus ENSMUSG00000058979
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028804
mus_pahari MGP_PahariEiJ_G0022560
rattus_norvegicus ENSRNOG00000011338
meriones_unguiculatus ENSMUGG00000019026
cricetulus_griseus_chok1gshd ENSCGRG00001013180
cricetulus_griseus_crigri-picr ENSCGRG00015012002
cricetulus_griseus_crigri ENSCGRG00000012224
mesocricetus_auratus ENSMAUG00000000662
microtus_ochrogaster ENSMOCG00000009533
peromyscus_maniculatus_bairdii ENSPEMG00000019329
nannospalax_galili ENSNGAG00000021543
jaculus_jaculus ENSJJAG00000020447
castor_canadensis ENSCCNG00000001475
urocitellus_parryii ENSUPAG00010012545
ictidomys_tridecemlineatus ENSSTOG00000014233
spermophilus_dauricus ENSSDAG00000019141
marmota_marmota_marmota ENSMMMG00000023942
oryctolagus_cuniculus ENSOCUG00000009168
ochotona_princeps ENSOPRG00000008391
prolemur_simus ENSPSMG00000015170
propithecus_coquereli ENSPCOG00000015844
microcebus_murinus ENSMICG00000004039
otolemur_garnettii ENSOGAG00000009307
cebus_capucinus ENSCCAG00000018306
saimiri_boliviensis_boliviensis ENSSBOG00000027427
callithrix_jacchus ENSCJAG00000017229
aotus_nancymaae ENSANAG00000022048
pan_troglodytes ENSPTRG00000014034
pan_paniscus ENSPPAG00000030923
homo_sapiens ENSG00000069998
gorilla_gorilla ENSGGOG00000012285
pongo_abelii ENSPPYG00000019914
nomascus_leucogenys ENSNLEG00000007814
theropithecus_gelada ENSTGEG00000001200
papio_anubis ENSPANG00000024306
macaca_fascicularis ENSMFAG00000044272
macaca_nemestrina ENSMNEG00000029790
macaca_mulatta ENSMMUG00000031124
mandrillus_leucophaeus ENSMLEG00000042305
cercocebus_atys ENSCATG00000029608
chlorocebus_sabaeus ENSCSAG00000014527
rhinopithecus_roxellana ENSRROG00000041082
rhinopithecus_bieti ENSRBIG00000043979
piliocolobus_tephrosceles ENSPTEG00000035288
colobus_angolensis_palliatus ENSCANG00000037144
chinchilla_lanigera ENSCLAG00000010470
octodon_degus ENSODEG00000010938
cavia_aperea ENSCAPG00000007232
cavia_porcellus ENSCPOG00000003033
heterocephalus_glaber_female ENSHGLG00000010684
heterocephalus_glaber_male ENSHGLG00100011581
fukomys_damarensis ENSFDAG00000011027
carlito_syrichta ENSTSYG00000033741
capra_hircus ENSCHIG00000013999
ovis_aries ENSOARG00000013276
bos_mutus ENSBMUG00000008550
bos_taurus ENSBTAG00000016995
bison_bison_bison ENSBBBG00000007325
sus_scrofa ENSSSCG00000000764
pteropus_vampyrus ENSPVAG00000005967
myotis_lucifugus ENSMLUG00000015245
equus_asinus_asinus ENSEASG00005005449
equus_caballus ENSECAG00000011574
ursus_americanus ENSUAMG00000006634
ursus_maritimus ENSUMAG00000011558
ailuropoda_melanoleuca ENSAMEG00000004000
neovison_vison ENSNVIG00000012529
mustela_putorius_furo ENSMPUG00000018100
canis_lupus_dingo ENSCAFG00020007561
canis_lupus_familiaris ENSCAFG00000016081
vulpes_vulpes ENSVVUG00000022394
panthera_pardus ENSPPRG00000011351
panthera_tigris_altaica ENSPTIG00000019581
felis_catus ENSFCAG00000012167
sorex_araneus ENSSARG00000001723
tupaia_belangeri ENSTBEG00000000295
dipodomys_ordii ENSDORG00000024590
loxodonta_africana ENSLAFG00000006763
procavia_capensis ENSPCAG00000007947
echinops_telfairi ENSETEG00000019871
dasypus_novemcinctus ENSDNOG00000045398
xenopus_tropicalis ENSXETG00000000878
latimeria_chalumnae ENSLACG00000015091
scleropages_formosus ENSSFOG00015023428
paramormyrops_kingsleyae ENSPKIG00000000633
pygocentrus_nattereri ENSPNAG00000016754
