pteropus_vampyrus ENSPVAG00000024188
canis_lupus_familiaris ENSCAFG00000032526
pan_paniscus ENSPPAG00000033781
pan_troglodytes ENSPTRG00000038873
gorilla_gorilla ENSGGOG00000037078
homo_sapiens ENSG00000248099
nomascus_leucogenys ENSNLEG00000030836
colobus_angolensis_palliatus ENSCANG00000030047
rhinopithecus_roxellana ENSRROG00000041239
macaca_fascicularis ENSMFAG00000038274
macaca_mulatta ENSMMUG00000042375
papio_anubis ENSPANG00000008848
cercocebus_atys ENSCATG00000031053
callithrix_jacchus ENSCJAG00000041027
cebus_capucinus ENSCCAG00000025100
otolemur_garnettii ENSOGAG00000029158
choloepus_hoffmanni ENSCHOG00000005444
procavia_capensis ENSPCAG00000018886
