pogona_vitticeps ENSPVIG00000003468
anolis_carolinensis ENSACAG00000012180
salvator_merianae ENSSMRG00000014426
sphenodon_punctatus ENSSPUG00000018321
apteryx_owenii ENSAOWG00000002942
apteryx_haastii ENSAHAG00000008043
apteryx_rowi ENSARWG00000004764
dromaius_novaehollandiae ENSDNVG00000018956
nothoprocta_perdicaria ENSNPEG00000007965
anser_brachyrhynchus ENSABRG00000020134
anas_platyrhynchos_platyrhynchos ENSAPLG00000013188
coturnix_japonica ENSCJPG00005000048
gallus_gallus ENSGALG00000023454
numida_meleagris ENSNMEG00000005851
calidris_pygmaea ENSCPGG00000016498
calidris_pugnax ENSCPUG00000019183
melopsittacus_undulatus ENSMUNG00000004195
lonchura_striata_domestica ENSLSDG00000015996
taeniopygia_guttata ENSTGUG00000000563
serinus_canaria ENSSCAG00000007147
junco_hyemalis ENSJHYG00000004291
zonotrichia_albicollis ENSZALG00000001461
parus_major ENSPMJG00000004910
cyanistes_caeruleus ENSCCEG00000006978
ficedula_albicollis ENSFALG00000006812
manacus_vitellinus ENSMVIG00005011009
lepidothrix_coronata ENSLCOG00000010302
crocodylus_porosus ENSCPRG00005004619
gopherus_agassizii ENSGAGG00000011024
chelonoidis_abingdonii ENSCABG00000005091
chrysemys_picta_bellii ENSCPBG00000018293
equus_caballus ENSECAG00000013290
equus_asinus_asinus ENSEASG00005023071
erinaceus_europaeus ENSEEUG00000000575
sorex_araneus ENSSARG00000014272
pteropus_vampyrus ENSPVAG00000007264
ovis_aries ENSOARG00000006931
capra_hircus ENSCHIG00000023217
bos_mutus ENSBMUG00000006785
bos_taurus ENSBTAG00000003240
bison_bison_bison ENSBBBG00000022856
tursiops_truncatus ENSTTRG00000016539
sus_scrofa ENSSSCG00000005452
ursus_maritimus ENSUMAG00000017222
ursus_americanus ENSUAMG00000005490
ailuropoda_melanoleuca ENSAMEG00000018020
neovison_vison ENSNVIG00000007992
mustela_putorius_furo ENSMPUG00000007416
canis_lupus_dingo ENSCAFG00020022427
canis_lupus_familiaris ENSCAFG00000029601
vulpes_vulpes ENSVVUG00000028830
panthera_tigris_altaica ENSPTIG00000011512
panthera_pardus ENSPPRG00000021823
felis_catus ENSFCAG00000032145
pan_paniscus ENSPPAG00000037682
pan_troglodytes ENSPTRG00000040638
homo_sapiens ENSG00000188959
gorilla_gorilla ENSGGOG00000013066
pongo_abelii ENSPPYG00000019490
nomascus_leucogenys ENSNLEG00000035418
macaca_fascicularis ENSMFAG00000037082
macaca_nemestrina ENSMNEG00000036846
mandrillus_leucophaeus ENSMLEG00000027043
cercocebus_atys ENSCATG00000031973
papio_anubis ENSPANG00000025739
theropithecus_gelada ENSTGEG00000028887
chlorocebus_sabaeus ENSCSAG00000011765
rhinopithecus_roxellana ENSRROG00000039930
rhinopithecus_bieti ENSRBIG00000029711
piliocolobus_tephrosceles ENSPTEG00000032826
colobus_angolensis_palliatus ENSCANG00000038970
saimiri_boliviensis_boliviensis ENSSBOG00000034426
cebus_capucinus ENSCCAG00000025768
callithrix_jacchus ENSCJAG00000047942
aotus_nancymaae ENSANAG00000029470
carlito_syrichta ENSTSYG00000010019
propithecus_coquereli ENSPCOG00000025027
microcebus_murinus ENSMICG00000042061
prolemur_simus ENSPSMG00000019233
otolemur_garnettii ENSOGAG00000009164
tupaia_belangeri ENSTBEG00000013775
castor_canadensis ENSCCNG00000004901
dipodomys_ordii ENSDORG00000024588
cavia_aperea ENSCAPG00000007389
cavia_porcellus ENSCPOG00000033572
chinchilla_lanigera ENSCLAG00000013271
octodon_degus ENSODEG00000006257
heterocephalus_glaber_male ENSHGLG00100002650
heterocephalus_glaber_female ENSHGLG00000005540
fukomys_damarensis ENSFDAG00000010942
peromyscus_maniculatus_bairdii ENSPEMG00000025754
microtus_ochrogaster ENSMOCG00000013462
cricetulus_griseus_crigri ENSCGRG00000016513
cricetulus_griseus_chok1gshd ENSCGRG00001001444
cricetulus_griseus_crigri-picr ENSCGRG00015027486
mesocricetus_auratus ENSMAUG00000009248
mus_spicilegus ENSMSIG00000018227
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027012
mus_musculus ENSMUSG00000052117
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026047
mus_pahari MGP_PahariEiJ_G0028385
rattus_norvegicus ENSRNOG00000012068
meriones_unguiculatus ENSMUGG00000011337
nannospalax_galili ENSNGAG00000020407
jaculus_jaculus ENSJJAG00000018502
spermophilus_dauricus ENSSDAG00000020243
urocitellus_parryii ENSUPAG00010008969
ictidomys_tridecemlineatus ENSSTOG00000022259
marmota_marmota_marmota ENSMMMG00000002844
oryctolagus_cuniculus ENSOCUG00000025279
ochotona_princeps ENSOPRG00000013799
loxodonta_africana ENSLAFG00000023199
echinops_telfairi ENSETEG00000019529
choloepus_hoffmanni ENSCHOG00000001707
dasypus_novemcinctus ENSDNOG00000044711
