paramormyrops_kingsleyae ENSPKIG00000006720
scleropages_formosus ENSSFOG00015012980
ictalurus_punctatus ENSIPUG00000008513
astyanax_mexicanus ENSAMXG00000000465
danio_rerio ENSDARG00000058710
poecilia_latipinna ENSPLAG00000008858
poecilia_reticulata ENSPREG00000017894
poecilia_mexicana ENSPMEG00000004048
gambusia_affinis ENSGAFG00000008373
xiphophorus_maculatus ENSXMAG00000020978
fundulus_heteroclitus ENSFHEG00000018271
cyprinodon_variegatus ENSCVAG00000009844
kryptolebias_marmoratus ENSKMAG00000007033
oryzias_latipes ENSORLG00000008002
oryzias_latipes_asm223469v1 ENSORLG00015016693
oryzias_latipes ENSORLG00020016494
oryzias_melastigma ENSOMEG00000010276
hippocampus_comes ENSHCOG00000007896
takifugu_rubripes ENSTRUG00000012540
amphiprion_ocellaris ENSAOCG00000003118
amphiprion_percula ENSAPEG00000022065
acanthochromis_polyacanthus ENSAPOG00000003009
stegastes_partitus ENSSPAG00000014951
labrus_bergylta ENSLBEG00000014804
cynoglossus_semilaevis ENSCSEG00000009982
seriola_lalandi_dorsalis ENSSLDG00000006998
seriola_dumerili ENSSDUG00000012714
scophthalmus_maximus ENSSMAG00000016371
anabas_testudineus ENSATEG00000013392
haplochromis_burtoni ENSHBUG00000020048
astatotilapia_calliptera ENSACLG00000024869
maylandia_zebra ENSMZEG00005021498
oreochromis_niloticus ENSONIG00000014288
amphilophus_citrinellus ENSACIG00000000512
periophthalmus_magnuspinnatus ENSPMGG00000009002
esox_lucius ENSELUG00000007586
lepisosteus_oculatus ENSLOCG00000003784
phascolarctos_cinereus ENSPCIG00000012879
notamacropus_eugenii ENSMEUG00000014906
sarcophilus_harrisii ENSSHAG00000015315
monodelphis_domestica ENSMODG00000025642
phascolarctos_cinereus ENSPCIG00000002678
sarcophilus_harrisii ENSSHAG00000006056
monodelphis_domestica ENSMODG00000025280
ursus_maritimus ENSUMAG00000018880
ailuropoda_melanoleuca ENSAMEG00000006001
neovison_vison ENSNVIG00000015641
mustela_putorius_furo ENSMPUG00000010251
canis_lupus_familiaris ENSCAFG00000007975
canis_lupus_dingo ENSCAFG00020017787
vulpes_vulpes ENSVVUG00000019142
panthera_pardus ENSPPRG00000023770
panthera_tigris_altaica ENSPTIG00000007971
felis_catus ENSFCAG00000026385
equus_asinus_asinus ENSEASG00005020153
equus_caballus ENSECAG00000011894
tursiops_truncatus ENSTTRG00000003745
sus_scrofa ENSSSCG00000006184
capra_hircus ENSCHIG00000011775
ovis_aries ENSOARG00000005381
bos_taurus ENSBTAG00000032982
bos_mutus ENSBMUG00000018997
bison_bison_bison ENSBBBG00000020376
vicugna_pacos ENSVPAG00000000533
pteropus_vampyrus ENSPVAG00000003792
myotis_lucifugus ENSMLUG00000012171
dasypus_novemcinctus ENSDNOG00000045125
erinaceus_europaeus ENSEEUG00000008963
sorex_araneus ENSSARG00000011603
ursus_americanus ENSUAMG00000027794
saimiri_boliviensis_boliviensis ENSSBOG00000025994
callithrix_jacchus ENSCJAG00000047203
cebus_capucinus ENSCCAG00000032034
cebus_capucinus ENSCCAG00000033800
cebus_capucinus ENSCCAG00000022630
aotus_nancymaae ENSANAG00000034933
cebus_capucinus ENSCCAG00000025368
pongo_abelii ENSPPYG00000003709
pongo_abelii ENSPPYG00000018669
pan_troglodytes ENSPTRG00000022919
pan_paniscus ENSPPAG00000036878
pan_paniscus ENSPPAG00000042818
homo_sapiens ENSG00000147601
gorilla_gorilla ENSGGOG00000026727
nomascus_leucogenys ENSNLEG00000031169
piliocolobus_tephrosceles ENSPTEG00000012498
colobus_angolensis_palliatus ENSCANG00000021684
rhinopithecus_roxellana ENSRROG00000039417
rhinopithecus_bieti ENSRBIG00000042856
theropithecus_gelada ENSTGEG00000022765
papio_anubis ENSPANG00000025943
mandrillus_leucophaeus ENSMLEG00000035958
