pogona_vitticeps ENSPVIG00000008395
anolis_carolinensis ENSACAG00000015392
salvator_merianae ENSSMRG00000001389
notechis_scutatus ENSNSUG00000008989
sphenodon_punctatus ENSSPUG00000007520
lepidothrix_coronata ENSLCOG00000015497
manacus_vitellinus ENSMVIG00005012496
parus_major ENSPMJG00000014051
cyanistes_caeruleus ENSCCEG00000008527
ficedula_albicollis ENSFALG00000006910
taeniopygia_guttata ENSTGUG00000004909
zonotrichia_albicollis ENSZALG00000012811
junco_hyemalis ENSJHYG00000002995
melopsittacus_undulatus ENSMUNG00000001008
calidris_pygmaea ENSCPGG00000008091
calidris_pugnax ENSCPUG00000010408
anser_brachyrhynchus ENSABRG00000008588
anas_platyrhynchos_platyrhynchos ENSAPLG00000004202
gallus_gallus ENSGALG00000030160
meleagris_gallopavo ENSMGAG00000003476
coturnix_japonica ENSCJPG00005012102
numida_meleagris ENSNMEG00000012777
apteryx_owenii ENSAOWG00000018751
apteryx_haastii ENSAHAG00000008609
apteryx_rowi ENSARWG00000017689
dromaius_novaehollandiae ENSDNVG00000013849
nothoprocta_perdicaria ENSNPEG00000007524
crocodylus_porosus ENSCPRG00005015311
gopherus_agassizii ENSGAGG00000020532
chelonoidis_abingdonii ENSCABG00000020851
chrysemys_picta_bellii ENSCPBG00000026962
notamacropus_eugenii ENSMEUG00000001548
phascolarctos_cinereus ENSPCIG00000008593
sarcophilus_harrisii ENSSHAG00000006675
monodelphis_domestica ENSMODG00000014032
cavia_porcellus ENSCPOG00000023534
cavia_aperea ENSCAPG00000014340
chinchilla_lanigera ENSCLAG00000013794
octodon_degus ENSODEG00000016485
heterocephalus_glaber_female ENSHGLG00000016692
heterocephalus_glaber_male ENSHGLG00100008604
fukomys_damarensis ENSFDAG00000018086
ictidomys_tridecemlineatus ENSSTOG00000024967
urocitellus_parryii ENSUPAG00010012271
spermophilus_dauricus ENSSDAG00000019122
marmota_marmota_marmota ENSMMMG00000010135
castor_canadensis ENSCCNG00000011516
dipodomys_ordii ENSDORG00000013093
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032534
mus_spicilegus ENSMSIG00000004646
mus_musculus ENSMUSG00000031786
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031415
mus_pahari MGP_PahariEiJ_G0023013
rattus_norvegicus ENSRNOG00000025860
meriones_unguiculatus ENSMUGG00000009160
cricetulus_griseus_chok1gshd ENSCGRG00001004820
cricetulus_griseus_crigri-picr ENSCGRG00015001570
cricetulus_griseus_crigri ENSCGRG00000017025
mesocricetus_auratus ENSMAUG00000009409
peromyscus_maniculatus_bairdii ENSPEMG00000019837
microtus_ochrogaster ENSMOCG00000019056
nannospalax_galili ENSNGAG00000009567
oryctolagus_cuniculus ENSOCUG00000016661
ochotona_princeps ENSOPRG00000007067
pan_paniscus ENSPPAG00000037571
pan_troglodytes ENSPTRG00000008165
homo_sapiens ENSG00000159625
gorilla_gorilla ENSGGOG00000008464
pongo_abelii ENSPPYG00000007396
nomascus_leucogenys ENSNLEG00000003176
piliocolobus_tephrosceles ENSPTEG00000025066
colobus_angolensis_palliatus ENSCANG00000037176
rhinopithecus_roxellana ENSRROG00000045119
rhinopithecus_bieti ENSRBIG00000028804
cercocebus_atys ENSCATG00000042324
mandrillus_leucophaeus ENSMLEG00000027882
macaca_mulatta ENSMMUG00000015692
macaca_fascicularis ENSMFAG00000038450
macaca_nemestrina ENSMNEG00000039153
papio_anubis ENSPANG00000016799
theropithecus_gelada ENSTGEG00000000829
chlorocebus_sabaeus ENSCSAG00000004857
cebus_capucinus ENSCCAG00000036321
saimiri_boliviensis_boliviensis ENSSBOG00000030634
callithrix_jacchus ENSCJAG00000011862
aotus_nancymaae ENSANAG00000034106
carlito_syrichta ENSTSYG00000002077
propithecus_coquereli ENSPCOG00000013628
prolemur_simus ENSPSMG00000017078
microcebus_murinus ENSMICG00000006360
otolemur_garnettii ENSOGAG00000016203
tupaia_belangeri ENSTBEG00000000300
equus_caballus ENSECAG00000012552
equus_asinus_asinus ENSEASG00005005434
erinaceus_europaeus ENSEEUG00000012633
ursus_americanus ENSUAMG00000022377
ursus_maritimus ENSUMAG00000021592
ailuropoda_melanoleuca ENSAMEG00000017102
mustela_putorius_furo ENSMPUG00000004602
canis_lupus_familiaris ENSCAFG00000008680
canis_lupus_dingo ENSCAFG00020008535
vulpes_vulpes ENSVVUG00000023648
panthera_pardus ENSPPRG00000009290
panthera_tigris_altaica ENSPTIG00000017307
felis_catus ENSFCAG00000007761
pteropus_vampyrus ENSPVAG00000001407
myotis_lucifugus ENSMLUG00000009275
vicugna_pacos ENSVPAG00000007727
sus_scrofa ENSSSCG00000002817
tursiops_truncatus ENSTTRG00000010066
capra_hircus ENSCHIG00000024756
ovis_aries ENSOARG00000000699
bos_mutus ENSBMUG00000001135
bos_taurus ENSBTAG00000008005
bison_bison_bison ENSBBBG00000009387
loxodonta_africana ENSLAFG00000011783
procavia_capensis ENSPCAG00000011648
echinops_telfairi ENSETEG00000013520
dasypus_novemcinctus ENSDNOG00000006884
ornithorhynchus_anatinus ENSOANG00000004683
xenopus_tropicalis ENSXETG00000013759
latimeria_chalumnae ENSLACG00000000701
scleropages_formosus ENSSFOG00015023654
paramormyrops_kingsleyae ENSPKIG00000015031
pygocentrus_nattereri ENSPNAG00000004657
astyanax_mexicanus ENSAMXG00000009471
ictalurus_punctatus ENSIPUG00000013734
danio_rerio ENSDARG00000100231
esox_lucius ENSELUG00000010885
lepisosteus_oculatus ENSLOCG00000003637
