ciona_intestinalis ENSCING00000000395
ciona_savignyi ENSCSAVG00000007964
labrus_bergylta ENSLBEG00000007645
gasterosteus_aculeatus ENSGACG00000009590
takifugu_rubripes ENSTRUG00000016684
tetraodon_nigroviridis ENSTNIG00000004270
mola_mola ENSMMOG00000016747
monopterus_albus ENSMALG00000008350
anabas_testudineus ENSATEG00000023248
scophthalmus_maximus ENSSMAG00000011961
cynoglossus_semilaevis ENSCSEG00000021494
seriola_lalandi ENSSLDG00000023502
stegastes_partitus ENSSPAG00000017999
acanthochromis_polyacanthus ENSAPOG00000018932
maylandia_zebra ENSMZEG00005023025
pundamilia_nyererei ENSPNYG00000013327
astatotilapia_calliptera ENSACLG00000025625
haplochromis_burtoni ENSHBUG00000008136
neolamprologus_brichardi ENSNBRG00000003768
amphilophus_citrinellus ENSACIG00000007998
oryzias_latipes ENSORLG00020010988
oryzias_latipes ENSORLG00000002605
oryzias_latipes ENSORLG00015003843
oryzias_melastigma ENSOMEG00000020693
xiphophorus_couchianus ENSXCOG00000017483
periophthalmus_magnuspinnatus ENSPMGG00000014338
hippocampus_comes ENSHCOG00000003785
drosophila_melanogaster FBgn0036804
