ciona_savignyi ENSCSAVG00000003237
ciona_intestinalis ENSCING00000014004
anolis_carolinensis ENSACAG00000017240
pogona_vitticeps ENSPVIG00000005914
salvator_merianae ENSSMRG00000006846
sphenodon_punctatus ENSSPUG00000018674
apteryx_haastii ENSAHAG00000001442
apteryx_owenii ENSAOWG00000007316
apteryx_rowi ENSARWG00000018355
dromaius_novaehollandiae ENSDNVG00000012856
nothoprocta_perdicaria ENSNPEG00000004074
calidris_pugnax ENSCPUG00000008400
calidris_pygmaea ENSCPGG00000007826
melopsittacus_undulatus ENSMUNG00000005696
lepidothrix_coronata ENSLCOG00000011934
manacus_vitellinus ENSMVIG00005013440
parus_major ENSPMJG00000013105
cyanistes_caeruleus ENSCCEG00000019264
ficedula_albicollis ENSFALG00000003601
taeniopygia_guttata ENSTGUG00000012063
lonchura_striata_domestica ENSLSDG00000014614
serinus_canaria ENSSCAG00000008739
junco_hyemalis ENSJHYG00000009959
zonotrichia_albicollis ENSZALG00000003667
gallus_gallus ENSGALG00000013229
coturnix_japonica ENSCJPG00005003221
meleagris_gallopavo ENSMGAG00000013666
numida_meleagris ENSNMEG00000011134
anser_brachyrhynchus ENSABRG00000019409
anas_platyrhynchos_platyrhynchos ENSAPLG00000016908
crocodylus_porosus ENSCPRG00005011614
gopherus_agassizii ENSGAGG00000021019
chelonoidis_abingdonii ENSCABG00000019653
chrysemys_picta_bellii ENSCPBG00000009236
pelodiscus_sinensis ENSPSIG00000002654
mus_spicilegus ENSMSIG00000020738
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030092
mus_musculus ENSMUSG00000030282
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029037
mus_pahari MGP_PahariEiJ_G0022798
rattus_norvegicus ENSRNOG00000013816
meriones_unguiculatus ENSMUGG00000019303
cricetulus_griseus_crigri-picr ENSCGRG00015009271
cricetulus_griseus_crigri ENSCGRG00000005365
cricetulus_griseus_chok1gshd ENSCGRG00001020466
mesocricetus_auratus ENSMAUG00000020759
microtus_ochrogaster ENSMOCG00000021041
peromyscus_maniculatus_bairdii ENSPEMG00000015063
nannospalax_galili ENSNGAG00000013819
jaculus_jaculus ENSJJAG00000020278
oryctolagus_cuniculus ENSOCUG00000013129
ochotona_princeps ENSOPRG00000015543
cavia_porcellus ENSCPOG00000000988
cavia_aperea ENSCAPG00000017258
chinchilla_lanigera ENSCLAG00000016228
octodon_degus ENSODEG00000007970
heterocephalus_glaber_female ENSHGLG00000006107
heterocephalus_glaber_male ENSHGLG00100008818
fukomys_damarensis ENSFDAG00000013894
castor_canadensis ENSCCNG00000010025
ictidomys_tridecemlineatus ENSSTOG00000010303
urocitellus_parryii ENSUPAG00010017844
spermophilus_dauricus ENSSDAG00000005745
marmota_marmota_marmota ENSMMMG00000017554
pan_troglodytes ENSPTRG00000004765
pan_paniscus ENSPPAG00000039714
homo_sapiens ENSG00000111726
gorilla_gorilla ENSGGOG00000015061
pongo_abelii ENSPPYG00000004359
nomascus_leucogenys ENSNLEG00000004937
rhinopithecus_bieti ENSRBIG00000029767
piliocolobus_tephrosceles ENSPTEG00000022167
rhinopithecus_roxellana ENSRROG00000038060
colobus_angolensis_palliatus ENSCANG00000015389
theropithecus_gelada ENSTGEG00000025901
papio_anubis ENSPANG00000001985
cercocebus_atys ENSCATG00000013973
macaca_mulatta ENSMMUG00000020808
macaca_fascicularis ENSMFAG00000032764
macaca_nemestrina ENSMNEG00000044740
mandrillus_leucophaeus ENSMLEG00000028734
chlorocebus_sabaeus ENSCSAG00000007912
saimiri_boliviensis_boliviensis ENSSBOG00000021172
callithrix_jacchus ENSCJAG00000041487
cebus_capucinus ENSCCAG00000026094
aotus_nancymaae ENSANAG00000012777
carlito_syrichta ENSTSYG00000006197
prolemur_simus ENSPSMG00000010964
microcebus_murinus ENSMICG00000004164
otolemur_garnettii ENSOGAG00000001973
capra_hircus ENSCHIG00000003246
ovis_aries ENSOARG00000020204
bos_taurus ENSBTAG00000010136
bos_mutus ENSBMUG00000004876
bison_bison_bison ENSBBBG00000011109
vicugna_pacos ENSVPAG00000007554
tursiops_truncatus ENSTTRG00000004830
sus_scrofa ENSSSCG00000034733
equus_caballus ENSECAG00000008097
equus_caballus ENSECAG00000030640
equus_caballus ENSECAG00000028785
equus_caballus ENSECAG00000033675
equus_asinus_asinus ENSEASG00005013969
ursus_americanus ENSUAMG00000027214
ursus_maritimus ENSUMAG00000001709
ailuropoda_melanoleuca ENSAMEG00000007936
mustela_putorius_furo ENSMPUG00000011715
neovison_vison ENSNVIG00000020500
canis_lupus_dingo ENSCAFG00020012628
canis_lupus_familiaris ENSCAFG00000011862
vulpes_vulpes ENSVVUG00000000839
panthera_tigris_altaica ENSPTIG00000006449
panthera_pardus ENSPPRG00000004115
felis_catus ENSFCAG00000009874
pteropus_vampyrus ENSPVAG00000013402
octodon_degus ENSODEG00000019754
castor_canadensis ENSCCNG00000023446
carlito_syrichta ENSTSYG00000029770
tupaia_belangeri ENSTBEG00000010924
propithecus_coquereli ENSPCOG00000023252
procavia_capensis ENSPCAG00000013194
loxodonta_africana ENSLAFG00000005720
echinops_telfairi ENSETEG00000006414
myotis_lucifugus ENSMLUG00000023021
myotis_lucifugus ENSMLUG00000026761
erinaceus_europaeus ENSEEUG00000011009
choloepus_hoffmanni ENSCHOG00000002822
dasypus_novemcinctus ENSDNOG00000005107
phascolarctos_cinereus ENSPCIG00000022419
sarcophilus_harrisii ENSSHAG00000013887
monodelphis_domestica ENSMODG00000017742
dipodomys_ordii ENSDORG00000015219
ornithorhynchus_anatinus ENSOANG00000011047
sorex_araneus ENSSARG00000007580
xenopus_tropicalis ENSXETG00000032511
latimeria_chalumnae ENSLACG00000004886
pygocentrus_nattereri ENSPNAG00000009942
astyanax_mexicanus ENSAMXG00000042802
ictalurus_punctatus ENSIPUG00000006011
danio_rerio ENSDARG00000057334
ictalurus_punctatus ENSIPUG00000021032
danio_rerio ENSDARG00000089903
gasterosteus_aculeatus ENSGACG00000018796
hippocampus_comes ENSHCOG00000015666
amphiprion_ocellaris ENSAOCG00000008116
amphiprion_percula ENSAPEG00000013348
acanthochromis_polyacanthus ENSAPOG00000020839
stegastes_partitus ENSSPAG00000013656
seriola_lalandi_dorsalis ENSSLDG00000022730
seriola_dumerili ENSSDUG00000009875
scophthalmus_maximus ENSSMAG00000001370
cyprinodon_variegatus ENSCVAG00000004103
fundulus_heteroclitus ENSFHEG00000017904
xiphophorus_maculatus ENSXMAG00000029855
xiphophorus_maculatus ENSXMAG00000022056
