parus_major ENSPMJG00000012266
cyanistes_caeruleus ENSCCEG00000019697
ficedula_albicollis ENSFALG00000011255
serinus_canaria ENSSCAG00000016164
taeniopygia_guttata ENSTGUG00000005556
zonotrichia_albicollis ENSZALG00000009131
lepidothrix_coronata ENSLCOG00000011385
melopsittacus_undulatus ENSMUNG00000002587
calidris_pugnax ENSCPUG00000008288
gallus_gallus ENSGALG00000029462
meleagris_gallopavo ENSMGAG00000005616
coturnix_japonica ENSCJPG00005016963
numida_meleagris ENSNMEG00000020784
anolis_carolinensis ENSACAG00000013684
ornithorhynchus_anatinus ENSOANG00000031537
latimeria_chalumnae ENSLACG00000013319
lepisosteus_oculatus ENSLOCG00000014620
paramormyrops_kingsleyae ENSPKIG00000019922
