salvator_merianae ENSSMRG00000001378
pogona_vitticeps ENSPVIG00000011317
chelonoidis_abingdonii ENSCABG00000022617
gopherus_agassizii ENSGAGG00000004210
chrysemys_picta ENSCPBG00000016430
pelodiscus_sinensis ENSPSIG00000005273
apteryx_owenii ENSAOWG00000004797
nothoprocta_perdicaria ENSNPEG00000007125
parus_major ENSPMJG00000005962
junco_hyemalis ENSJHYG00000016753
gallus_gallus ENSGALG00000033867
dipodomys_ordii ENSDORG00000000850
castor_canadensis ENSCCNG00000024414
mus_musculus ENSMUSG00000029718
mus_spretus MGP_SPRETEiJ_G0028887
mus_spicilegus ENSMSIG00000008123
mus_caroli MGP_CAROLIEiJ_G0027882
mus_pahari MGP_PahariEiJ_G0024467
rattus_norvegicus ENSRNOG00000025001
peromyscus_maniculatus ENSPEMG00000000057
microtus_ochrogaster ENSMOCG00000017218
cricetulus_griseus ENSCGRG00000016630
cricetulus_griseus ENSCGRG00015010498
cricetulus_griseus ENSCGRG00001023242
mesocricetus_auratus ENSMAUG00000013870
meriones_unguiculatus ENSMUGG00000015041
nannospalax_galili ENSNGAG00000015360
jaculus_jaculus ENSJJAG00000020878
spermophilus_dauricus ENSSDAG00000021915
ictidomys_tridecemlineatus ENSSTOG00000019417
urocitellus_parryii ENSUPAG00010017727
marmota_marmota ENSMMMG00000012236
heterocephalus_glaber ENSHGLG00000016597
heterocephalus_glaber ENSHGLG00100009176
fukomys_damarensis ENSFDAG00000018121
chinchilla_lanigera ENSCLAG00000001234
octodon_degus ENSODEG00000016650
cavia_porcellus ENSCPOG00000025385
cavia_aperea ENSCAPG00000012530
pan_troglodytes ENSPTRG00000019497
pan_troglodytes ENSPTRG00000045249
pan_paniscus ENSPPAG00000040383
homo_sapiens ENSG00000106333
gorilla_gorilla ENSGGOG00000010740
pongo_abelii ENSPPYG00000017420
nomascus_leucogenys ENSNLEG00000011817
macaca_fascicularis ENSMFAG00000038601
macaca_mulatta ENSMMUG00000002947
macaca_nemestrina ENSMNEG00000041119
cercocebus_atys ENSCATG00000039149
papio_anubis ENSPANG00000018315
theropithecus_gelada ENSTGEG00000009922
mandrillus_leucophaeus ENSMLEG00000037592
chlorocebus_sabaeus ENSCSAG00000017924
rhinopithecus_roxellana ENSRROG00000038027
rhinopithecus_bieti ENSRBIG00000031146
piliocolobus_tephrosceles ENSPTEG00000024199
colobus_angolensis ENSCANG00000033623
saimiri_boliviensis ENSSBOG00000025920
cebus_capucinus ENSCCAG00000037186
callithrix_jacchus ENSCJAG00000015201
aotus_nancymaae ENSANAG00000037132
carlito_syrichta ENSTSYG00000029146
propithecus_coquereli ENSPCOG00000026063
microcebus_murinus ENSMICG00000009333
otolemur_garnettii ENSOGAG00000031809
ochotona_princeps ENSOPRG00000015052
tupaia_belangeri ENSTBEG00000000645
erinaceus_europaeus ENSEEUG00000005087
myotis_lucifugus ENSMLUG00000009985
pteropus_vampyrus ENSPVAG00000012009
capra_hircus ENSCHIG00000013691
ovis_aries ENSOARG00000016574
bos_taurus ENSBTAG00000020528
bos_mutus ENSBMUG00000000524
bison_bison ENSBBBG00000023061
sus_scrofa ENSSSCG00000027466
tursiops_truncatus ENSTTRG00000008901
ursus_americanus ENSUAMG00000028220
ursus_maritimus ENSUMAG00000010768
ailuropoda_melanoleuca ENSAMEG00000014891
mustela_putorius ENSMPUG00000015696
neovison_vison ENSNVIG00000001171
canis_lupus ENSCAFG00020013959
canis_lupus ENSCAFG00000014322
vulpes_vulpes ENSVVUG00000023454
panthera_tigris ENSPTIG00000013565
panthera_pardus ENSPPRG00000011700
felis_catus ENSFCAG00000006843
equus_caballus ENSECAG00000021766
equus_asinus ENSEASG00005017024
loxodonta_africana ENSLAFG00000016981
echinops_telfairi ENSETEG00000014786
dasypus_novemcinctus ENSDNOG00000015060
phascolarctos_cinereus ENSPCIG00000000406
notamacropus_eugenii ENSMEUG00000016355
sarcophilus_harrisii ENSSHAG00000009152
monodelphis_domestica ENSMODG00000004490
ornithorhynchus_anatinus ENSOANG00000030724
latimeria_chalumnae ENSLACG00000000284
astyanax_mexicanus ENSAMXG00000019939
pygocentrus_nattereri ENSPNAG00000007623
ictalurus_punctatus ENSIPUG00000019138
danio_rerio ENSDARG00000056913
xiphophorus_couchianus ENSXCOG00000005930
xiphophorus_maculatus ENSXMAG00000000354
gambusia_affinis ENSGAFG00000013156
poecilia_formosa ENSPFOG00000019150
poecilia_latipinna ENSPLAG00000007505
poecilia_mexicana ENSPMEG00000001180
fundulus_heteroclitus ENSFHEG00000005350
cyprinodon_variegatus ENSCVAG00000009104
kryptolebias_marmoratus ENSKMAG00000010926
oryzias_latipes ENSORLG00020020598
oryzias_latipes ENSORLG00000010290
oryzias_latipes ENSORLG00015003206
oryzias_melastigma ENSOMEG00000007308
monopterus_albus ENSMALG00000015390
takifugu_rubripes ENSTRUG00000006387
tetraodon_nigroviridis ENSTNIG00000010779
mola_mola ENSMMOG00000007967
gasterosteus_aculeatus ENSGACG00000020298
hippocampus_comes ENSHCOG00000021035
seriola_dumerili ENSSDUG00000015694
seriola_lalandi ENSSLDG00000018038
scophthalmus_maximus ENSSMAG00000019284
labrus_bergylta ENSLBEG00000001935
cynoglossus_semilaevis ENSCSEG00000011063
amphiprion_percula ENSAPEG00000008760
amphiprion_ocellaris ENSAOCG00000000207
acanthochromis_polyacanthus ENSAPOG00000008377
stegastes_partitus ENSSPAG00000021430
mastacembelus_armatus ENSMAMG00000009224
astatotilapia_calliptera ENSACLG00000008464
maylandia_zebra ENSMZEG00005013775
haplochromis_burtoni ENSHBUG00000022245
pundamilia_nyererei ENSPNYG00000019477
neolamprologus_brichardi ENSNBRG00000013045
oreochromis_niloticus ENSONIG00000001827
amphilophus_citrinellus ENSACIG00000014313
anabas_testudineus ENSATEG00000008687
