lepidothrix_coronata ENSLCOG00000014967
manacus_vitellinus ENSMVIG00005013910
parus_major ENSPMJG00000000931
cyanistes_caeruleus ENSCCEG00000011546
ficedula_albicollis ENSFALG00000005790
junco_hyemalis ENSJHYG00000010330
zonotrichia_albicollis ENSZALG00000001432
serinus_canaria ENSSCAG00000005600
taeniopygia_guttata ENSTGUG00000008046
calidris_pugnax ENSCPUG00000018721
calidris_pygmaea ENSCPGG00000012005
melopsittacus_undulatus ENSMUNG00000003124
gallus_gallus ENSGALG00000006482
meleagris_gallopavo ENSMGAG00000008278
coturnix_japonica ENSCJPG00005020319
numida_meleagris ENSNMEG00000023031
anser_brachyrhynchus ENSABRG00000021958
apteryx_haastii ENSAHAG00000016821
apteryx_owenii ENSAOWG00000003360
apteryx_rowi ENSARWG00000013132
dromaius_novaehollandiae ENSDNVG00000005481
nothoprocta_perdicaria ENSNPEG00000013611
anas_platyrhynchos_platyrhynchos ENSAPLG00000010762
lonchura_striata_domestica ENSLSDG00000017256
crocodylus_porosus ENSCPRG00005016761
gopherus_agassizii ENSGAGG00000024917
chelonoidis_abingdonii ENSCABG00000002375
chrysemys_picta_bellii ENSCPBG00000007120
pelodiscus_sinensis ENSPSIG00000011756
anolis_carolinensis ENSACAG00000011747
pogona_vitticeps ENSPVIG00000002691
notechis_scutatus ENSNSUG00000019378
salvator_merianae ENSSMRG00000008358
sphenodon_punctatus ENSSPUG00000012464
phascolarctos_cinereus ENSPCIG00000019159
notamacropus_eugenii ENSMEUG00000006485
sarcophilus_harrisii ENSSHAG00000014891
monodelphis_domestica ENSMODG00000019427
homo_sapiens ENSG00000103876
pongo_abelii ENSPPYG00000006713
macaca_fascicularis ENSMFAG00000034154
macaca_nemestrina ENSMNEG00000039077
theropithecus_gelada ENSTGEG00000002480
mandrillus_leucophaeus ENSMLEG00000039864
chlorocebus_sabaeus ENSCSAG00000015069
piliocolobus_tephrosceles ENSPTEG00000019784
pan_paniscus ENSPPAG00000043437
pan_troglodytes ENSPTRG00000007362
gorilla_gorilla ENSGGOG00000015621
nomascus_leucogenys ENSNLEG00000008888
rhinopithecus_roxellana ENSRROG00000023149
rhinopithecus_bieti ENSRBIG00000043713
colobus_angolensis_palliatus ENSCANG00000031319
cercocebus_atys ENSCATG00000040917
papio_anubis ENSPANG00000015690
macaca_mulatta ENSMMUG00000009361
cebus_capucinus ENSCCAG00000033462
callithrix_jacchus ENSCJAG00000007600
saimiri_boliviensis_boliviensis ENSSBOG00000035677
aotus_nancymaae ENSANAG00000025840
carlito_syrichta ENSTSYG00000010114
otolemur_garnettii ENSOGAG00000014033
bos_mutus ENSBMUG00000026439
bos_taurus ENSBTAG00000012338
bison_bison_bison ENSBBBG00000008900
capra_hircus ENSCHIG00000012774
ovis_aries ENSOARG00000015252
tursiops_truncatus ENSTTRG00000009670
sus_scrofa ENSSSCG00000001780
ursus_americanus ENSUAMG00000024792
ursus_maritimus ENSUMAG00000010645
ailuropoda_melanoleuca ENSAMEG00000006354
mustela_putorius_furo ENSMPUG00000015446
neovison_vison ENSNVIG00000011658
canis_lupus_dingo ENSCAFG00020015749
canis_lupus_familiaris ENSCAFG00000013958
vulpes_vulpes ENSVVUG00000004349
panthera_pardus ENSPPRG00000004992
panthera_tigris_altaica ENSPTIG00000000474
felis_catus ENSFCAG00000012932
pteropus_vampyrus ENSPVAG00000009143
equus_caballus ENSECAG00000000939
equus_asinus_asinus ENSEASG00005015478
peromyscus_maniculatus_bairdii ENSPEMG00000000733
microtus_ochrogaster ENSMOCG00000010641
cricetulus_griseus_chok1gshd ENSCGRG00001022569
cricetulus_griseus_crigri-picr ENSCGRG00015005005
cricetulus_griseus_crigri ENSCGRG00000013437
mesocricetus_auratus ENSMAUG00000009354
mus_spicilegus ENSMSIG00000021285
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031052
mus_musculus ENSMUSG00000030630
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029948
mus_pahari MGP_PahariEiJ_G0013169
rattus_norvegicus ENSRNOG00000013223
meriones_unguiculatus ENSMUGG00000026235
nannospalax_galili ENSNGAG00000018899
jaculus_jaculus ENSJJAG00000023406
urocitellus_parryii ENSUPAG00010023637
ictidomys_tridecemlineatus ENSSTOG00000003980
marmota_marmota_marmota ENSMMMG00000000552
heterocephalus_glaber_female ENSHGLG00000000189
heterocephalus_glaber_male ENSHGLG00100008148
fukomys_damarensis ENSFDAG00000009447
cavia_porcellus ENSCPOG00000022356
cavia_aperea ENSCAPG00000007475
octodon_degus ENSODEG00000003764
chinchilla_lanigera ENSCLAG00000002458
dipodomys_ordii ENSDORG00000014683
ochotona_princeps ENSOPRG00000007480
oryctolagus_cuniculus ENSOCUG00000004660
propithecus_coquereli ENSPCOG00000021906
microcebus_murinus ENSMICG00000028610
prolemur_simus ENSPSMG00000003496
sorex_araneus ENSSARG00000000748
procavia_capensis ENSPCAG00000006334
loxodonta_africana ENSLAFG00000000284
echinops_telfairi ENSETEG00000010541
dasypus_novemcinctus ENSDNOG00000037469
latimeria_chalumnae ENSLACG00000008083
pygocentrus_nattereri ENSPNAG00000012574
astyanax_mexicanus ENSAMXG00000020041
ictalurus_punctatus ENSIPUG00000023191
danio_rerio ENSDARG00000101762
gasterosteus_aculeatus ENSGACG00000013959
labrus_bergylta ENSLBEG00000017529
mola_mola ENSMMOG00000015375
mastacembelus_armatus ENSMAMG00000010955
monopterus_albus ENSMALG00000005714
anabas_testudineus ENSATEG00000011928
seriola_lalandi_dorsalis ENSSLDG00000010828
seriola_dumerili ENSSDUG00000012276
scophthalmus_maximus ENSSMAG00000015867
amphiprion_percula ENSAPEG00000000276
amphiprion_ocellaris ENSAOCG00000013557
acanthochromis_polyacanthus ENSAPOG00000022536
acanthochromis_polyacanthus ENSAPOG00000016353
stegastes_partitus ENSSPAG00000012792
maylandia_zebra ENSMZEG00005020867
astatotilapia_calliptera ENSACLG00000000035
pundamilia_nyererei ENSPNYG00000003172
haplochromis_burtoni ENSHBUG00000007910
oreochromis_niloticus ENSONIG00000015081
neolamprologus_brichardi ENSNBRG00000001360
amphilophus_citrinellus ENSACIG00000023920
poecilia_formosa ENSPFOG00000000469
xiphophorus_maculatus ENSXMAG00000001743
poecilia_reticulata ENSPREG00000022425
gambusia_affinis ENSGAFG00000003599
xiphophorus_couchianus ENSXCOG00000017697
fundulus_heteroclitus ENSFHEG00000009776
cyprinodon_variegatus ENSCVAG00000002789
kryptolebias_marmoratus ENSKMAG00000005403
hippocampus_comes ENSHCOG00000019275
takifugu_rubripes ENSTRUG00000000711
tetraodon_nigroviridis ENSTNIG00000004347
cynoglossus_semilaevis ENSCSEG00000006731
oryzias_latipes_asm223469v1 ENSORLG00015011370
oryzias_melastigma ENSOMEG00000022292
periophthalmus_magnuspinnatus ENSPMGG00000013300
gadus_morhua ENSGMOG00000018302
esox_lucius ENSELUG00000024514
paramormyrops_kingsleyae ENSPKIG00000017777
scleropages_formosus ENSSFOG00015016747
lepisosteus_oculatus ENSLOCG00000012774
xenopus_tropicalis ENSXETG00000024287
eptatretus_burgeri ENSEBUG00000016156
ornithorhynchus_anatinus ENSOANG00000030692
eptatretus_burgeri ENSEBUG00000012690
ciona_savignyi ENSCSAVG00000007749
ciona_intestinalis ENSCING00000004146
caenorhabditis_elegans_strain_n2 WBGene00019620
drosophila_melanogaster FBgn0016013
