mastacembelus_armatus ENSMAMG00000015176
monopterus_albus ENSMALG00000007801
anabas_testudineus ENSATEG00000023520
seriola_lalandi_dorsalis ENSSLDG00000015209
seriola_dumerili ENSSDUG00000007513
scophthalmus_maximus ENSSMAG00000015398
astatotilapia_calliptera ENSACLG00000020489
maylandia_zebra ENSMZEG00005016099
haplochromis_burtoni ENSHBUG00000004618
neolamprologus_brichardi ENSNBRG00000003147
pundamilia_nyererei ENSPNYG00000003997
oreochromis_niloticus ENSONIG00000006454
amphilophus_citrinellus ENSACIG00000007359
mola_mola ENSMMOG00000016162
gasterosteus_aculeatus ENSGACG00000011675
labrus_bergylta ENSLBEG00000025862
fundulus_heteroclitus ENSFHEG00000022195
cyprinodon_variegatus ENSCVAG00000008877
poecilia_latipinna ENSPLAG00000017117
poecilia_latipinna ENSPLAG00000019076
poecilia_mexicana ENSPMEG00000006468
poecilia_reticulata ENSPREG00000017459
poecilia_formosa ENSPFOG00000004623
poecilia_formosa ENSPFOG00000004429
xiphophorus_maculatus ENSXMAG00000016600
xiphophorus_couchianus ENSXCOG00000019497
gambusia_affinis ENSGAFG00000012805
kryptolebias_marmoratus ENSKMAG00000001197
oryzias_latipes ENSORLG00000010602
oryzias_latipes_asm223469v1 ENSORLG00015014543
oryzias_latipes ENSORLG00020008638
oryzias_melastigma ENSOMEG00000009457
amphiprion_ocellaris ENSAOCG00000005586
amphiprion_percula ENSAPEG00000007774
acanthochromis_polyacanthus ENSAPOG00000016228
stegastes_partitus ENSSPAG00000012218
takifugu_rubripes ENSTRUG00000014641
tetraodon_nigroviridis ENSTNIG00000008065
cynoglossus_semilaevis ENSCSEG00000002988
hippocampus_comes ENSHCOG00000014567
gadus_morhua ENSGMOG00000005993
esox_lucius ENSELUG00000013948
pygocentrus_nattereri ENSPNAG00000021617
astyanax_mexicanus ENSAMXG00000016168
ictalurus_punctatus ENSIPUG00000004536
danio_rerio ENSDARG00000099021
paramormyrops_kingsleyae ENSPKIG00000010963
scleropages_formosus ENSSFOG00015022183
lepisosteus_oculatus ENSLOCG00000006560
pygocentrus_nattereri ENSPNAG00000003444
astyanax_mexicanus ENSAMXG00000010030
ictalurus_punctatus ENSIPUG00000007923
danio_rerio ENSDARG00000041243
esox_lucius ENSELUG00000006204
meleagris_gallopavo ENSMGAG00000006562
erinaceus_europaeus ENSEEUG00000015825
sorex_araneus ENSSARG00000002693
capra_hircus ENSCHIG00000010698
ovis_aries ENSOARG00000020880
bos_mutus ENSBMUG00000023958
bos_taurus ENSBTAG00000000098
bison_bison_bison ENSBBBG00000006339
tursiops_truncatus ENSTTRG00000006966
sus_scrofa ENSSSCG00000006645
vicugna_pacos ENSVPAG00000005440
ursus_americanus ENSUAMG00000026724
ursus_maritimus ENSUMAG00000003141
ailuropoda_melanoleuca ENSAMEG00000001160
neovison_vison ENSNVIG00000016086
mustela_putorius_furo ENSMPUG00000004298
canis_lupus_dingo ENSCAFG00020013596
canis_lupus_familiaris ENSCAFG00000023501
vulpes_vulpes ENSVVUG00000011637
panthera_pardus ENSPPRG00000005462
panthera_tigris_altaica ENSPTIG00000014233
felis_catus ENSFCAG00000009655
equus_asinus_asinus ENSEASG00005002061
equus_caballus ENSECAG00000023954
myotis_lucifugus ENSMLUG00000010486
pteropus_vampyrus ENSPVAG00000004355
castor_canadensis ENSCCNG00000012577
dipodomys_ordii ENSDORG00000006830
mus_spicilegus ENSMSIG00000005513
mus_musculus ENSMUSG00000015697
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025342
