coturnix_japonica ENSCJPG00005014778
meleagris_gallopavo ENSMGAG00000011969
gallus_gallus ENSGALG00000029677
numida_meleagris ENSNMEG00000019061
anser_brachyrhynchus ENSABRG00000022353
calidris_pygmaea ENSCPGG00000011414
calidris_pugnax ENSCPUG00000001824
melopsittacus_undulatus ENSMUNG00000014660
taeniopygia_guttata ENSTGUG00000005610
lonchura_striata ENSLSDG00000003675
serinus_canaria ENSSCAG00000010449
serinus_canaria ENSSCAG00000010456
zonotrichia_albicollis ENSZALG00000008658
junco_hyemalis ENSJHYG00000005694
parus_major ENSPMJG00000011848
cyanistes_caeruleus ENSCCEG00000013314
ficedula_albicollis ENSFALG00000002824
manacus_vitellinus ENSMVIG00005010910
lepidothrix_coronata ENSLCOG00000015725
lepidothrix_coronata ENSLCOG00000015724
apteryx_owenii ENSAOWG00000009122
apteryx_rowi ENSARWG00000001834
apteryx_haastii ENSAHAG00000002338
dromaius_novaehollandiae ENSDNVG00000016331
nothoprocta_perdicaria ENSNPEG00000013129
crocodylus_porosus ENSCPRG00005010907
pelodiscus_sinensis ENSPSIG00000016965
chelonoidis_abingdonii ENSCABG00000003110
gopherus_agassizii ENSGAGG00000013948
chrysemys_picta ENSCPBG00000024938
sphenodon_punctatus ENSSPUG00000017618
mus_spretus MGP_SPRETEiJ_G0019111
mus_spicilegus ENSMSIG00000018176
mus_musculus ENSMUSG00000041138
mus_caroli MGP_CAROLIEiJ_G0018255
mus_pahari MGP_PahariEiJ_G0019305
rattus_norvegicus ENSRNOG00000058285
meriones_unguiculatus ENSMUGG00000015230
peromyscus_maniculatus ENSPEMG00000021510
microtus_ochrogaster ENSMOCG00000014677
cricetulus_griseus ENSCGRG00001019516
cricetulus_griseus ENSCGRG00015008581
cricetulus_griseus ENSCGRG00000001454
mesocricetus_auratus ENSMAUG00000016668
nannospalax_galili ENSNGAG00000005644
jaculus_jaculus ENSJJAG00000000267
chinchilla_lanigera ENSCLAG00000007392
octodon_degus ENSODEG00000008055
cavia_porcellus ENSCPOG00000010378
heterocephalus_glaber ENSHGLG00000008249
heterocephalus_glaber ENSHGLG00100018147
fukomys_damarensis ENSFDAG00000018759
castor_canadensis ENSCCNG00000001197
dipodomys_ordii ENSDORG00000015981
ictidomys_tridecemlineatus ENSSTOG00000014565
urocitellus_parryii ENSUPAG00010002191
spermophilus_dauricus ENSSDAG00000010129
marmota_marmota ENSMMMG00000011768
ochotona_princeps ENSOPRG00000003008
homo_sapiens ENSG00000086288
gorilla_gorilla ENSGGOG00000007442
pan_paniscus ENSPPAG00000030851
pan_troglodytes ENSPTRG00000019091
pongo_abelii ENSPPYG00000017630
nomascus_leucogenys ENSNLEG00000002555
colobus_angolensis ENSCANG00000038340
piliocolobus_tephrosceles ENSPTEG00000008796
rhinopithecus_bieti ENSRBIG00000030531
rhinopithecus_roxellana ENSRROG00000002809
theropithecus_gelada ENSTGEG00000015209
papio_anubis ENSPANG00000023288
mandrillus_leucophaeus ENSMLEG00000032939
chlorocebus_sabaeus ENSCSAG00000015075
macaca_mulatta ENSMMUG00000010167
macaca_fascicularis ENSMFAG00000024520
macaca_nemestrina ENSMNEG00000007636
cercocebus_atys ENSCATG00000032975
cebus_capucinus ENSCCAG00000009644
saimiri_boliviensis ENSSBOG00000023157
callithrix_jacchus ENSCJAG00000012554
aotus_nancymaae ENSANAG00000026477
carlito_syrichta ENSTSYG00000004544
propithecus_coquereli ENSPCOG00000021733
prolemur_simus ENSPSMG00000010273
microcebus_murinus ENSMICG00000001938
otolemur_garnettii ENSOGAG00000005678
tupaia_belangeri ENSTBEG00000014324
pteropus_vampyrus ENSPVAG00000014064
myotis_lucifugus ENSMLUG00000004186
vicugna_pacos ENSVPAG00000003661
sus_scrofa ENSSSCG00000015448
bos_indicus ENSBIXG00005005213
bos_indicus ENSBIXG00000028406
bos_mutus ENSBMUG00000000582
bos_taurus ENSBTAG00000015353
bison_bison ENSBBBG00000003565
capra_hircus ENSCHIG00000025859
ovis_aries ENSOARG00000008240
tursiops_truncatus ENSTTRG00000004094
ailuropoda_melanoleuca ENSAMEG00000014223
ursus_maritimus ENSUMAG00000011128
mustela_putorius ENSMPUG00000018236
neovison_vison ENSNVIG00000018077
canis_lupus ENSCAFG00000003652
canis_lupus ENSCAFG00020023259
vulpes_vulpes ENSVVUG00000017162
panthera_pardus ENSPPRG00000007373
panthera_tigris ENSPTIG00000010410
felis_catus ENSFCAG00000012691
equus_asinus ENSEASG00005017556
equus_caballus ENSECAG00000018422
sorex_araneus ENSSARG00000007509
loxodonta_africana ENSLAFG00000005939
procavia_capensis ENSPCAG00000014932
echinops_telfairi ENSETEG00000007675
choloepus_hoffmanni ENSCHOG00000006311
dasypus_novemcinctus ENSDNOG00000025137
sarcophilus_harrisii ENSSHAG00000017532
monodelphis_domestica ENSMODG00000046040
anas_platyrhynchos ENSAPLG00000019068
salvator_merianae ENSSMRG00000022086
ornithorhynchus_anatinus ENSOANG00000012497
pogona_vitticeps ENSPVIG00000005237
pogona_vitticeps ENSPVIG00000005236
anolis_carolinensis ENSACAG00000017678
pogona_vitticeps ENSPVIG00000005238
notechis_scutatus ENSNSUG00000010530
salvator_merianae ENSSMRG00000019060
anabas_testudineus ENSATEG00000020603
poecilia_reticulata ENSPREG00000009577
chelonoidis_abingdonii ENSCABG00000003119
esox_lucius ENSELUG00000016679
callorhinchus_milii ENSCMIG00000002991
