vombatus_ursinus ENSVURG00010023684
phascolarctos_cinereus ENSPCIG00000034484
notamacropus_eugenii ENSMEUG00000000636
sarcophilus_harrisii ENSSHAG00000013759
monodelphis_domestica ENSMODG00000008162
ornithorhynchus_anatinus ENSOANG00000012775
gallus_gallus ENSGALG00000001207
coturnix_japonica ENSCJPG00005009504
meleagris_gallopavo ENSMGAG00000002149
numida_meleagris ENSNMEG00000005827
anas_platyrhynchos ENSAPLG00000008995
anser_brachyrhynchus ENSABRG00000006472
calidris_pygmaea ENSCPGG00000012655
calidris_pugnax ENSCPUG00000005885
melopsittacus_undulatus ENSMUNG00000015829
apteryx_owenii ENSAOWG00000008271
apteryx_rowi ENSARWG00000006868
apteryx_haastii ENSAHAG00000015110
dromaius_novaehollandiae ENSDNVG00000017781
nothoprocta_perdicaria ENSNPEG00000006032
junco_hyemalis ENSJHYG00000011350
zonotrichia_albicollis ENSZALG00000003136
serinus_canaria ENSSCAG00000000197
taeniopygia_guttata ENSTGUG00000002915
lonchura_striata ENSLSDG00000005867
ficedula_albicollis ENSFALG00000009519
parus_major ENSPMJG00000013343
cyanistes_caeruleus ENSCCEG00000017890
lepidothrix_coronata ENSLCOG00000002470
manacus_vitellinus ENSMVIG00005001878
crocodylus_porosus ENSCPRG00005012713
gopherus_agassizii ENSGAGG00000003963
chelonoidis_abingdonii ENSCABG00000018762
chrysemys_picta ENSCPBG00000021426
pelodiscus_sinensis ENSPSIG00000003988
sphenodon_punctatus ENSSPUG00000015751
anolis_carolinensis ENSACAG00000011901
pogona_vitticeps ENSPVIG00000020802
notechis_scutatus ENSNSUG00000000150
salvator_merianae ENSSMRG00000009016
ornithorhynchus_anatinus ENSOANG00000009311
latimeria_chalumnae ENSLACG00000015888
xenopus_tropicalis ENSXETG00000013864
labrus_bergylta ENSLBEG00000016344
gasterosteus_aculeatus ENSGACG00000012997
cynoglossus_semilaevis ENSCSEG00000004211
monopterus_albus ENSMALG00000018816
betta_splendens ENSBSLG00000011981
larimichthys_crocea ENSLCRG00005018214
anabas_testudineus ENSATEG00000022340
lates_calcarifer ENSLCAG00010008282
scophthalmus_maximus ENSSMAG00000002035
seriola_dumerili ENSSDUG00000002588
poecilia_latipinna ENSPLAG00000007427
poecilia_formosa ENSPFOG00000000513
poecilia_reticulata ENSPREG00000006383
xiphophorus_maculatus ENSXMAG00000027549
cyprinodon_variegatus ENSCVAG00000021409
kryptolebias_marmoratus ENSKMAG00000019692
oryzias_latipes ENSORLG00000016877
oryzias_latipes ENSORLG00015014242
oryzias_latipes ENSORLG00020021960
oryzias_melastigma ENSOMEG00000012519
amphiprion_ocellaris ENSAOCG00000024542
gadus_morhua ENSGMOG00000000820
hucho_hucho ENSHHUG00000028844
esox_lucius ENSELUG00000013366
pygocentrus_nattereri ENSPNAG00000027654
astyanax_mexicanus ENSAMXG00005015730
ictalurus_punctatus ENSIPUG00000021140
danio_rerio ENSDARG00000059960
denticeps_clupeoides ENSDCDG00000017158
scleropages_formosus ENSSFOG00015009883
clupea_harengus ENSCHAG00000001857
astatotilapia_calliptera ENSACLG00000001058
maylandia_zebra ENSMZEG00005022121
pundamilia_nyererei ENSPNYG00000020880
haplochromis_burtoni ENSHBUG00000016118
neolamprologus_brichardi ENSNBRG00000004374
oreochromis_niloticus ENSONIG00000017939
tetraodon_nigroviridis ENSTNIG00000003477
astyanax_mexicanus ENSAMXG00000014239
electrophorus_electricus ENSEEEG00000003276
amphiprion_percula ENSAPEG00000011519
acanthochromis_polyacanthus ENSAPOG00000021691
parambassis_ranga ENSPRNG00000025476
stegastes_partitus ENSSPAG00000008063
amphilophus_citrinellus ENSACIG00000007477
poecilia_mexicana ENSPMEG00000002181
gambusia_affinis ENSGAFG00000015620
fundulus_heteroclitus ENSFHEG00000016005
gouania_willdenowi ENSGWIG00000012704
seriola_lalandi ENSSLDG00000017482
hippocampus_comes ENSHCOG00000014342
mastacembelus_armatus ENSMAMG00000015055
mola_mola ENSMMOG00000020257
lepisosteus_oculatus ENSLOCG00000005648
erpetoichthys_calabaricus ENSECRG00000006304
denticeps_clupeoides ENSDCDG00000019820
clupea_harengus ENSCHAG00000013468
astyanax_mexicanus ENSAMXG00000006425
astyanax_mexicanus ENSAMXG00005005516
pygocentrus_nattereri ENSPNAG00000018519
danio_rerio ENSDARG00000056805
fundulus_heteroclitus ENSFHEG00000018800
cyprinodon_variegatus ENSCVAG00000006737
poecilia_formosa ENSPFOG00000014796
poecilia_mexicana ENSPMEG00000019106
poecilia_latipinna ENSPLAG00000023070
poecilia_reticulata ENSPREG00000005099
gambusia_affinis ENSGAFG00000012261
xiphophorus_maculatus ENSXMAG00000017010
oryzias_latipes ENSORLG00000003935
oryzias_latipes ENSORLG00020020505
oryzias_latipes ENSORLG00015016353
oryzias_melastigma ENSOMEG00000022457
pundamilia_nyererei ENSPNYG00000017509
maylandia_zebra ENSMZEG00005014573
haplochromis_burtoni ENSHBUG00000003062
astatotilapia_calliptera ENSACLG00000014783
oreochromis_niloticus ENSONIG00000003935
amphilophus_citrinellus ENSACIG00000010679
amphiprion_ocellaris ENSAOCG00000017471
acanthochromis_polyacanthus ENSAPOG00000023712
kryptolebias_marmoratus ENSKMAG00000005161
parambassis_ranga ENSPRNG00000005503
anabas_testudineus ENSATEG00000024916
betta_splendens ENSBSLG00000021475
mastacembelus_armatus ENSMAMG00000015715
seriola_lalandi ENSSLDG00000018346
seriola_dumerili ENSSDUG00000001153
lates_calcarifer ENSLCAG00010005076
takifugu_rubripes ENSTRUG00000014166
tetraodon_nigroviridis ENSTNIG00000014775
