xenopus_tropicalis ENSXETG00000005708
ornithorhynchus_anatinus ENSOANG00000002255
chrysemys_picta ENSCPBG00000001328
gopherus_agassizii ENSGAGG00000010312
chelonoidis_abingdonii ENSCABG00000011103
pelodiscus_sinensis ENSPSIG00000017560
crocodylus_porosus ENSCPRG00005001244
sphenodon_punctatus ENSSPUG00000005351
apteryx_haastii ENSAHAG00000006967
apteryx_owenii ENSAOWG00000005541
apteryx_rowi ENSARWG00000009112
dromaius_novaehollandiae ENSDNVG00000015995
nothoprocta_perdicaria ENSNPEG00000009138
parus_major ENSPMJG00000010247
cyanistes_caeruleus ENSCCEG00000015131
ficedula_albicollis ENSFALG00000005042
junco_hyemalis ENSJHYG00000009101
zonotrichia_albicollis ENSZALG00000018020
serinus_canaria ENSSCAG00000011417
taeniopygia_guttata ENSTGUG00000013354
taeniopygia_guttata ENSTGUG00000013355
lonchura_striata ENSLSDG00000006656
lepidothrix_coronata ENSLCOG00000001988
manacus_vitellinus ENSMVIG00005012215
melopsittacus_undulatus ENSMUNG00000013655
calidris_pygmaea ENSCPGG00000006437
calidris_pugnax ENSCPUG00000006028
gallus_gallus ENSGALG00000014776
coturnix_japonica ENSCJPG00005017160
meleagris_gallopavo ENSMGAG00000014235
numida_meleagris ENSNMEG00000016925
anas_platyrhynchos ENSAPLG00000009645
anser_brachyrhynchus ENSABRG00000004272
pogona_vitticeps ENSPVIG00000025255
anolis_carolinensis ENSACAG00000008131
notechis_scutatus ENSNSUG00000018911
salvator_merianae ENSSMRG00000019408
mus_spretus MGP_SPRETEiJ_G0026369
mus_musculus ENSMUSG00000027868
mus_spicilegus ENSMSIG00000004097
mus_caroli MGP_CAROLIEiJ_G0025419
mus_pahari MGP_PahariEiJ_G0026863
rattus_norvegicus ENSRNOG00000019565
meriones_unguiculatus ENSMUGG00000018771
peromyscus_maniculatus ENSPEMG00000026645
microtus_ochrogaster ENSMOCG00000012596
cricetulus_griseus ENSCGRG00000018422
cricetulus_griseus ENSCGRG00001024224
cricetulus_griseus ENSCGRG00015025564
mesocricetus_auratus ENSMAUG00000010399
nannospalax_galili ENSNGAG00000011381
jaculus_jaculus ENSJJAG00000013591
chinchilla_lanigera ENSCLAG00000008292
cavia_porcellus ENSCPOG00000000615
octodon_degus ENSODEG00000001193
heterocephalus_glaber ENSHGLG00000007139
heterocephalus_glaber ENSHGLG00100002827
fukomys_damarensis ENSFDAG00000008063
urocitellus_parryii ENSUPAG00010009799
ictidomys_tridecemlineatus ENSSTOG00000013040
spermophilus_dauricus ENSSDAG00000009282
marmota_marmota ENSMMMG00000015373
castor_canadensis ENSCCNG00000020754
oryctolagus_cuniculus ENSOCUG00000012320
ochotona_princeps ENSOPRG00000004847
propithecus_coquereli ENSPCOG00000000115
microcebus_murinus ENSMICG00000048122
prolemur_simus ENSPSMG00000015582
pan_paniscus ENSPPAG00000035967
pan_troglodytes ENSPTRG00000001172
homo_sapiens ENSG00000092607
gorilla_gorilla ENSGGOG00000013468
pongo_abelii ENSPPYG00000000968
nomascus_leucogenys ENSNLEG00000005347
macaca_mulatta ENSMMUG00000009257
macaca_fascicularis ENSMFAG00000044269
macaca_nemestrina ENSMNEG00000037058
theropithecus_gelada ENSTGEG00000008318
cercocebus_atys ENSCATG00000031668
mandrillus_leucophaeus ENSMLEG00000032093
papio_anubis ENSPANG00000004604
chlorocebus_sabaeus ENSCSAG00000001712
piliocolobus_tephrosceles ENSPTEG00000033641
colobus_angolensis ENSCANG00000015676
rhinopithecus_roxellana ENSRROG00000039115
rhinopithecus_bieti ENSRBIG00000029551
cebus_capucinus ENSCCAG00000025037
callithrix_jacchus ENSCJAG00000005662
saimiri_boliviensis ENSSBOG00000030620
aotus_nancymaae ENSANAG00000031356
bos_indicus ENSBIXG00000024258
bos_indicus ENSBIXG00005007374
bos_taurus ENSBTAG00000007767
bos_mutus ENSBMUG00000012717
bison_bison ENSBBBG00000004062
ovis_aries ENSOARG00000020376
capra_hircus ENSCHIG00000014427
tursiops_truncatus ENSTTRG00000011006
