eptatretus_burgeri ENSEBUG00000006749
petromyzon_marinus ENSPMAG00000007560
phascolarctos_cinereus ENSPCIG00000029387
notamacropus_eugenii ENSMEUG00000003084
sarcophilus_harrisii ENSSHAG00000009372
monodelphis_domestica ENSMODG00000010044
ursus_maritimus ENSUMAG00000018287
ursus_americanus ENSUAMG00000024178
ailuropoda_melanoleuca ENSAMEG00000017311
mustela_putorius_furo ENSMPUG00000000592
neovison_vison ENSNVIG00000010936
canis_lupus_dingo ENSCAFG00020013184
canis_lupus_familiaris ENSCAFG00000009603
vulpes_vulpes ENSVVUG00000004364
panthera_pardus ENSPPRG00000006882
panthera_tigris_altaica ENSPTIG00000019956
felis_catus ENSFCAG00000046613
equus_caballus ENSECAG00000011526
equus_asinus_asinus ENSEASG00005011916
bos_taurus ENSBTAG00000009157
bos_mutus ENSBMUG00000016442
bison_bison_bison ENSBBBG00000013418
capra_hircus ENSCHIG00000018139
ovis_aries ENSOARG00000016835
tursiops_truncatus ENSTTRG00000013468
sus_scrofa ENSSSCG00000001033
vicugna_pacos ENSVPAG00000008853
erinaceus_europaeus ENSEEUG00000004746
pteropus_vampyrus ENSPVAG00000009162
myotis_lucifugus ENSMLUG00000015385
pan_troglodytes ENSPTRG00000017710
pan_paniscus ENSPPAG00000039344
homo_sapiens ENSG00000124786
gorilla_gorilla ENSGGOG00000011511
pongo_abelii ENSPPYG00000016216
nomascus_leucogenys ENSNLEG00000030754
piliocolobus_tephrosceles ENSPTEG00000011103
colobus_angolensis_palliatus ENSCANG00000028481
rhinopithecus_roxellana ENSRROG00000042188
rhinopithecus_bieti ENSRBIG00000031147
papio_anubis ENSPANG00000016272
chlorocebus_sabaeus ENSCSAG00000007435
mandrillus_leucophaeus ENSMLEG00000037638
cercocebus_atys ENSCATG00000029745
macaca_mulatta ENSMMUG00000010672
macaca_fascicularis ENSMFAG00000000520
macaca_nemestrina ENSMNEG00000005122
theropithecus_gelada ENSTGEG00000015591
cebus_capucinus ENSCCAG00000026344
callithrix_jacchus ENSCJAG00000021320
saimiri_boliviensis_boliviensis ENSSBOG00000020158
aotus_nancymaae ENSANAG00000026451
carlito_syrichta ENSTSYG00000009447
prolemur_simus ENSPSMG00000001668
microcebus_murinus ENSMICG00000012644
otolemur_garnettii ENSOGAG00000013090
oryctolagus_cuniculus ENSOCUG00000003401
tupaia_belangeri ENSTBEG00000000277
chinchilla_lanigera ENSCLAG00000006683
octodon_degus ENSODEG00000007641
cavia_aperea ENSCAPG00000017467
cavia_porcellus ENSCPOG00000010313
heterocephalus_glaber_female ENSHGLG00000017775
heterocephalus_glaber_male ENSHGLG00100007969
fukomys_damarensis ENSFDAG00000009906
dipodomys_ordii ENSDORG00000007915
ictidomys_tridecemlineatus ENSSTOG00000001201
marmota_marmota_marmota ENSMMMG00000014936
urocitellus_parryii ENSUPAG00010015809
