calidris_pygmaea ENSCPGG00000014670
calidris_pugnax ENSCPUG00000005695
cyanistes_caeruleus ENSCCEG00000018880
apteryx_rowi ENSARWG00000006456
apteryx_haastii ENSAHAG00000007619
dromaius_novaehollandiae ENSDNVG00000016298
crocodylus_porosus ENSCPRG00005013746
anas_platyrhynchos_platyrhynchos ENSAPLG00000002960
anser_brachyrhynchus ENSABRG00000004358
nothoprocta_perdicaria ENSNPEG00000000345
apteryx_owenii ENSAOWG00000000696
melopsittacus_undulatus ENSMUNG00000011085
parus_major ENSPMJG00000018609
ficedula_albicollis ENSFALG00000007094
lepidothrix_coronata ENSLCOG00000007264
manacus_vitellinus ENSMVIG00005005075
junco_hyemalis ENSJHYG00000005402
lonchura_striata_domestica ENSLSDG00000010310
taeniopygia_guttata ENSTGUG00000008838
serinus_canaria ENSSCAG00000015511
chelonoidis_abingdonii ENSCABG00000007606
gopherus_agassizii ENSGAGG00000022521
chrysemys_picta_bellii ENSCPBG00000011867
pelodiscus_sinensis ENSPSIG00000005002
notechis_scutatus ENSNSUG00000018372
salvator_merianae ENSSMRG00000017946
sphenodon_punctatus ENSSPUG00000000576
gallus_gallus ENSGALG00000040532
coturnix_japonica ENSCJPG00005012452
numida_meleagris ENSNMEG00000013032
anolis_carolinensis ENSACAG00000006947
phascolarctos_cinereus ENSPCIG00000023051
notamacropus_eugenii ENSMEUG00000007408
monodelphis_domestica ENSMODG00000021251
sarcophilus_harrisii ENSSHAG00000015025
calidris_pugnax ENSCPUG00000017228
pogona_vitticeps ENSPVIG00000012506
ursus_americanus ENSUAMG00000015810
ailuropoda_melanoleuca ENSAMEG00000002149
mustela_putorius_furo ENSMPUG00000011764
panthera_pardus ENSPPRG00000008236
panthera_tigris_altaica ENSPTIG00000012490
felis_catus ENSFCAG00000007061
canis_lupus_familiaris ENSCAFG00000032541
canis_lupus_dingo ENSCAFG00020018881
pteropus_vampyrus ENSPVAG00000003873
bos_mutus ENSBMUG00000025775
bison_bison_bison ENSBBBG00000017580
capra_hircus ENSCHIG00000027149
ovis_aries ENSOARG00000005434
tursiops_truncatus ENSTTRG00000014350
sus_scrofa ENSSSCG00000011692
equus_asinus_asinus ENSEASG00005021859
equus_caballus ENSECAG00000020355
neovison_vison ENSNVIG00000014135
vulpes_vulpes ENSVVUG00000012273
bos_taurus ENSBTAG00000014751
myotis_lucifugus ENSMLUG00000003411
sorex_araneus ENSSARG00000013900
prolemur_simus ENSPSMG00000004914
microcebus_murinus ENSMICG00000049488
propithecus_coquereli ENSPCOG00000017619
otolemur_garnettii ENSOGAG00000007465
cricetulus_griseus_crigri-picr ENSCGRG00015006978
cricetulus_griseus_chok1gshd ENSCGRG00001015672
mesocricetus_auratus ENSMAUG00000000093
microtus_ochrogaster ENSMOCG00000015344
peromyscus_maniculatus_bairdii ENSPEMG00000019412
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033661
mus_spicilegus ENSMSIG00000021286
mus_musculus ENSMUSG00000032368
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032520
mus_pahari MGP_PahariEiJ_G0015387
rattus_norvegicus ENSRNOG00000014644
meriones_unguiculatus ENSMUGG00000021384
nannospalax_galili ENSNGAG00000016883
jaculus_jaculus ENSJJAG00000012204
marmota_marmota_marmota ENSMMMG00000016851
urocitellus_parryii ENSUPAG00010008881
ictidomys_tridecemlineatus ENSSTOG00000000952
castor_canadensis ENSCCNG00000008129
octodon_degus ENSODEG00000008223
chinchilla_lanigera ENSCLAG00000006845
heterocephalus_glaber_female ENSHGLG00000019340
heterocephalus_glaber_male ENSHGLG00100005206
fukomys_damarensis ENSFDAG00000013872
ochotona_princeps ENSOPRG00000011909
papio_anubis ENSPANG00000005804
theropithecus_gelada ENSTGEG00000007630
mandrillus_leucophaeus ENSMLEG00000042971
macaca_nemestrina ENSMNEG00000040121
macaca_fascicularis ENSMFAG00000042766
macaca_mulatta ENSMMUG00000004742
cercocebus_atys ENSCATG00000042962
chlorocebus_sabaeus ENSCSAG00000011409
rhinopithecus_bieti ENSRBIG00000039508
rhinopithecus_roxellana ENSRROG00000031250
piliocolobus_tephrosceles ENSPTEG00000007967
pan_paniscus ENSPPAG00000035757
pan_troglodytes ENSPTRG00000044837
homo_sapiens ENSG00000152977
gorilla_gorilla ENSGGOG00000001101
pongo_abelii ENSPPYG00000014189
colobus_angolensis_palliatus ENSCANG00000034678
ursus_maritimus ENSUMAG00000012488
nomascus_leucogenys ENSNLEG00000002407
saimiri_boliviensis_boliviensis ENSSBOG00000036128
cebus_capucinus ENSCCAG00000006506
callithrix_jacchus ENSCJAG00000047544
aotus_nancymaae ENSANAG00000032455
carlito_syrichta ENSTSYG00000032358
loxodonta_africana ENSLAFG00000030632
dasypus_novemcinctus ENSDNOG00000047101
ornithorhynchus_anatinus ENSOANG00000007365
xenopus_tropicalis ENSXETG00000015467
takifugu_rubripes ENSTRUG00000017760
tetraodon_nigroviridis ENSTNIG00000012758
labrus_bergylta ENSLBEG00000004575
oryzias_latipes_asm223469v1 ENSORLG00015011840
oryzias_latipes ENSORLG00000010050
oryzias_latipes ENSORLG00020012199
oryzias_melastigma ENSOMEG00000005271
cynoglossus_semilaevis ENSCSEG00000018028
amphiprion_percula ENSAPEG00000017143
amphiprion_ocellaris ENSAOCG00000018864
acanthochromis_polyacanthus ENSAPOG00000010942
stegastes_partitus ENSSPAG00000013799
scophthalmus_maximus ENSSMAG00000012869
mola_mola ENSMMOG00000006086
monopterus_albus ENSMALG00000007874
mastacembelus_armatus ENSMAMG00000002634
anabas_testudineus ENSATEG00000006702
maylandia_zebra ENSMZEG00005017681
astatotilapia_calliptera ENSACLG00000027380
