mola_mola ENSMMOG00000021027
tetraodon_nigroviridis ENSTNIG00000003496
labrus_bergylta ENSLBEG00000002741
gasterosteus_aculeatus ENSGACG00000017593
fundulus_heteroclitus ENSFHEG00000010247
cyprinodon_variegatus ENSCVAG00000001252
xiphophorus_maculatus ENSXMAG00000000932
xiphophorus_couchianus ENSXCOG00000004691
gambusia_affinis ENSGAFG00000006488
poecilia_latipinna ENSPLAG00000008206
poecilia_mexicana ENSPMEG00000006170
poecilia_formosa ENSPFOG00000019664
poecilia_reticulata ENSPREG00000007087
kryptolebias_marmoratus ENSKMAG00000012863
oryzias_latipes ENSORLG00020011171
oryzias_latipes ENSORLG00000010843
oryzias_latipes_asm223469v1 ENSORLG00015023047
oryzias_melastigma ENSOMEG00000022470
astatotilapia_calliptera ENSACLG00000020765
maylandia_zebra ENSMZEG00005017764
haplochromis_burtoni ENSHBUG00000005904
pundamilia_nyererei ENSPNYG00000013700
neolamprologus_brichardi ENSNBRG00000020621
oreochromis_niloticus ENSONIG00000003796
amphilophus_citrinellus ENSACIG00000009487
amphiprion_ocellaris ENSAOCG00000022644
amphiprion_percula ENSAPEG00000005539
acanthochromis_polyacanthus ENSAPOG00000004448
stegastes_partitus ENSSPAG00000019576
hippocampus_comes ENSHCOG00000014247
monopterus_albus ENSMALG00000013110
mastacembelus_armatus ENSMAMG00000007115
anabas_testudineus ENSATEG00000020769
scophthalmus_maximus ENSSMAG00000018994
cynoglossus_semilaevis ENSCSEG00000003654
seriola_dumerili ENSSDUG00000007250
seriola_lalandi_dorsalis ENSSLDG00000000066
periophthalmus_magnuspinnatus ENSPMGG00000015502
gadus_morhua ENSGMOG00000000284
esox_lucius ENSELUG00000011149
pygocentrus_nattereri ENSPNAG00000008911
astyanax_mexicanus ENSAMXG00000031269
ictalurus_punctatus ENSIPUG00000003418
danio_rerio ENSDARG00000075837
