anolis_carolinensis ENSACAG00000004710
pogona_vitticeps ENSPVIG00000002014
salvator_merianae ENSSMRG00000005616
notechis_scutatus ENSNSUG00000019513
chelonoidis_abingdonii ENSCABG00000019543
xenopus_tropicalis ENSXETG00000024194
latimeria_chalumnae ENSLACG00000011796
pygocentrus_nattereri ENSPNAG00000024657
astyanax_mexicanus ENSAMXG00000025140
ictalurus_punctatus ENSIPUG00000011826
danio_rerio ENSDARG00000077112
esox_lucius ENSELUG00000005075
scleropages_formosus ENSSFOG00015002627
paramormyrops_kingsleyae ENSPKIG00000015557
lepisosteus_oculatus ENSLOCG00000017978
takifugu_rubripes ENSTRUG00000012407
tetraodon_nigroviridis ENSTNIG00000001123
gasterosteus_aculeatus ENSGACG00000000818
oryzias_latipes ENSORLG00020021628
oryzias_latipes ENSORLG00000016935
oryzias_latipes_asm223469v1 ENSORLG00015013619
oryzias_melastigma ENSOMEG00000012103
kryptolebias_marmoratus ENSKMAG00000011373
mastacembelus_armatus ENSMAMG00000012314
monopterus_albus ENSMALG00000017816
anabas_testudineus ENSATEG00000020181
labrus_bergylta ENSLBEG00000012462
labrus_bergylta ENSLBEG00000009036
labrus_bergylta ENSLBEG00000018593
mola_mola ENSMMOG00000010074
amphiprion_ocellaris ENSAOCG00000018591
amphiprion_percula ENSAPEG00000022700
acanthochromis_polyacanthus ENSAPOG00000023494
stegastes_partitus ENSSPAG00000007242
astatotilapia_calliptera ENSACLG00000012995
haplochromis_burtoni ENSHBUG00000019517
maylandia_zebra ENSMZEG00005024051
pundamilia_nyererei ENSPNYG00000003179
neolamprologus_brichardi ENSNBRG00000009968
oreochromis_niloticus ENSONIG00000014599
amphilophus_citrinellus ENSACIG00000003747
seriola_dumerili ENSSDUG00000020547
seriola_lalandi_dorsalis ENSSLDG00000005013
scophthalmus_maximus ENSSMAG00000014411
cynoglossus_semilaevis ENSCSEG00000017939
fundulus_heteroclitus ENSFHEG00000012760
cyprinodon_variegatus ENSCVAG00000015814
periophthalmus_magnuspinnatus ENSPMGG00000017648
gadus_morhua ENSGMOG00000006603
eptatretus_burgeri ENSEBUG00000013141
