phascolarctos_cinereus ENSPCIG00000028946
notamacropus_eugenii ENSMEUG00000010141
sarcophilus_harrisii ENSSHAG00000002374
monodelphis_domestica ENSMODG00000020572
loxodonta_africana ENSLAFG00000016437
procavia_capensis ENSPCAG00000001919
echinops_telfairi ENSETEG00000003868
castor_canadensis ENSCCNG00000003290
dipodomys_ordii ENSDORG00000014778
mus_musculus ENSMUSG00000029054
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027881
mus_spicilegus ENSMSIG00000014206
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026888
mus_pahari MGP_PahariEiJ_G0029236
rattus_norvegicus ENSRNOG00000016385
meriones_unguiculatus ENSMUGG00000002480
peromyscus_maniculatus_bairdii ENSPEMG00000018688
microtus_ochrogaster ENSMOCG00000008574
cricetulus_griseus_crigri ENSCGRG00000014768
cricetulus_griseus_chok1gshd ENSCGRG00001021009
cricetulus_griseus_crigri-picr ENSCGRG00015014341
mesocricetus_auratus ENSMAUG00000010719
nannospalax_galili ENSNGAG00000004268
jaculus_jaculus ENSJJAG00000018720
heterocephalus_glaber_female ENSHGLG00000017521
heterocephalus_glaber_male ENSHGLG00100005609
fukomys_damarensis ENSFDAG00000002465
chinchilla_lanigera ENSCLAG00000006415
octodon_degus ENSODEG00000009691
cavia_porcellus ENSCPOG00000002583
cavia_aperea ENSCAPG00000011751
urocitellus_parryii ENSUPAG00010018327
spermophilus_dauricus ENSSDAG00000002828
ictidomys_tridecemlineatus ENSSTOG00000028473
marmota_marmota_marmota ENSMMMG00000019103
oryctolagus_cuniculus ENSOCUG00000025868
tupaia_belangeri ENSTBEG00000015301
pan_paniscus ENSPPAG00000034732
homo_sapiens ENSG00000187730
gorilla_gorilla ENSGGOG00000013018
pongo_abelii ENSPPYG00000001987
cercocebus_atys ENSCATG00000033931
theropithecus_gelada ENSTGEG00000012151
macaca_mulatta ENSMMUG00000019086
chlorocebus_sabaeus ENSCSAG00000000706
rhinopithecus_roxellana ENSRROG00000045103
cebus_capucinus ENSCCAG00000024060
saimiri_boliviensis_boliviensis ENSSBOG00000022305
callithrix_jacchus ENSCJAG00000002398
aotus_nancymaae ENSANAG00000032788
carlito_syrichta ENSTSYG00000034385
microcebus_murinus ENSMICG00000017160
prolemur_simus ENSPSMG00000014679
otolemur_garnettii ENSOGAG00000016670
nomascus_leucogenys ENSNLEG00000000172
pan_troglodytes ENSPTRG00000023374
macaca_nemestrina ENSMNEG00000040095
macaca_fascicularis ENSMFAG00000041498
mandrillus_leucophaeus ENSMLEG00000040287
papio_anubis ENSPANG00000025625
piliocolobus_tephrosceles ENSPTEG00000018447
rhinopithecus_bieti ENSRBIG00000037157
propithecus_coquereli ENSPCOG00000028724
felis_catus ENSFCAG00000006207
panthera_pardus ENSPPRG00000009173
capra_hircus ENSCHIG00000021267
ovis_aries ENSOARG00000000792
bos_mutus ENSBMUG00000023584
bos_taurus ENSBTAG00000008672
bison_bison_bison ENSBBBG00000004342
tursiops_truncatus ENSTTRG00000011971
vicugna_pacos ENSVPAG00000004525
sus_scrofa ENSSSCG00000035018
equus_asinus_asinus ENSEASG00005014429
pteropus_vampyrus ENSPVAG00000010430
myotis_lucifugus ENSMLUG00000013046
ursus_americanus ENSUAMG00000018071
ursus_maritimus ENSUMAG00000010355
ailuropoda_melanoleuca ENSAMEG00000013523
neovison_vison ENSNVIG00000004327
mustela_putorius_furo ENSMPUG00000007944
canis_lupus_dingo ENSCAFG00020011356
canis_lupus_familiaris ENSCAFG00000019374
vulpes_vulpes ENSVVUG00000004685
panthera_tigris_altaica ENSPTIG00000016419
erinaceus_europaeus ENSEEUG00000010781
dasypus_novemcinctus ENSDNOG00000037395
ornithorhynchus_anatinus ENSOANG00000029263
pogona_vitticeps ENSPVIG00000014867
notechis_scutatus ENSNSUG00000012253
salvator_merianae ENSSMRG00000009056
sphenodon_punctatus ENSSPUG00000008909
chelonoidis_abingdonii ENSCABG00000000907
gopherus_agassizii ENSGAGG00000017083
pelodiscus_sinensis ENSPSIG00000006407
calidris_pygmaea ENSCPGG00000012580
calidris_pugnax ENSCPUG00000005917
melopsittacus_undulatus ENSMUNG00000013802
zonotrichia_albicollis ENSZALG00000003291
junco_hyemalis ENSJHYG00000011306
lepidothrix_coronata ENSLCOG00000002454
manacus_vitellinus ENSMVIG00005002370
ficedula_albicollis ENSFALG00000009470
lonchura_striata_domestica ENSLSDG00000005799
taeniopygia_guttata ENSTGUG00000002966
serinus_canaria ENSSCAG00000017340
cyanistes_caeruleus ENSCCEG00000017900
parus_major ENSPMJG00000013350
meleagris_gallopavo ENSMGAG00000002291
coturnix_japonica ENSCJPG00005010105
gallus_gallus ENSGALG00000001282
numida_meleagris ENSNMEG00000006225
anser_brachyrhynchus ENSABRG00000006771
anas_platyrhynchos_platyrhynchos ENSAPLG00000010539
apteryx_haastii ENSAHAG00000015775
apteryx_owenii ENSAOWG00000007918
apteryx_rowi ENSARWG00000007032
dromaius_novaehollandiae ENSDNVG00000017751
nothoprocta_perdicaria ENSNPEG00000006326
crocodylus_porosus ENSCPRG00005012905
xenopus_tropicalis ENSXETG00000016013
latimeria_chalumnae ENSLACG00000019125
paramormyrops_kingsleyae ENSPKIG00000012348
scleropages_formosus ENSSFOG00015012020
takifugu_rubripes ENSTRUG00000000541
tetraodon_nigroviridis ENSTNIG00000010914
cynoglossus_semilaevis ENSCSEG00000003808
gasterosteus_aculeatus ENSGACG00000005485
fundulus_heteroclitus ENSFHEG00000013310
cyprinodon_variegatus ENSCVAG00000000317
poecilia_formosa ENSPFOG00000001790
poecilia_latipinna ENSPLAG00000023419
poecilia_mexicana ENSPMEG00000017303
poecilia_reticulata ENSPREG00000010659
xiphophorus_maculatus ENSXMAG00000019394
xiphophorus_couchianus ENSXCOG00000002775
gambusia_affinis ENSGAFG00000015720
kryptolebias_marmoratus ENSKMAG00000003644
oryzias_latipes ENSORLG00000023279
oryzias_latipes_asm223469v1 ENSORLG00015021846
oryzias_melastigma ENSOMEG00000016651
seriola_dumerili ENSSDUG00000014790
seriola_lalandi_dorsalis ENSSLDG00000012535
scophthalmus_maximus ENSSMAG00000009580
mastacembelus_armatus ENSMAMG00000014755
monopterus_albus ENSMALG00000008821
anabas_testudineus ENSATEG00000005951
mola_mola ENSMMOG00000017035
labrus_bergylta ENSLBEG00000011531
amphiprion_percula ENSAPEG00000010538
amphiprion_ocellaris ENSAOCG00000014261
acanthochromis_polyacanthus ENSAPOG00000014045
stegastes_partitus ENSSPAG00000015843
maylandia_zebra ENSMZEG00005021432
astatotilapia_calliptera ENSACLG00000017391
pundamilia_nyererei ENSPNYG00000012079
haplochromis_burtoni ENSHBUG00000020949
neolamprologus_brichardi ENSNBRG00000022268
oreochromis_niloticus ENSONIG00000006603
amphilophus_citrinellus ENSACIG00000015485
hippocampus_comes ENSHCOG00000006227
periophthalmus_magnuspinnatus ENSPMGG00000010899
gadus_morhua ENSGMOG00000003596
esox_lucius ENSELUG00000017180
astyanax_mexicanus ENSAMXG00000015087
pygocentrus_nattereri ENSPNAG00000011225
ictalurus_punctatus ENSIPUG00000024293
danio_rerio ENSDARG00000059763
lepisosteus_oculatus ENSLOCG00000006079
