erinaceus_europaeus ENSEEUG00000003462
ornithorhynchus_anatinus ENSOANG00000029257
serinus_canaria ENSSCAG00000010448
ficedula_albicollis ENSFALG00000012919
notechis_scutatus ENSNSUG00000004022
sarcophilus_harrisii ENSSHAG00000014400
monodelphis_domestica ENSMODG00000009527
notamacropus_eugenii ENSMEUG00000002376
phascolarctos_cinereus ENSPCIG00000023233
ursus_maritimus ENSUMAG00000011992
ursus_americanus ENSUAMG00000011592
ailuropoda_melanoleuca ENSAMEG00000005013
neovison_vison ENSNVIG00000015958
mustela_putorius_furo ENSMPUG00000000285
canis_lupus_dingo ENSCAFG00020008071
canis_lupus_familiaris ENSCAFG00000017454
vulpes_vulpes ENSVVUG00000014703
panthera_tigris_altaica ENSPTIG00000016073
panthera_pardus ENSPPRG00000006923
felis_catus ENSFCAG00000004420
equus_asinus_asinus ENSEASG00005006290
pteropus_vampyrus ENSPVAG00000014377
myotis_lucifugus ENSMLUG00000002205
capra_hircus ENSCHIG00000022039
ovis_aries ENSOARG00000018353
bos_mutus ENSBMUG00000006406
bison_bison_bison ENSBBBG00000009430
sus_scrofa ENSSSCG00000004955
tursiops_truncatus ENSTTRG00000003035
prolemur_simus ENSPSMG00000001626
microcebus_murinus ENSMICG00000006137
propithecus_coquereli ENSPCOG00000020293
otolemur_garnettii ENSOGAG00000002480
pan_paniscus ENSPPAG00000036945
pan_troglodytes ENSPTRG00000007207
homo_sapiens ENSG00000137764
gorilla_gorilla ENSGGOG00000004734
pongo_abelii ENSPPYG00000006587
nomascus_leucogenys ENSNLEG00000013066
piliocolobus_tephrosceles ENSPTEG00000032966
colobus_angolensis_palliatus ENSCANG00000035953
rhinopithecus_roxellana ENSRROG00000043911
rhinopithecus_bieti ENSRBIG00000042741
macaca_fascicularis ENSMFAG00000030100
macaca_mulatta ENSMMUG00000014482
papio_anubis ENSPANG00000016592
theropithecus_gelada ENSTGEG00000025391
mandrillus_leucophaeus ENSMLEG00000032952
chlorocebus_sabaeus ENSCSAG00000013397
saimiri_boliviensis_boliviensis ENSSBOG00000028179
cebus_capucinus ENSCCAG00000029903
aotus_nancymaae ENSANAG00000026610
castor_canadensis ENSCCNG00000023599
dipodomys_ordii ENSDORG00000005673
marmota_marmota_marmota ENSMMMG00000005809
urocitellus_parryii ENSUPAG00010017819
spermophilus_dauricus ENSSDAG00000015543
ictidomys_tridecemlineatus ENSSTOG00000010318
heterocephalus_glaber_male ENSHGLG00100004368
heterocephalus_glaber_female ENSHGLG00000006627
fukomys_damarensis ENSFDAG00000009107
chinchilla_lanigera ENSCLAG00000005277
octodon_degus ENSODEG00000015607
cavia_porcellus ENSCPOG00000000970
cavia_aperea ENSCAPG00000017848
mus_musculus ENSMUSG00000058444
mus_spicilegus ENSMSIG00000002321
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033470
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032331
mus_pahari MGP_PahariEiJ_G0015197
rattus_norvegicus ENSRNOG00000007926
meriones_unguiculatus ENSMUGG00000006273
cricetulus_griseus_crigri ENSCGRG00000002166
cricetulus_griseus_crigri-picr ENSCGRG00015020742
cricetulus_griseus_chok1gshd ENSCGRG00001024707
mesocricetus_auratus ENSMAUG00000015370
peromyscus_maniculatus_bairdii ENSPEMG00000010361
microtus_ochrogaster ENSMOCG00000022058
nannospalax_galili ENSNGAG00000011076
jaculus_jaculus ENSJJAG00000024208
oryctolagus_cuniculus ENSOCUG00000009024
ochotona_princeps ENSOPRG00000010999
carlito_syrichta ENSTSYG00000013834
tupaia_belangeri ENSTBEG00000003278
choloepus_hoffmanni ENSCHOG00000013791
equus_caballus ENSECAG00000022411
cercocebus_atys ENSCATG00000040709
macaca_nemestrina ENSMNEG00000043681
callithrix_jacchus ENSCJAG00000002156
dasypus_novemcinctus ENSDNOG00000007183
vicugna_pacos ENSVPAG00000008890
bos_taurus ENSBTAG00000000218
loxodonta_africana ENSLAFG00000001427
procavia_capensis ENSPCAG00000011959
echinops_telfairi ENSETEG00000016935
sorex_araneus ENSSARG00000007907
ornithorhynchus_anatinus ENSOANG00000013555
apteryx_haastii ENSAHAG00000009506
apteryx_owenii ENSAOWG00000016864
apteryx_rowi ENSARWG00000004277
dromaius_novaehollandiae ENSDNVG00000010815
nothoprocta_perdicaria ENSNPEG00000008693
anser_brachyrhynchus ENSABRG00000008420
anas_platyrhynchos_platyrhynchos ENSAPLG00000007755
meleagris_gallopavo ENSMGAG00000009937
coturnix_japonica ENSCJPG00005020975
gallus_gallus ENSGALG00000007930
numida_meleagris ENSNMEG00000023258
calidris_pugnax ENSCPUG00000006617
calidris_pygmaea ENSCPGG00000019182
manacus_vitellinus ENSMVIG00005009881
lepidothrix_coronata ENSLCOG00000004753
lonchura_striata_domestica ENSLSDG00000011019
taeniopygia_guttata ENSTGUG00000009531
junco_hyemalis ENSJHYG00000013928
zonotrichia_albicollis ENSZALG00000008172
cyanistes_caeruleus ENSCCEG00000007154
parus_major ENSPMJG00000010012
melopsittacus_undulatus ENSMUNG00000009014
crocodylus_porosus ENSCPRG00005000813
gopherus_agassizii ENSGAGG00000023111
chelonoidis_abingdonii ENSCABG00000007008
chrysemys_picta_bellii ENSCPBG00000025545
pelodiscus_sinensis ENSPSIG00000011712
pogona_vitticeps ENSPVIG00000017035
anolis_carolinensis ENSACAG00000010072
salvator_merianae ENSSMRG00000021567
sphenodon_punctatus ENSSPUG00000013303
latimeria_chalumnae ENSLACG00000012658
xenopus_tropicalis ENSXETG00000007809
labrus_bergylta ENSLBEG00000018972
gasterosteus_aculeatus ENSGACG00000016884
mola_mola ENSMMOG00000021615
mastacembelus_armatus ENSMAMG00000012181
monopterus_albus ENSMALG00000013057
anabas_testudineus ENSATEG00000018621
seriola_dumerili ENSSDUG00000017109
seriola_lalandi_dorsalis ENSSLDG00000010494
scophthalmus_maximus ENSSMAG00000021303
xiphophorus_maculatus ENSXMAG00000002396
xiphophorus_couchianus ENSXCOG00000018327
gambusia_affinis ENSGAFG00000004905
poecilia_mexicana ENSPMEG00000015066
poecilia_formosa ENSPFOG00000006546
poecilia_latipinna ENSPLAG00000000623
poecilia_reticulata ENSPREG00000008097
fundulus_heteroclitus ENSFHEG00000003062
cyprinodon_variegatus ENSCVAG00000009451
kryptolebias_marmoratus ENSKMAG00000011774
oryzias_latipes ENSORLG00020022425
oryzias_latipes ENSORLG00000002158
oryzias_latipes_asm223469v1 ENSORLG00015021911
