xiphophorus_couchianus ENSXCOG00000020501
gambusia_affinis ENSGAFG00000021751
poecilia_formosa ENSPFOG00000024075
gasterosteus_aculeatus ENSGACG00000011705
gadus_morhua ENSGMOG00000003615
loxodonta_africana ENSLAFG00000020811
procavia_capensis ENSPCAG00000000969
spermophilus_dauricus ENSSDAG00000005951
spermophilus_dauricus ENSSDAG00000015519
urocitellus_parryii ENSUPAG00010007147
marmota_marmota_marmota ENSMMMG00000020551
castor_canadensis ENSCCNG00000012453
oryctolagus_cuniculus ENSOCUG00000021199
ochotona_princeps ENSOPRG00000019067
propithecus_coquereli ENSPCOG00000013237
otolemur_garnettii ENSOGAG00000024825
pan_troglodytes ENSPTRG00000033711
pan_paniscus ENSPPAG00000043982
gorilla_gorilla ENSGGOG00000014092
pongo_abelii ENSPPYG00000004828
nomascus_leucogenys ENSNLEG00000005638
mandrillus_leucophaeus ENSMLEG00000029450
cercocebus_atys ENSCATG00000029456
macaca_fascicularis ENSMFAG00000030740
macaca_mulatta ENSMMUG00000031636
macaca_nemestrina ENSMNEG00000034688
papio_anubis ENSPANG00000035876
rhinopithecus_roxellana ENSRROG00000043494
rhinopithecus_bieti ENSRBIG00000025951
colobus_angolensis_palliatus ENSCANG00000039628
aotus_nancymaae ENSANAG00000036770
callithrix_jacchus ENSCJAG00000019503
pteropus_vampyrus ENSPVAG00000000292
myotis_lucifugus ENSMLUG00000023018
equus_asinus_asinus ENSEASG00005019342
tursiops_truncatus ENSTTRG00000001427
ovis_aries ENSOARG00000015768
choloepus_hoffmanni ENSCHOG00000008298
