ursus_americanus ENSUAMG00000000649
ursus_maritimus ENSUMAG00000021902
ailuropoda_melanoleuca ENSAMEG00000019120
canis_lupus_familiaris ENSCAFG00000017225
canis_lupus_dingo ENSCAFG00020024664
vulpes_vulpes ENSVVUG00000024703
neovison_vison ENSNVIG00000015120
mustela_putorius_furo ENSMPUG00000018798
panthera_tigris_altaica ENSPTIG00000009898
panthera_pardus ENSPPRG00000012615
felis_catus ENSFCAG00000027322
pteropus_vampyrus ENSPVAG00000010367
equus_caballus ENSECAG00000002706
equus_asinus_asinus ENSEASG00005012950
vicugna_pacos ENSVPAG00000012001
sus_scrofa ENSSSCG00000032983
ovis_aries ENSOARG00000006002
capra_hircus ENSCHIG00000007901
bos_taurus ENSBTAG00000025062
bos_mutus ENSBMUG00000006721
bison_bison_bison ENSBBBG00000021418
tursiops_truncatus ENSTTRG00000003298
oryctolagus_cuniculus ENSOCUG00000024932
oryctolagus_cuniculus ENSOCUG00000026972
cricetulus_griseus_chok1gshd ENSCGRG00001009574
cricetulus_griseus_crigri-picr ENSCGRG00015017003
cricetulus_griseus_crigri ENSCGRG00000018556
peromyscus_maniculatus_bairdii ENSPEMG00000028763
mus_spicilegus ENSMSIG00000007601
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034482
mus_musculus ENSMUSG00000031224
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033318
mus_pahari MGP_PahariEiJ_G0031855
rattus_norvegicus ENSRNOG00000021400
castor_canadensis ENSCCNG00000015804
urocitellus_parryii ENSUPAG00010020054
ictidomys_tridecemlineatus ENSSTOG00000026571
marmota_marmota_marmota ENSMMMG00000017354
pan_troglodytes ENSPTRG00000022044
pan_paniscus ENSPPAG00000000336
homo_sapiens ENSG00000186675
gorilla_gorilla ENSGGOG00000004206
pongo_abelii ENSPPYG00000020487
nomascus_leucogenys ENSNLEG00000001122
macaca_fascicularis ENSMFAG00000022309
macaca_mulatta ENSMMUG00000023635
theropithecus_gelada ENSTGEG00000001816
chlorocebus_sabaeus ENSCSAG00000000093
colobus_angolensis_palliatus ENSCANG00000038058
piliocolobus_tephrosceles ENSPTEG00000017331
rhinopithecus_bieti ENSRBIG00000004687
rhinopithecus_roxellana ENSRROG00000005870
callithrix_jacchus ENSCJAG00000044553
saimiri_boliviensis_boliviensis ENSSBOG00000011456
prolemur_simus ENSPSMG00000000882
loxodonta_africana ENSLAFG00000000647
