paramormyrops_kingsleyae ENSPKIG00000005615
scleropages_formosus ENSSFOG00015013927
mola_mola ENSMMOG00000021864
gasterosteus_aculeatus ENSGACG00000000667
labrus_bergylta ENSLBEG00000019071
mastacembelus_armatus ENSMAMG00000002754
anabas_testudineus ENSATEG00000000810
seriola_lalandi_dorsalis ENSSLDG00000001956
seriola_lalandi_dorsalis ENSSLDG00000001785
seriola_dumerili ENSSDUG00000006429
scophthalmus_maximus ENSSMAG00000002951
cynoglossus_semilaevis ENSCSEG00000003207
monopterus_albus ENSMALG00000015903
xiphophorus_couchianus ENSXCOG00000019598
xiphophorus_maculatus ENSXMAG00000002218
gambusia_affinis ENSGAFG00000021785
poecilia_latipinna ENSPLAG00000010769
poecilia_formosa ENSPFOG00000008765
poecilia_mexicana ENSPMEG00000001802
poecilia_reticulata ENSPREG00000015905
cyprinodon_variegatus ENSCVAG00000000055
fundulus_heteroclitus ENSFHEG00000014008
kryptolebias_marmoratus ENSKMAG00000018393
oryzias_latipes ENSORLG00000019069
oryzias_latipes_asm223469v1 ENSORLG00015006043
oryzias_latipes ENSORLG00020009723
oryzias_melastigma ENSOMEG00000008447
astatotilapia_calliptera ENSACLG00000001227
maylandia_zebra ENSMZEG00005007653
pundamilia_nyererei ENSPNYG00000000715
haplochromis_burtoni ENSHBUG00000022079
neolamprologus_brichardi ENSNBRG00000015511
oreochromis_niloticus ENSONIG00000019133
amphilophus_citrinellus ENSACIG00000000197
amphiprion_percula ENSAPEG00000015264
amphiprion_ocellaris ENSAOCG00000006186
acanthochromis_polyacanthus ENSAPOG00000021106
stegastes_partitus ENSSPAG00000001901
hippocampus_comes ENSHCOG00000020766
tetraodon_nigroviridis ENSTNIG00000014568
takifugu_rubripes ENSTRUG00000008032
periophthalmus_magnuspinnatus ENSPMGG00000005485
oryzias_latipes ENSORLG00000026766
oryzias_latipes_asm223469v1 ENSORLG00015006016
gadus_morhua ENSGMOG00000002707
esox_lucius ENSELUG00000018901
pygocentrus_nattereri ENSPNAG00000006038
astyanax_mexicanus ENSAMXG00000033737
ictalurus_punctatus ENSIPUG00000021884
ictalurus_punctatus ENSIPUG00000021869
danio_rerio ENSDARG00000044301
lepisosteus_oculatus ENSLOCG00000006826
