xiphophorus_maculatus ENSXMAG00000025337
xiphophorus_couchianus ENSXCOG00000019593
oryzias_latipes ENSORLG00000029200
oryzias_latipes_asm223469v1 ENSORLG00015006090
oryzias_latipes ENSORLG00020009761
oryzias_melastigma ENSOMEG00000008348
pundamilia_nyererei ENSPNYG00000023285
astatotilapia_calliptera ENSACLG00000001414
maylandia_zebra ENSMZEG00005007625
neolamprologus_brichardi ENSNBRG00000015489
stegastes_partitus ENSSPAG00000001880
anabas_testudineus ENSATEG00000000729
mastacembelus_armatus ENSMAMG00000002914
takifugu_rubripes ENSTRUG00000025210
