latimeria_chalumnae ENSLACG00000014575
xenopus_tropicalis ENSXETG00000021896
paramormyrops_kingsleyae ENSPKIG00000010588
scleropages_formosus ENSSFOG00015003373
lepisosteus_oculatus ENSLOCG00000018102
mastacembelus_armatus ENSMAMG00000008251
monopterus_albus ENSMALG00000017441
anabas_testudineus ENSATEG00000009949
seriola_lalandi_dorsalis ENSSLDG00000021500
seriola_dumerili ENSSDUG00000005604
scophthalmus_maximus ENSSMAG00000010925
gasterosteus_aculeatus ENSGACG00000004476
labrus_bergylta ENSLBEG00000008893
takifugu_rubripes ENSTRUG00000005835
tetraodon_nigroviridis ENSTNIG00000011860
mola_mola ENSMMOG00000003464
amphilophus_citrinellus ENSACIG00000012732
amphilophus_citrinellus ENSACIG00000012739
astatotilapia_calliptera ENSACLG00000021778
maylandia_zebra ENSMZEG00005009244
haplochromis_burtoni ENSHBUG00000003437
maylandia_zebra ENSMZEG00005009220
astatotilapia_calliptera ENSACLG00000021786
pundamilia_nyererei ENSPNYG00000020368
neolamprologus_brichardi ENSNBRG00000023838
amphiprion_percula ENSAPEG00000013940
amphiprion_ocellaris ENSAOCG00000007233
acanthochromis_polyacanthus ENSAPOG00000023308
stegastes_partitus ENSSPAG00000010966
poecilia_formosa ENSPFOG00000020442
poecilia_latipinna ENSPLAG00000007811
poecilia_mexicana ENSPMEG00000023028
poecilia_reticulata ENSPREG00000008499
xiphophorus_maculatus ENSXMAG00000019865
xiphophorus_couchianus ENSXCOG00000004144
gambusia_affinis ENSGAFG00000010695
fundulus_heteroclitus ENSFHEG00000018154
cyprinodon_variegatus ENSCVAG00000011747
kryptolebias_marmoratus ENSKMAG00000019457
oryzias_latipes ENSORLG00000014037
oryzias_latipes ENSORLG00020018072
oryzias_latipes_asm223469v1 ENSORLG00015015805
oryzias_melastigma ENSOMEG00000020300
cynoglossus_semilaevis ENSCSEG00000007380
cynoglossus_semilaevis ENSCSEG00000002611
cynoglossus_semilaevis ENSCSEG00000002606
periophthalmus_magnuspinnatus ENSPMGG00000001145
gadus_morhua ENSGMOG00000019740
esox_lucius ENSELUG00000004376
astyanax_mexicanus ENSAMXG00000025619
astyanax_mexicanus ENSAMXG00000042334
pygocentrus_nattereri ENSPNAG00000014225
danio_rerio ENSDARG00000061672
paramormyrops_kingsleyae ENSPKIG00000000575
petromyzon_marinus ENSPMAG00000003662
