ursus_americanus ENSUAMG00000015401
ursus_maritimus ENSUMAG00000004739
equus_asinus ENSEASG00005000109
macaca_nemestrina ENSMNEG00000030461
macaca_fascicularis ENSMFAG00000044823
papio_anubis ENSPANG00000034631
theropithecus_gelada ENSTGEG00000006191
mandrillus_leucophaeus ENSMLEG00000035415
cercocebus_atys ENSCATG00000034712
theropithecus_gelada ENSTGEG00000019821
macaca_fascicularis ENSMFAG00000002901
rhinopithecus_roxellana ENSRROG00000044738
rhinopithecus_bieti ENSRBIG00000031653
piliocolobus_tephrosceles ENSPTEG00000022971
piliocolobus_tephrosceles ENSPTEG00000030056
colobus_angolensis ENSCANG00000032705
piliocolobus_tephrosceles ENSPTEG00000027747
mandrillus_leucophaeus ENSMLEG00000005743
cercocebus_atys ENSCATG00000028931
macaca_fascicularis ENSMFAG00000032031
pan_paniscus ENSPPAG00000035770
gorilla_gorilla ENSGGOG00000026027
nomascus_leucogenys ENSNLEG00000028337
macaca_nemestrina ENSMNEG00000038669
macaca_fascicularis ENSMFAG00000035967
papio_anubis ENSPANG00000030169
piliocolobus_tephrosceles ENSPTEG00000029239
aotus_nancymaae ENSANAG00000033175
microcebus_murinus ENSMICG00000033146
spermophilus_dauricus ENSSDAG00000009333
spermophilus_dauricus ENSSDAG00000009320
marmota_marmota ENSMMMG00000021583
