amphiprion_percula ENSAPEG00000009557
amphiprion_ocellaris ENSAOCG00000004846
acanthochromis_polyacanthus ENSAPOG00000010231
stegastes_partitus ENSSPAG00000021431
fundulus_heteroclitus ENSFHEG00000000384
cyprinodon_variegatus ENSCVAG00000001239
poecilia_mexicana ENSPMEG00000024235
poecilia_formosa ENSPFOG00000011037
poecilia_latipinna ENSPLAG00000014167
poecilia_reticulata ENSPREG00000008939
xiphophorus_maculatus ENSXMAG00000011915
xiphophorus_couchianus ENSXCOG00000019393
gambusia_affinis ENSGAFG00000013724
kryptolebias_marmoratus ENSKMAG00000006215
oryzias_latipes_asm223469v1 ENSORLG00015012645
oryzias_latipes ENSORLG00000011631
oryzias_latipes ENSORLG00020006726
oryzias_melastigma ENSOMEG00000011647
maylandia_zebra ENSMZEG00005016631
astatotilapia_calliptera ENSACLG00000022468
pundamilia_nyererei ENSPNYG00000001268
haplochromis_burtoni ENSHBUG00000014111
neolamprologus_brichardi ENSNBRG00000002364
oreochromis_niloticus ENSONIG00000012813
amphilophus_citrinellus ENSACIG00000012019
anabas_testudineus ENSATEG00000022187
monopterus_albus ENSMALG00000010228
mola_mola ENSMMOG00000016680
mastacembelus_armatus ENSMAMG00000019986
labrus_bergylta ENSLBEG00000015806
seriola_dumerili ENSSDUG00000009725
seriola_lalandi_dorsalis ENSSLDG00000022911
scophthalmus_maximus ENSSMAG00000012430
hippocampus_comes ENSHCOG00000019146
cynoglossus_semilaevis ENSCSEG00000018644
takifugu_rubripes ENSTRUG00000006168
tetraodon_nigroviridis ENSTNIG00000008113
periophthalmus_magnuspinnatus ENSPMGG00000022916
gasterosteus_aculeatus ENSGACG00000010572
gadus_morhua ENSGMOG00000004406
astyanax_mexicanus ENSAMXG00000015869
pygocentrus_nattereri ENSPNAG00000017575
ictalurus_punctatus ENSIPUG00000007614
danio_rerio ENSDARG00000057680
esox_lucius ENSELUG00000016151
scleropages_formosus ENSSFOG00015001519
paramormyrops_kingsleyae ENSPKIG00000001706
lepisosteus_oculatus ENSLOCG00000008171
