pygocentrus_nattereri ENSPNAG00000013101
astyanax_mexicanus ENSAMXG00000037734
ictalurus_punctatus ENSIPUG00000016445
paramormyrops_kingsleyae ENSPKIG00000023919
scleropages_formosus ENSSFOG00015018345
pundamilia_nyererei ENSPNYG00000017611
haplochromis_burtoni ENSHBUG00000008327
maylandia_zebra ENSMZEG00005003407
astatotilapia_calliptera ENSACLG00000015063
cynoglossus_semilaevis ENSCSEG00000004688
poecilia_latipinna ENSPLAG00000011352
labrus_bergylta ENSLBEG00000001339
salvator_merianae ENSSMRG00000004394
pogona_vitticeps ENSPVIG00000017593
poecilia_mexicana ENSPMEG00000009489
poecilia_latipinna ENSPLAG00000011363
poecilia_reticulata ENSPREG00000004748
fundulus_heteroclitus ENSFHEG00000011890
xiphophorus_couchianus ENSXCOG00000003922
xiphophorus_maculatus ENSXMAG00000029029
gambusia_affinis ENSGAFG00000008062
esox_lucius ENSELUG00000015894
serinus_canaria ENSSCAG00000007184
