clupea_harengus ENSCHAG00000027822
denticeps_clupeoides ENSDCDG00000030298
astyanax_mexicanus ENSAMXG00000005223
astyanax_mexicanus ENSAMXG00005011169
pygocentrus_nattereri ENSPNAG00000011247
ictalurus_punctatus ENSIPUG00000017869
electrophorus_electricus ENSEEEG00000012133
danio_rerio ENSDARG00000056922
hucho_hucho ENSHHUG00000029375
hucho_hucho ENSHHUG00000047938
esox_lucius ENSELUG00000013409
seriola_dumerili ENSSDUG00000022026
seriola_lalandi ENSSLDG00000020358
cynoglossus_semilaevis ENSCSEG00000016487
lates_calcarifer ENSLCAG00010027376
anabas_testudineus ENSATEG00000005702
betta_splendens ENSBSLG00000010760
mastacembelus_armatus ENSMAMG00000007270
cottoperca_gobio ENSCGOG00000005321
gasterosteus_aculeatus ENSGACG00000002267
xiphophorus_maculatus ENSXMAG00000026539
xiphophorus_couchianus ENSXCOG00000014220
gambusia_affinis ENSGAFG00000013310
poecilia_formosa ENSPFOG00000004779
poecilia_mexicana ENSPMEG00000022137
poecilia_latipinna ENSPLAG00000004968
poecilia_reticulata ENSPREG00000018199
fundulus_heteroclitus ENSFHEG00000005011
cyprinodon_variegatus ENSCVAG00000014743
kryptolebias_marmoratus ENSKMAG00000013651
oryzias_latipes ENSORLG00000025824
oryzias_latipes ENSORLG00020019474
oryzias_latipes ENSORLG00015006797
oryzias_melastigma ENSOMEG00000019902
hippocampus_comes ENSHCOG00000007788
larimichthys_crocea ENSLCRG00005014005
scophthalmus_maximus ENSSMAG00000017223
amphiprion_ocellaris ENSAOCG00000004319
amphiprion_percula ENSAPEG00000004796
stegastes_partitus ENSSPAG00000014207
acanthochromis_polyacanthus ENSAPOG00000021222
parambassis_ranga ENSPRNG00000016555
maylandia_zebra ENSMZEG00005018615
haplochromis_burtoni ENSHBUG00000004964
astatotilapia_calliptera ENSACLG00000012811
pundamilia_nyererei ENSPNYG00000023642
neolamprologus_brichardi ENSNBRG00000021289
oreochromis_niloticus ENSONIG00000011223
amphilophus_citrinellus ENSACIG00000011241
labrus_bergylta ENSLBEG00000024891
monopterus_albus ENSMALG00000021464
periophthalmus_magnuspinnatus ENSPMGG00000001976
hippocampus_comes ENSHCOG00000020871
mola_mola ENSMMOG00000007269
gouania_willdenowi ENSGWIG00000010965
gadus_morhua ENSGMOG00000008462
scleropages_formosus ENSSFOG00015019222
paramormyrops_kingsleyae ENSPKIG00000009148
callorhinchus_milii ENSCMIG00000003897
lepisosteus_oculatus ENSLOCG00000016686
erpetoichthys_calabaricus ENSECRG00000016077
vombatus_ursinus ENSVURG00010016916
phascolarctos_cinereus ENSPCIG00000033726
notamacropus_eugenii ENSMEUG00000006314
sarcophilus_harrisii ENSSHAG00000011010
monodelphis_domestica ENSMODG00000015435
ovis_aries ENSOARG00000010344
capra_hircus ENSCHIG00000024351
bos_indicus ENSBIXG00005027924
bos_indicus ENSBIXG00000018587
bos_taurus ENSBTAG00000019839
bos_mutus ENSBMUG00000018095
bison_bison ENSBBBG00000008605
sus_scrofa ENSSSCG00000008510
tursiops_truncatus ENSTTRG00000006485
vicugna_pacos ENSVPAG00000004957
erinaceus_europaeus ENSEEUG00000003391
pteropus_vampyrus ENSPVAG00000015288
myotis_lucifugus ENSMLUG00000002425
ursus_maritimus ENSUMAG00000015572
ursus_americanus ENSUAMG00000023406
ailuropoda_melanoleuca ENSAMEG00000007837
neovison_vison ENSNVIG00000024851
mustela_putorius ENSMPUG00000010122
canis_lupus ENSCAFG00000005843
canis_lupus ENSCAFG00020023118
vulpes_vulpes ENSVVUG00000012018
panthera_pardus ENSPPRG00000002748
panthera_tigris ENSPTIG00000012756
felis_catus ENSFCAG00000027573
equus_caballus ENSECAG00000019691
equus_asinus ENSEASG00005007752
castor_canadensis ENSCCNG00000025861
dipodomys_ordii ENSDORG00000013625
cricetulus_griseus ENSCGRG00001021084
cricetulus_griseus ENSCGRG00015017827
cricetulus_griseus ENSCGRG00000012465
mesocricetus_auratus ENSMAUG00000011311
microtus_ochrogaster ENSMOCG00000016280
peromyscus_maniculatus ENSPEMG00000020317
mus_spicilegus ENSMSIG00000006897
mus_spretus MGP_SPRETEiJ_G0022793
mus_musculus ENSMUSG00000001870
mus_caroli MGP_CAROLIEiJ_G0021881
mus_pahari MGP_PahariEiJ_G0020868
rattus_norvegicus ENSRNOG00000033090
nannospalax_galili ENSNGAG00000018341
jaculus_jaculus ENSJJAG00000023271
cavia_porcellus ENSCPOG00000007011
cavia_aperea ENSCAPG00000006834
octodon_degus ENSODEG00000009508
chinchilla_lanigera ENSCLAG00000003769
heterocephalus_glaber ENSHGLG00100005529
heterocephalus_glaber ENSHGLG00000013628
fukomys_damarensis ENSFDAG00000005213
urocitellus_parryii ENSUPAG00010000004
spermophilus_dauricus ENSSDAG00000023096
ictidomys_tridecemlineatus ENSSTOG00000011543
marmota_marmota ENSMMMG00000018556
oryctolagus_cuniculus ENSOCUG00000009598
ochotona_princeps ENSOPRG00000002207
tupaia_belangeri ENSTBEG00000011107
pan_troglodytes ENSPTRG00000011821
pan_paniscus ENSPPAG00000037475
homo_sapiens ENSG00000049323
gorilla_gorilla ENSGGOG00000012159
pongo_abelii ENSPPYG00000012502
nomascus_leucogenys ENSNLEG00000015915
colobus_angolensis ENSCANG00000040508
piliocolobus_tephrosceles ENSPTEG00000013607
rhinopithecus_roxellana ENSRROG00000041804
rhinopithecus_bieti ENSRBIG00000035239
mandrillus_leucophaeus ENSMLEG00000044164
cercocebus_atys ENSCATG00000032101
macaca_fascicularis ENSMFAG00000044061
macaca_mulatta ENSMMUG00000021436
macaca_nemestrina ENSMNEG00000034891
theropithecus_gelada ENSTGEG00000026321
papio_anubis ENSPANG00000026303
chlorocebus_sabaeus ENSCSAG00000011791
cebus_capucinus ENSCCAG00000028240
callithrix_jacchus ENSCJAG00000003410
saimiri_boliviensis ENSSBOG00000028729
aotus_nancymaae ENSANAG00000032383
carlito_syrichta ENSTSYG00000013858
prolemur_simus ENSPSMG00000021015
microcebus_murinus ENSMICG00000009581
propithecus_coquereli ENSPCOG00000018090
otolemur_garnettii ENSOGAG00000002741
dasypus_novemcinctus ENSDNOG00000013291
choloepus_hoffmanni ENSCHOG00000011314
loxodonta_africana ENSLAFG00000000838
procavia_capensis ENSPCAG00000004951
echinops_telfairi ENSETEG00000011468
ornithorhynchus_anatinus ENSOANG00000029587
ornithorhynchus_anatinus ENSOANG00000002334
meriones_unguiculatus ENSMUGG00000013110
anser_brachyrhynchus ENSABRG00000018707
anas_platyrhynchos ENSAPLG00000012621
gallus_gallus ENSGALG00000010448
meleagris_gallopavo ENSMGAG00000011074
coturnix_japonica ENSCJPG00005011381
numida_meleagris ENSNMEG00000016942
taeniopygia_guttata ENSTGUG00000008923
lonchura_striata ENSLSDG00000004407
serinus_canaria ENSSCAG00000011687
zonotrichia_albicollis ENSZALG00000016459
junco_hyemalis ENSJHYG00000002734
ficedula_albicollis ENSFALG00000012012
parus_major ENSPMJG00000015609
cyanistes_caeruleus ENSCCEG00000006799
lepidothrix_coronata ENSLCOG00000001499
manacus_vitellinus ENSMVIG00005007351
melopsittacus_undulatus ENSMUNG00000008343
calidris_pygmaea ENSCPGG00000003058
calidris_pugnax ENSCPUG00000002495
apteryx_haastii ENSAHAG00000016766
apteryx_owenii ENSAOWG00000007176
apteryx_rowi ENSARWG00000004439
dromaius_novaehollandiae ENSDNVG00000008194
nothoprocta_perdicaria ENSNPEG00000007138
crocodylus_porosus ENSCPRG00005012908
gopherus_agassizii ENSGAGG00000005228
chelonoidis_abingdonii ENSCABG00000019638
chrysemys_picta ENSCPBG00000025144
pelodiscus_sinensis ENSPSIG00000006827
anolis_carolinensis ENSACAG00000009007
pogona_vitticeps ENSPVIG00000024730
notechis_scutatus ENSNSUG00000008523
salvator_merianae ENSSMRG00000006384
sphenodon_punctatus ENSSPUG00000012078
xenopus_tropicalis ENSXETG00000000658
latimeria_chalumnae ENSLACG00000010764
callorhinchus_milii ENSCMIG00000019517
takifugu_rubripes ENSTRUG00000015358
tetraodon_nigroviridis ENSTNIG00000017426
mola_mola ENSMMOG00000001508
cottoperca_gobio ENSCGOG00000016220
monopterus_albus ENSMALG00000015589
larimichthys_crocea ENSLCRG00005017517
scophthalmus_maximus ENSSMAG00000005224
mastacembelus_armatus ENSMAMG00000006387
anabas_testudineus ENSATEG00000002354
betta_splendens ENSBSLG00000023213
cynoglossus_semilaevis ENSCSEG00000000780
seriola_lalandi ENSSLDG00000021598
seriola_dumerili ENSSDUG00000004081
amphiprion_ocellaris ENSAOCG00000003791
amphiprion_percula ENSAPEG00000011435
acanthochromis_polyacanthus ENSAPOG00000010780
stegastes_partitus ENSSPAG00000008972
parambassis_ranga ENSPRNG00000010772
astatotilapia_calliptera ENSACLG00000001019
haplochromis_burtoni ENSHBUG00000018109
maylandia_zebra ENSMZEG00005008862
pundamilia_nyererei ENSPNYG00000021871
neolamprologus_brichardi ENSNBRG00000003459
oreochromis_niloticus ENSONIG00000012026
poecilia_formosa ENSPFOG00000013992
poecilia_reticulata ENSPREG00000019317
xiphophorus_maculatus ENSXMAG00000014546
xiphophorus_couchianus ENSXCOG00000001550
poecilia_mexicana ENSPMEG00000011923
poecilia_latipinna ENSPLAG00000000328
gambusia_affinis ENSGAFG00000017110
fundulus_heteroclitus ENSFHEG00000018158
cyprinodon_variegatus ENSCVAG00000013380
