labrus_bergylta ENSLBEG00000023843
gasterosteus_aculeatus ENSGACG00000015088
tetraodon_nigroviridis ENSTNIG00000015293
takifugu_rubripes ENSTRUG00000022618
mola_mola ENSMMOG00000011659
scophthalmus_maximus ENSSMAG00000001468
cynoglossus_semilaevis ENSCSEG00000014798
seriola_dumerili ENSSDUG00000017060
seriola_lalandi_dorsalis ENSSLDG00000023259
mastacembelus_armatus ENSMAMG00000010918
monopterus_albus ENSMALG00000019145
anabas_testudineus ENSATEG00000014112
xiphophorus_maculatus ENSXMAG00000023993
xiphophorus_couchianus ENSXCOG00000008290
gambusia_affinis ENSGAFG00000009150
poecilia_latipinna ENSPLAG00000002259
poecilia_mexicana ENSPMEG00000004359
poecilia_formosa ENSPFOG00000005344
poecilia_reticulata ENSPREG00000016090
cyprinodon_variegatus ENSCVAG00000005734
kryptolebias_marmoratus ENSKMAG00000005193
oryzias_latipes ENSORLG00020015816
oryzias_latipes_asm223469v1 ENSORLG00015015876
oryzias_latipes ENSORLG00000023741
amphiprion_ocellaris ENSAOCG00000012197
amphiprion_percula ENSAPEG00000010498
acanthochromis_polyacanthus ENSAPOG00000024193
stegastes_partitus ENSSPAG00000015791
maylandia_zebra ENSMZEG00005019222
astatotilapia_calliptera ENSACLG00000001023
haplochromis_burtoni ENSHBUG00000022981
pundamilia_nyererei ENSPNYG00000008213
neolamprologus_brichardi ENSNBRG00000018482
oreochromis_niloticus ENSONIG00000010083
amphilophus_citrinellus ENSACIG00000008641
periophthalmus_magnuspinnatus ENSPMGG00000014686
hippocampus_comes ENSHCOG00000000967
gadus_morhua ENSGMOG00000012019
esox_lucius ENSELUG00000010806
pygocentrus_nattereri ENSPNAG00000021806
astyanax_mexicanus ENSAMXG00000030871
danio_rerio ENSDARG00000100828
paramormyrops_kingsleyae ENSPKIG00000014433
lepisosteus_oculatus ENSLOCG00000005816
salvator_merianae ENSSMRG00000019712
ciona_intestinalis ENSCING00000022559
