vombatus_ursinus ENSVURG00010002989
phascolarctos_cinereus ENSPCIG00000018940
notamacropus_eugenii ENSMEUG00000010301
sarcophilus_harrisii ENSSHAG00000001963
monodelphis_domestica ENSMODG00000018222
chinchilla_lanigera ENSCLAG00000013874
octodon_degus ENSODEG00000005193
cavia_aperea ENSCAPG00000012015
cavia_porcellus ENSCPOG00000007047
heterocephalus_glaber ENSHGLG00000000161
heterocephalus_glaber ENSHGLG00100000600
heterocephalus_glaber ENSHGLG00100012120
heterocephalus_glaber ENSHGLG00100003425
heterocephalus_glaber ENSHGLG00000011467
heterocephalus_glaber ENSHGLG00100012982
heterocephalus_glaber ENSHGLG00000002120
fukomys_damarensis ENSFDAG00000016399
urocitellus_parryii ENSUPAG00010020027
ictidomys_tridecemlineatus ENSSTOG00000022670
marmota_marmota ENSMMMG00000014738
castor_canadensis ENSCCNG00000000365
dipodomys_ordii ENSDORG00000008401
cricetulus_griseus ENSCGRG00015016856
cricetulus_griseus ENSCGRG00001011907
cricetulus_griseus ENSCGRG00000012420
mesocricetus_auratus ENSMAUG00000014544
microtus_ochrogaster ENSMOCG00000021625
peromyscus_maniculatus ENSPEMG00000025730
meriones_unguiculatus ENSMUGG00000026130
mus_spretus MGP_SPRETEiJ_G0021633
mus_spicilegus ENSMSIG00000018454
mus_musculus ENSMUSG00000034158
mus_caroli MGP_CAROLIEiJ_G0020734
mus_caroli MGP_CAROLIEiJ_G0020733
mus_pahari MGP_PahariEiJ_G0016434
rattus_norvegicus ENSRNOG00000027151
peromyscus_maniculatus ENSPEMG00000011494
nannospalax_galili ENSNGAG00000023258
jaculus_jaculus ENSJJAG00000005130
oryctolagus_cuniculus ENSOCUG00000025190
ochotona_princeps ENSOPRG00000017027
pan_troglodytes ENSPTRG00000015268
pan_paniscus ENSPPAG00000026667
homo_sapiens ENSG00000163428
gorilla_gorilla ENSGGOG00000006581
pongo_abelii ENSPPYG00000013505
nomascus_leucogenys ENSNLEG00000033297
piliocolobus_tephrosceles ENSPTEG00000020134
colobus_angolensis ENSCANG00000032417
rhinopithecus_roxellana ENSRROG00000038299
rhinopithecus_bieti ENSRBIG00000001268
papio_anubis ENSPANG00000023829
theropithecus_gelada ENSTGEG00000005190
macaca_nemestrina ENSMNEG00000045148
macaca_mulatta ENSMMUG00000000075
macaca_fascicularis ENSMFAG00000003454
cercocebus_atys ENSCATG00000029315
mandrillus_leucophaeus ENSMLEG00000044006
chlorocebus_sabaeus ENSCSAG00000007132
saimiri_boliviensis ENSSBOG00000033532
cebus_capucinus ENSCCAG00000022283
callithrix_jacchus ENSCJAG00000008751
aotus_nancymaae ENSANAG00000031980
carlito_syrichta ENSTSYG00000001074
propithecus_coquereli ENSPCOG00000003421
microcebus_murinus ENSMICG00000049536
prolemur_simus ENSPSMG00000000922
otolemur_garnettii ENSOGAG00000004634
