apteryx_owenii ENSAOWG00000016547
apteryx_haastii ENSAHAG00000006814
apteryx_rowi ENSARWG00000004674
dromaius_novaehollandiae ENSDNVG00000018445
parus_major ENSPMJG00000012692
cyanistes_caeruleus ENSCCEG00000010489
ficedula_albicollis ENSFALG00000010569
zonotrichia_albicollis ENSZALG00000010286
junco_hyemalis ENSJHYG00000010546
serinus_canaria ENSSCAG00000007807
lonchura_striata_domestica ENSLSDG00000016704
taeniopygia_guttata ENSTGUG00000007945
lepidothrix_coronata ENSLCOG00000008062
manacus_vitellinus ENSMVIG00005002643
calidris_pygmaea ENSCPGG00000001711
calidris_pugnax ENSCPUG00000003023
melopsittacus_undulatus ENSMUNG00000015170
gallus_gallus ENSGALG00000011168
coturnix_japonica ENSCJPG00005004811
meleagris_gallopavo ENSMGAG00000011149
numida_meleagris ENSNMEG00000005701
anser_brachyrhynchus ENSABRG00000010259
anas_platyrhynchos_platyrhynchos ENSAPLG00000013468
crocodylus_porosus ENSCPRG00005002859
gopherus_agassizii ENSGAGG00000019712
chelonoidis_abingdonii ENSCABG00000015688
chrysemys_picta_bellii ENSCPBG00000000103
pelodiscus_sinensis ENSPSIG00000003155
pogona_vitticeps ENSPVIG00000023877
anolis_carolinensis ENSACAG00000011252
notechis_scutatus ENSNSUG00000016370
salvator_merianae ENSSMRG00000010527
sphenodon_punctatus ENSSPUG00000008832
phascolarctos_cinereus ENSPCIG00000000738
notamacropus_eugenii ENSMEUG00000010525
sarcophilus_harrisii ENSSHAG00000009049
monodelphis_domestica ENSMODG00000020507
loxodonta_africana ENSLAFG00000013286
dasypus_novemcinctus ENSDNOG00000004346
castor_canadensis ENSCCNG00000014159
dipodomys_ordii ENSDORG00000015893
peromyscus_maniculatus_bairdii ENSPEMG00000016254
microtus_ochrogaster ENSMOCG00000021234
cricetulus_griseus_crigri ENSCGRG00000010735
cricetulus_griseus_chok1gshd ENSCGRG00001019742
cricetulus_griseus_crigri-picr ENSCGRG00015007863
mesocricetus_auratus ENSMAUG00000013438
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016593
mus_spicilegus ENSMSIG00000023361
mus_musculus ENSMUSG00000046567
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015771
mus_pahari MGP_PahariEiJ_G0031316
rattus_norvegicus ENSRNOG00000006973
meriones_unguiculatus ENSMUGG00000018278
meriones_unguiculatus ENSMUGG00000018609
nannospalax_galili ENSNGAG00000022800
