pan_paniscus ENSPPAG00000035010
pan_troglodytes ENSPTRG00000021877
gorilla_gorilla ENSGGOG00000002727
homo_sapiens ENSG00000102057
pongo_abelii ENSPPYG00000020328
pongo_abelii ENSPPYG00000020329
nomascus_leucogenys ENSNLEG00000007958
theropithecus_gelada ENSTGEG00000003090
mandrillus_leucophaeus ENSMLEG00000043942
cercocebus_atys ENSCATG00000011996
papio_anubis ENSPANG00000003598
macaca_mulatta ENSMMUG00000004559
macaca_fascicularis ENSMFAG00000032065
macaca_nemestrina ENSMNEG00000044552
chlorocebus_sabaeus ENSCSAG00000013138
rhinopithecus_bieti ENSRBIG00000034428
rhinopithecus_roxellana ENSRROG00000044167
colobus_angolensis_palliatus ENSCANG00000036685
piliocolobus_tephrosceles ENSPTEG00000004521
saimiri_boliviensis_boliviensis ENSSBOG00000026039
callithrix_jacchus ENSCJAG00000002523
cebus_capucinus ENSCCAG00000037150
aotus_nancymaae ENSANAG00000027103
carlito_syrichta ENSTSYG00000028641
prolemur_simus ENSPSMG00000016867
propithecus_coquereli ENSPCOG00000020985
microcebus_murinus ENSMICG00000033913
otolemur_garnettii ENSOGAG00000026877
bos_taurus ENSBTAG00000009024
bos_mutus ENSBMUG00000004963
ovis_aries ENSOARG00000011348
tursiops_truncatus ENSTTRG00000013649
sus_scrofa ENSSSCG00000028284
ursus_americanus ENSUAMG00000026553
ailuropoda_melanoleuca ENSAMEG00000012403
mustela_putorius_furo ENSMPUG00000013750
neovison_vison ENSNVIG00000006987
canis_lupus_familiaris ENSCAFG00000015697
canis_lupus_dingo ENSCAFG00020020294
vulpes_vulpes ENSVVUG00000017790
panthera_pardus ENSPPRG00000003846
panthera_tigris_altaica ENSPTIG00000016518
felis_catus ENSFCAG00000002579
pteropus_vampyrus ENSPVAG00000007650
myotis_lucifugus ENSMLUG00000009225
equus_asinus_asinus ENSEASG00005019201
equus_caballus ENSECAG00000014802
chinchilla_lanigera ENSCLAG00000002203
octodon_degus ENSODEG00000010342
cavia_porcellus ENSCPOG00000013271
cavia_aperea ENSCAPG00000006701
heterocephalus_glaber_male ENSHGLG00100010716
heterocephalus_glaber_female ENSHGLG00000001895
fukomys_damarensis ENSFDAG00000005772
ictidomys_tridecemlineatus ENSSTOG00000019883
marmota_marmota_marmota ENSMMMG00000012055
urocitellus_parryii ENSUPAG00010003047
spermophilus_dauricus ENSSDAG00000021435
castor_canadensis ENSCCNG00000016455
dipodomys_ordii ENSDORG00000002661
mus_musculus ENSMUSG00000009731
mus_spicilegus ENSMSIG00000002213
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034047
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032899
mus_pahari MGP_PahariEiJ_G0031447
rattus_norvegicus ENSRNOG00000039544
meriones_unguiculatus ENSMUGG00000011273
cricetulus_griseus_chok1gshd ENSCGRG00001004134
cricetulus_griseus_crigri-picr ENSCGRG00015007437
cricetulus_griseus_crigri ENSCGRG00000009282
mesocricetus_auratus ENSMAUG00000008332
peromyscus_maniculatus_bairdii ENSPEMG00000003794
microtus_ochrogaster ENSMOCG00000002342
nannospalax_galili ENSNGAG00000013998
jaculus_jaculus ENSJJAG00000011860
loxodonta_africana ENSLAFG00000010111
procavia_capensis ENSPCAG00000007740
oryctolagus_cuniculus ENSOCUG00000015777
ochotona_princeps ENSOPRG00000012713
echinops_telfairi ENSETEG00000007975
dasypus_novemcinctus ENSDNOG00000033902
monodelphis_domestica ENSMODG00000010033
notamacropus_eugenii ENSMEUG00000002064
poecilia_formosa ENSPFOG00000023825
