paramormyrops_kingsleyae ENSPKIG00000008747
scleropages_formosus ENSSFOG00015024181
scophthalmus_maximus ENSSMAG00000013369
cynoglossus_semilaevis ENSCSEG00000014086
seriola_dumerili ENSSDUG00000007301
seriola_lalandi_dorsalis ENSSLDG00000011136
monopterus_albus ENSMALG00000011029
mastacembelus_armatus ENSMAMG00000010824
anabas_testudineus ENSATEG00000005174
gasterosteus_aculeatus ENSGACG00000013077
labrus_bergylta ENSLBEG00000002473
mola_mola ENSMMOG00000017226
amphiprion_percula ENSAPEG00000023234
amphiprion_ocellaris ENSAOCG00000019915
acanthochromis_polyacanthus ENSAPOG00000000569
stegastes_partitus ENSSPAG00000014564
poecilia_mexicana ENSPMEG00000003508
poecilia_formosa ENSPFOG00000001961
poecilia_latipinna ENSPLAG00000012997
poecilia_reticulata ENSPREG00000018201
xiphophorus_couchianus ENSXCOG00000004437
xiphophorus_maculatus ENSXMAG00000013564
gambusia_affinis ENSGAFG00000021655
fundulus_heteroclitus ENSFHEG00000014176
cyprinodon_variegatus ENSCVAG00000020230
kryptolebias_marmoratus ENSKMAG00000014820
oryzias_latipes ENSORLG00000016171
oryzias_latipes_asm223469v1 ENSORLG00015019327
oryzias_latipes ENSORLG00020013441
oryzias_melastigma ENSOMEG00000020750
astatotilapia_calliptera ENSACLG00000008881
maylandia_zebra ENSMZEG00005016188
pundamilia_nyererei ENSPNYG00000012906
haplochromis_burtoni ENSHBUG00000008278
neolamprologus_brichardi ENSNBRG00000004069
oreochromis_niloticus ENSONIG00000008651
amphilophus_citrinellus ENSACIG00000001624
tetraodon_nigroviridis ENSTNIG00000003902
takifugu_rubripes ENSTRUG00000011925
hippocampus_comes ENSHCOG00000010421
periophthalmus_magnuspinnatus ENSPMGG00000010499
gadus_morhua ENSGMOG00000007244
esox_lucius ENSELUG00000013086
pygocentrus_nattereri ENSPNAG00000028911
astyanax_mexicanus ENSAMXG00000017025
ictalurus_punctatus ENSIPUG00000005246
danio_rerio ENSDARG00000019717
lepisosteus_oculatus ENSLOCG00000000428
