manacus_vitellinus ENSMVIG00005014069
lepidothrix_coronata ENSLCOG00000009320
taeniopygia_guttata ENSTGUG00000007111
taeniopygia_guttata ENSTGUG00000014326
lonchura_striata ENSLSDG00000009182
serinus_canaria ENSSCAG00000010499
ficedula_albicollis ENSFALG00000005884
cyanistes_caeruleus ENSCCEG00000013920
parus_major ENSPMJG00000019793
junco_hyemalis ENSJHYG00000003050
zonotrichia_albicollis ENSZALG00000015101
melopsittacus_undulatus ENSMUNG00000002289
calidris_pygmaea ENSCPGG00000007815
calidris_pugnax ENSCPUG00000019812
anas_platyrhynchos ENSAPLG00000003309
anser_brachyrhynchus ENSABRG00000011467
gallus_gallus ENSGALG00000004727
coturnix_japonica ENSCJPG00005016427
meleagris_gallopavo ENSMGAG00000006805
numida_meleagris ENSNMEG00000001964
apteryx_haastii ENSAHAG00000004692
apteryx_owenii ENSAOWG00000009477
apteryx_rowi ENSARWG00000012348
dromaius_novaehollandiae ENSDNVG00000002913
nothoprocta_perdicaria ENSNPEG00000010853
crocodylus_porosus ENSCPRG00005012702
gopherus_agassizii ENSGAGG00000011573
chelonoidis_abingdonii ENSCABG00000022431
chrysemys_picta ENSCPBG00000015808
pelodiscus_sinensis ENSPSIG00000015566
pogona_vitticeps ENSPVIG00000009502
anolis_carolinensis ENSACAG00000000631
notechis_scutatus ENSNSUG00000008047
salvator_merianae ENSSMRG00000002226
sphenodon_punctatus ENSSPUG00000008183
vombatus_ursinus ENSVURG00010007556
phascolarctos_cinereus ENSPCIG00000014203
notamacropus_eugenii ENSMEUG00000004151
monodelphis_domestica ENSMODG00000010934
sarcophilus_harrisii ENSSHAG00000003186
equus_asinus ENSEASG00005017583
equus_caballus ENSECAG00000008882
pteropus_vampyrus ENSPVAG00000010243
ursus_maritimus ENSUMAG00000006417
ursus_americanus ENSUAMG00000018241
ailuropoda_melanoleuca ENSAMEG00000004430
mustela_putorius ENSMPUG00000014165
mustela_putorius ENSMPUG00000000060
neovison_vison ENSNVIG00000017777
canis_lupus ENSCAFG00000018126
canis_lupus ENSCAFG00020021336
vulpes_vulpes ENSVVUG00000030016
panthera_tigris ENSPTIG00000012203
