apteryx_owenii ENSAOWG00000013492
apteryx_rowi ENSARWG00000010502
apteryx_haastii ENSAHAG00000001561
dromaius_novaehollandiae ENSDNVG00000009738
nothoprocta_perdicaria ENSNPEG00000008833
calidris_pygmaea ENSCPGG00000012849
calidris_pugnax ENSCPUG00000014927
melopsittacus_undulatus ENSMUNG00000012462
ficedula_albicollis ENSFALG00000015250
parus_major ENSPMJG00000000833
lepidothrix_coronata ENSLCOG00000007468
taeniopygia_guttata ENSTGUG00000000623
gallus_gallus ENSGALG00000017658
coturnix_japonica ENSCJPG00005009441
anser_brachyrhynchus ENSABRG00000022387
lonchura_striata_domestica ENSLSDG00000004280
numida_meleagris ENSNMEG00000017550
chelonoidis_abingdonii ENSCABG00000014701
gopherus_agassizii ENSGAGG00000010074
chrysemys_picta_bellii ENSCPBG00000005303
sphenodon_punctatus ENSSPUG00000004079
notechis_scutatus ENSNSUG00000014372
pogona_vitticeps ENSPVIG00000014216
anolis_carolinensis ENSACAG00000014344
salvator_merianae ENSSMRG00000019190
crocodylus_porosus ENSCPRG00005009919
cricetulus_griseus_crigri-picr ENSCGRG00015014031
cricetulus_griseus_chok1gshd ENSCGRG00001010171
mesocricetus_auratus ENSMAUG00000019435
peromyscus_maniculatus_bairdii ENSPEMG00000007789
microtus_ochrogaster ENSMOCG00000002738
mus_spicilegus ENSMSIG00000021556
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019492
mus_musculus ENSMUSG00000052957
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018613
mus_pahari MGP_PahariEiJ_G0019677
rattus_norvegicus ENSRNOG00000050485
meriones_unguiculatus ENSMUGG00000010823
heterocephalus_glaber_female ENSHGLG00000021321
castor_canadensis ENSCCNG00000001973
bos_taurus ENSBTAG00000046803
capra_hircus ENSCHIG00000007592
sus_scrofa ENSSSCG00000033321
canis_lupus_dingo ENSCAFG00020023611
canis_lupus_familiaris ENSCAFG00000023269
equus_caballus ENSECAG00000032465
equus_asinus_asinus ENSEASG00005020162
microcebus_murinus ENSMICG00000046960
prolemur_simus ENSPSMG00000014525
propithecus_coquereli ENSPCOG00000025804
otolemur_garnettii ENSOGAG00000028997
pan_troglodytes ENSPTRG00000045567
pan_paniscus ENSPPAG00000040805
