pogona_vitticeps ENSPVIG00000024853
anolis_carolinensis ENSACAG00000007523
notechis_scutatus ENSNSUG00000006874
salvator_merianae ENSSMRG00000007535
sphenodon_punctatus ENSSPUG00000002305
chelonoidis_abingdonii ENSCABG00000009774
gopherus_agassizii ENSGAGG00000024032
chrysemys_picta_bellii ENSCPBG00000010946
pelodiscus_sinensis ENSPSIG00000012223
lepidothrix_coronata ENSLCOG00000001234
calidris_pygmaea ENSCPGG00000002568
ficedula_albicollis ENSFALG00000009040
cyanistes_caeruleus ENSCCEG00000024344
serinus_canaria ENSSCAG00000013246
taeniopygia_guttata ENSTGUG00000005252
junco_hyemalis ENSJHYG00000006317
anser_brachyrhynchus ENSABRG00000019589
gallus_gallus ENSGALG00000002500
meleagris_gallopavo ENSMGAG00000002860
numida_meleagris ENSNMEG00000010654
apteryx_owenii ENSAOWG00000008747
apteryx_rowi ENSARWG00000011815
apteryx_haastii ENSAHAG00000014126
dromaius_novaehollandiae ENSDNVG00000012125
nothoprocta_perdicaria ENSNPEG00000012630
manacus_vitellinus ENSMVIG00005014779
calidris_pugnax ENSCPUG00000012142
parus_major ENSPMJG00000005122
lonchura_striata_domestica ENSLSDG00000017779
melopsittacus_undulatus ENSMUNG00000000653
phascolarctos_cinereus ENSPCIG00000021553
notamacropus_eugenii ENSMEUG00000002611
monodelphis_domestica ENSMODG00000012906
oryctolagus_cuniculus ENSOCUG00000005015
ochotona_princeps ENSOPRG00000013025
chinchilla_lanigera ENSCLAG00000009088
callithrix_jacchus ENSCJAG00000004306
saimiri_boliviensis_boliviensis ENSSBOG00000034433
cebus_capucinus ENSCCAG00000009003
aotus_nancymaae ENSANAG00000030177
pan_troglodytes ENSPTRG00000014932
pan_paniscus ENSPPAG00000032705
homo_sapiens ENSG00000173540
gorilla_gorilla ENSGGOG00000010628
pongo_abelii ENSPPYG00000013864
nomascus_leucogenys ENSNLEG00000006894
colobus_angolensis_palliatus ENSCANG00000031536
piliocolobus_tephrosceles ENSPTEG00000004463
rhinopithecus_roxellana ENSRROG00000011994
rhinopithecus_bieti ENSRBIG00000044861
macaca_mulatta ENSMMUG00000014584
macaca_fascicularis ENSMFAG00000035247
macaca_nemestrina ENSMNEG00000040699
cercocebus_atys ENSCATG00000038201
papio_anubis ENSPANG00000006142
theropithecus_gelada ENSTGEG00000005696
mandrillus_leucophaeus ENSMLEG00000028013
chlorocebus_sabaeus ENSCSAG00000014596
carlito_syrichta ENSTSYG00000027838
microcebus_murinus ENSMICG00000010738
propithecus_coquereli ENSPCOG00000026880
prolemur_simus ENSPSMG00000013549
otolemur_garnettii ENSOGAG00000011802
cavia_porcellus ENSCPOG00000020537
cavia_aperea ENSCAPG00000012378
octodon_degus ENSODEG00000018216
heterocephalus_glaber_female ENSHGLG00000010676
heterocephalus_glaber_male ENSHGLG00100010060
fukomys_damarensis ENSFDAG00000021433
urocitellus_parryii ENSUPAG00010022679
ictidomys_tridecemlineatus ENSSTOG00000013725
marmota_marmota_marmota ENSMMMG00000004636
spermophilus_dauricus ENSSDAG00000014094
castor_canadensis ENSCCNG00000017775
dipodomys_ordii ENSDORG00000007514
cricetulus_griseus_chok1gshd ENSCGRG00001023297
cricetulus_griseus_crigri ENSCGRG00000008216
cricetulus_griseus_crigri-picr ENSCGRG00015012581
mesocricetus_auratus ENSMAUG00000020162
microtus_ochrogaster ENSMOCG00000001579
peromyscus_maniculatus_bairdii ENSPEMG00000008363
mus_musculus ENSMUSG00000070284
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033818
mus_spicilegus ENSMSIG00000023845
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032673
mus_pahari MGP_PahariEiJ_G0015541
rattus_norvegicus ENSRNOG00000037229
meriones_unguiculatus ENSMUGG00000017546
nannospalax_galili ENSNGAG00000018492
jaculus_jaculus ENSJJAG00000008442
canis_lupus_dingo ENSCAFG00020021414
canis_lupus_familiaris ENSCAFG00000023755
vulpes_vulpes ENSVVUG00000028851
mustela_putorius_furo ENSMPUG00000013431
neovison_vison ENSNVIG00000023786
ursus_americanus ENSUAMG00000007092
ursus_maritimus ENSUMAG00000022219
ailuropoda_melanoleuca ENSAMEG00000012315
panthera_tigris_altaica ENSPTIG00000019283
panthera_pardus ENSPPRG00000014388
felis_catus ENSFCAG00000010676
sorex_araneus ENSSARG00000003884
erinaceus_europaeus ENSEEUG00000008223
ovis_aries ENSOARG00000012451
capra_hircus ENSCHIG00000000504
bos_mutus ENSBMUG00000021178
bos_taurus ENSBTAG00000032026
bison_bison_bison ENSBBBG00000014046
tursiops_truncatus ENSTTRG00000002755
equus_asinus_asinus ENSEASG00005011753
equus_caballus ENSECAG00000019354
pteropus_vampyrus ENSPVAG00000008761
dasypus_novemcinctus ENSDNOG00000012973
procavia_capensis ENSPCAG00000011596
loxodonta_africana ENSLAFG00000013128
echinops_telfairi ENSETEG00000007430
xenopus_tropicalis ENSXETG00000005954
latimeria_chalumnae ENSLACG00000004826
astyanax_mexicanus ENSAMXG00000032893
pygocentrus_nattereri ENSPNAG00000004673
ictalurus_punctatus ENSIPUG00000007693
danio_rerio ENSDARG00000017658
esox_lucius ENSELUG00000018432
scleropages_formosus ENSSFOG00015020926
paramormyrops_kingsleyae ENSPKIG00000010618
amphiprion_ocellaris ENSAOCG00000016415
amphiprion_percula ENSAPEG00000000803
acanthochromis_polyacanthus ENSAPOG00000018801
stegastes_partitus ENSSPAG00000016192
poecilia_mexicana ENSPMEG00000005663
poecilia_formosa ENSPFOG00000011935
poecilia_latipinna ENSPLAG00000023860
poecilia_reticulata ENSPREG00000022817
xiphophorus_maculatus ENSXMAG00000013349
gambusia_affinis ENSGAFG00000002018
fundulus_heteroclitus ENSFHEG00000018957
kryptolebias_marmoratus ENSKMAG00000018583
anabas_testudineus ENSATEG00000003055
gasterosteus_aculeatus ENSGACG00000003924
