vombatus_ursinus ENSVURG00010018808
phascolarctos_cinereus ENSPCIG00000025378
notamacropus_eugenii ENSMEUG00000006033
sarcophilus_harrisii ENSSHAG00000007874
monodelphis_domestica ENSMODG00000009796
equus_asinus ENSEASG00005022455
equus_caballus ENSECAG00000020078
myotis_lucifugus ENSMLUG00000005787
ursus_maritimus ENSUMAG00000016519
ursus_americanus ENSUAMG00000010690
ailuropoda_melanoleuca ENSAMEG00000000825
mustela_putorius ENSMPUG00000003187
neovison_vison ENSNVIG00000006388
canis_lupus ENSCAFG00000013801
canis_lupus ENSCAFG00020007025
vulpes_vulpes ENSVVUG00000010039
panthera_pardus ENSPPRG00000015447
panthera_tigris ENSPTIG00000012838
felis_catus ENSFCAG00000012535
pteropus_vampyrus ENSPVAG00000017504
ovis_aries ENSOARG00000017335
capra_hircus ENSCHIG00000008898
bos_indicus ENSBIXG00000024630
bos_indicus ENSBIXG00005029906
bos_taurus ENSBTAG00000014405
bos_mutus ENSBMUG00000024336
bison_bison ENSBBBG00000018398
tursiops_truncatus ENSTTRG00000009642
sus_scrofa ENSSSCG00000023133
vicugna_pacos ENSVPAG00000003480
erinaceus_europaeus ENSEEUG00000000467
sorex_araneus ENSSARG00000008630
homo_sapiens ENSG00000079156
pan_troglodytes ENSPTRG00000012687
pongo_abelii ENSPPYG00000012975
nomascus_leucogenys ENSNLEG00000006086
macaca_fascicularis ENSMFAG00000003510
macaca_mulatta ENSMMUG00000002183
macaca_nemestrina ENSMNEG00000043697
papio_anubis ENSPANG00000016378
theropithecus_gelada ENSTGEG00000022436
cercocebus_atys ENSCATG00000040355
chlorocebus_sabaeus ENSCSAG00000014221
colobus_angolensis ENSCANG00000018368
piliocolobus_tephrosceles ENSPTEG00000001050
cebus_capucinus ENSCCAG00000034516
saimiri_boliviensis ENSSBOG00000020436
callithrix_jacchus ENSCJAG00000021518
rhinopithecus_roxellana ENSRROG00000036096
rhinopithecus_bieti ENSRBIG00000040280
mandrillus_leucophaeus ENSMLEG00000021439
pan_paniscus ENSPPAG00000025663
gorilla_gorilla ENSGGOG00000008266
aotus_nancymaae ENSANAG00000021990
carlito_syrichta ENSTSYG00000008377
prolemur_simus ENSPSMG00000007245
microcebus_murinus ENSMICG00000003793
propithecus_coquereli ENSPCOG00000010731
otolemur_garnettii ENSOGAG00000013765
castor_canadensis ENSCCNG00000013286
dipodomys_ordii ENSDORG00000001912
mus_spretus MGP_SPRETEiJ_G0024608
mus_spicilegus ENSMSIG00000029360
mus_musculus ENSMUSG00000042359
mus_caroli MGP_CAROLIEiJ_G0023687
mus_pahari MGP_PahariEiJ_G0025138
rattus_norvegicus ENSRNOG00000010812
meriones_unguiculatus ENSMUGG00000007879
cricetulus_griseus ENSCGRG00001002669
cricetulus_griseus ENSCGRG00000001153
cricetulus_griseus ENSCGRG00015021504
mesocricetus_auratus ENSMAUG00000018609
peromyscus_maniculatus ENSPEMG00000010580
microtus_ochrogaster ENSMOCG00000017155
nannospalax_galili ENSNGAG00000014527
jaculus_jaculus ENSJJAG00000017863
chinchilla_lanigera ENSCLAG00000011433
octodon_degus ENSODEG00000009667
cavia_porcellus ENSCPOG00000002816
cavia_aperea ENSCAPG00000006699
heterocephalus_glaber ENSHGLG00000003065
heterocephalus_glaber ENSHGLG00100014095
heterocephalus_glaber ENSHGLG00100002494
heterocephalus_glaber ENSHGLG00000007062
fukomys_damarensis ENSFDAG00000002857
urocitellus_parryii ENSUPAG00010005891
ictidomys_tridecemlineatus ENSSTOG00000006092
marmota_marmota ENSMMMG00000006453
oryctolagus_cuniculus ENSOCUG00000004078
ochotona_princeps ENSOPRG00000007546
tupaia_belangeri ENSTBEG00000005397
loxodonta_africana ENSLAFG00000011141
procavia_capensis ENSPCAG00000000105
echinops_telfairi ENSETEG00000000519
choloepus_hoffmanni ENSCHOG00000002041
dasypus_novemcinctus ENSDNOG00000016352
ornithorhynchus_anatinus ENSOANG00000008628
ornithorhynchus_anatinus ENSOANG00000028560
calidris_pugnax ENSCPUG00000005117
calidris_pygmaea ENSCPGG00000016469
melopsittacus_undulatus ENSMUNG00000006663
junco_hyemalis ENSJHYG00000012331
zonotrichia_albicollis ENSZALG00000017715
serinus_canaria ENSSCAG00000016275
lonchura_striata ENSLSDG00000011037
taeniopygia_guttata ENSTGUG00000009140
cyanistes_caeruleus ENSCCEG00000023412
parus_major ENSPMJG00000018403
ficedula_albicollis ENSFALG00000003369
lepidothrix_coronata ENSLCOG00000016273
manacus_vitellinus ENSMVIG00005001393
anas_platyrhynchos ENSAPLG00000011717
anser_brachyrhynchus ENSABRG00000003210
coturnix_japonica ENSCJPG00005017349
meleagris_gallopavo ENSMGAG00000009454
gallus_gallus ENSGALG00000009172
numida_meleagris ENSNMEG00000022208
meleagris_gallopavo ENSMGAG00000009440
apteryx_owenii ENSAOWG00000018651
apteryx_rowi ENSARWG00000004294
apteryx_haastii ENSAHAG00000008177
dromaius_novaehollandiae ENSDNVG00000017338
nothoprocta_perdicaria ENSNPEG00000014456
crocodylus_porosus ENSCPRG00005013696
pelodiscus_sinensis ENSPSIG00000002859
pelodiscus_sinensis ENSPSIG00000002871
pelodiscus_sinensis ENSPSIG00000002862
gopherus_agassizii ENSGAGG00000010808
chelonoidis_abingdonii ENSCABG00000018068
chrysemys_picta ENSCPBG00000003121
anolis_carolinensis ENSACAG00000017145
pogona_vitticeps ENSPVIG00000011959
notechis_scutatus ENSNSUG00000015631
salvator_merianae ENSSMRG00000018233
sphenodon_punctatus ENSSPUG00000005829
xenopus_tropicalis ENSXETG00000020038
latimeria_chalumnae ENSLACG00000001400
denticeps_clupeoides ENSDCDG00000034715
clupea_harengus ENSCHAG00000024905
astyanax_mexicanus ENSAMXG00000007557
astyanax_mexicanus ENSAMXG00005003601
pygocentrus_nattereri ENSPNAG00000021928
ictalurus_punctatus ENSIPUG00000019425
electrophorus_electricus ENSEEEG00000011202
danio_rerio ENSDARG00000063730
takifugu_rubripes ENSTRUG00000017442
tetraodon_nigroviridis ENSTNIG00000016962
mola_mola ENSMMOG00000000445
larimichthys_crocea ENSLCRG00005020383
labrus_bergylta ENSLBEG00000017090
cottoperca_gobio ENSCGOG00000007738
gasterosteus_aculeatus ENSGACG00000004410
mastacembelus_armatus ENSMAMG00000006471
monopterus_albus ENSMALG00000010127
anabas_testudineus ENSATEG00000015064
betta_splendens ENSBSLG00000026120
amphiprion_percula ENSAPEG00000022704
amphiprion_ocellaris ENSAOCG00000013427
acanthochromis_polyacanthus ENSAPOG00000019802
stegastes_partitus ENSSPAG00000008749
parambassis_ranga ENSPRNG00000023970
poecilia_latipinna ENSPLAG00000021754
poecilia_mexicana ENSPMEG00000006269
poecilia_formosa ENSPFOG00000014393
poecilia_reticulata ENSPREG00000005639
xiphophorus_maculatus ENSXMAG00000010498
xiphophorus_couchianus ENSXCOG00000019260
gambusia_affinis ENSGAFG00000004335
cyprinodon_variegatus ENSCVAG00000002772
fundulus_heteroclitus ENSFHEG00000007291
kryptolebias_marmoratus ENSKMAG00000016168
oryzias_latipes ENSORLG00000017589
oryzias_latipes ENSORLG00015014600
oryzias_latipes ENSORLG00020020473
oryzias_melastigma ENSOMEG00000005131
gouania_willdenowi ENSGWIG00000021504
maylandia_zebra ENSMZEG00005004482
pundamilia_nyererei ENSPNYG00000008732
astatotilapia_calliptera ENSACLG00000008382
haplochromis_burtoni ENSHBUG00000020154
neolamprologus_brichardi ENSNBRG00000010837
oreochromis_niloticus ENSONIG00000008582
