monopterus_albus ENSMALG00000002869
mastacembelus_armatus ENSMAMG00000002674
anabas_testudineus ENSATEG00000000171
seriola_dumerili ENSSDUG00000021350
seriola_lalandi ENSSLDG00000021442
lates_calcarifer ENSLCAG00010016401
labrus_bergylta ENSLBEG00000028272
labrus_bergylta ENSLBEG00000021448
larimichthys_crocea ENSLCRG00005009390
cottoperca_gobio ENSCGOG00000009793
astatotilapia_calliptera ENSACLG00000006146
maylandia_zebra ENSMZEG00005021568
haplochromis_burtoni ENSHBUG00000017747
pundamilia_nyererei ENSPNYG00000022684
neolamprologus_brichardi ENSNBRG00000002995
oreochromis_niloticus ENSONIG00000004844
amphilophus_citrinellus ENSACIG00000017014
amphiprion_percula ENSAPEG00000007981
amphiprion_ocellaris ENSAOCG00000022111
acanthochromis_polyacanthus ENSAPOG00000007455
stegastes_partitus ENSSPAG00000004767
cynoglossus_semilaevis ENSCSEG00000001185
gasterosteus_aculeatus ENSGACG00000019328
mola_mola ENSMMOG00000012587
scophthalmus_maximus ENSSMAG00000008220
periophthalmus_magnuspinnatus ENSPMGG00000004096
betta_splendens ENSBSLG00000005778
takifugu_rubripes ENSTRUG00000013893
xiphophorus_maculatus ENSXMAG00000015421
xiphophorus_couchianus ENSXCOG00000001605
gambusia_affinis ENSGAFG00000004989
poecilia_formosa ENSPFOG00000010654
poecilia_mexicana ENSPMEG00000007103
poecilia_latipinna ENSPLAG00000017986
poecilia_reticulata ENSPREG00000012122
cyprinodon_variegatus ENSCVAG00000005617
fundulus_heteroclitus ENSFHEG00000001575
kryptolebias_marmoratus ENSKMAG00000009869
oryzias_latipes ENSORLG00020009409
oryzias_latipes ENSORLG00000006827
oryzias_latipes ENSORLG00015006317
oryzias_melastigma ENSOMEG00000012075
gouania_willdenowi ENSGWIG00000014547
parambassis_ranga ENSPRNG00000017433
callorhinchus_milii ENSCMIG00000004997
