mastacembelus_armatus ENSMAMG00000016221
monopterus_albus ENSMALG00000020542
anabas_testudineus ENSATEG00000005644
scophthalmus_maximus ENSSMAG00000017083
cynoglossus_semilaevis ENSCSEG00000000432
seriola_dumerili ENSSDUG00000020853
seriola_lalandi_dorsalis ENSSLDG00000013890
hippocampus_comes ENSHCOG00000020835
fundulus_heteroclitus ENSFHEG00000002527
cyprinodon_variegatus ENSCVAG00000022545
xiphophorus_maculatus ENSXMAG00000021596
gambusia_affinis ENSGAFG00000011549
poecilia_formosa ENSPFOG00000023373
poecilia_mexicana ENSPMEG00000004030
poecilia_latipinna ENSPLAG00000009555
poecilia_reticulata ENSPREG00000000887
kryptolebias_marmoratus ENSKMAG00000004493
oryzias_latipes ENSORLG00020001508
oryzias_latipes_asm223469v1 ENSORLG00015020753
oryzias_latipes ENSORLG00000013940
oryzias_melastigma ENSOMEG00000001452
astatotilapia_calliptera ENSACLG00000002871
pundamilia_nyererei ENSPNYG00000001293
haplochromis_burtoni ENSHBUG00000012884
maylandia_zebra ENSMZEG00005003146
neolamprologus_brichardi ENSNBRG00000017225
amphilophus_citrinellus ENSACIG00000012552
amphiprion_percula ENSAPEG00000000824
amphiprion_ocellaris ENSAOCG00000000292
acanthochromis_polyacanthus ENSAPOG00000012706
stegastes_partitus ENSSPAG00000019862
takifugu_rubripes ENSTRUG00000020216
tetraodon_nigroviridis ENSTNIG00000003217
mola_mola ENSMMOG00000007731
labrus_bergylta ENSLBEG00000028642
gasterosteus_aculeatus ENSGACG00000013592
gadus_morhua ENSGMOG00000011482
esox_lucius ENSELUG00000013279
astyanax_mexicanus ENSAMXG00000043682
pygocentrus_nattereri ENSPNAG00000024856
ictalurus_punctatus ENSIPUG00000013645
danio_rerio ENSDARG00000100968
astyanax_mexicanus ENSAMXG00000030945
pygocentrus_nattereri ENSPNAG00000010496
danio_rerio ENSDARG00000095608
esox_lucius ENSELUG00000013373
scleropages_formosus ENSSFOG00015021269
paramormyrops_kingsleyae ENSPKIG00000005851
