latimeria_chalumnae ENSLACG00000006171
junco_hyemalis ENSJHYG00000018423
scleropages_formosus ENSSFOG00015011678
paramormyrops_kingsleyae ENSPKIG00000009440
gambusia_affinis ENSGAFG00000006734
cyprinodon_variegatus ENSCVAG00000008718
periophthalmus_magnuspinnatus ENSPMGG00000017306
anabas_testudineus ENSATEG00000007640
scleropages_formosus ENSSFOG00015018945
paramormyrops_kingsleyae ENSPKIG00000020261
hippocampus_comes ENSHCOG00000008993
periophthalmus_magnuspinnatus ENSPMGG00000018132
takifugu_rubripes ENSTRUG00000014979
tetraodon_nigroviridis ENSTNIG00000015358
mola_mola ENSMMOG00000014409
labrus_bergylta ENSLBEG00000017162
seriola_dumerili ENSSDUG00000018083
seriola_lalandi_dorsalis ENSSLDG00000000095
cynoglossus_semilaevis ENSCSEG00000020150
mastacembelus_armatus ENSMAMG00000016037
monopterus_albus ENSMALG00000008624
anabas_testudineus ENSATEG00000007661
scophthalmus_maximus ENSSMAG00000014215
gasterosteus_aculeatus ENSGACG00000014363
amphiprion_ocellaris ENSAOCG00000021619
amphiprion_percula ENSAPEG00000018892
acanthochromis_polyacanthus ENSAPOG00000019912
stegastes_partitus ENSSPAG00000009748
poecilia_formosa ENSPFOG00000007105
poecilia_latipinna ENSPLAG00000020790
poecilia_mexicana ENSPMEG00000012292
poecilia_reticulata ENSPREG00000002246
xiphophorus_maculatus ENSXMAG00000018111
xiphophorus_couchianus ENSXCOG00000011042
gambusia_affinis ENSGAFG00000003343
cyprinodon_variegatus ENSCVAG00000003377
fundulus_heteroclitus ENSFHEG00000013170
kryptolebias_marmoratus ENSKMAG00000004098
astatotilapia_calliptera ENSACLG00000006935
maylandia_zebra ENSMZEG00005017968
astatotilapia_calliptera ENSACLG00000003182
maylandia_zebra ENSMZEG00005020534
pundamilia_nyererei ENSPNYG00000005583
haplochromis_burtoni ENSHBUG00000005666
neolamprologus_brichardi ENSNBRG00000017480
oreochromis_niloticus ENSONIG00000014084
amphilophus_citrinellus ENSACIG00000007689
oryzias_latipes ENSORLG00000019850
oryzias_latipes ENSORLG00020014790
oryzias_latipes_asm223469v1 ENSORLG00015006813
oryzias_melastigma ENSOMEG00000009471
gadus_morhua ENSGMOG00000006275
esox_lucius ENSELUG00000006620
pygocentrus_nattereri ENSPNAG00000020461
pygocentrus_nattereri ENSPNAG00000020419
astyanax_mexicanus ENSAMXG00000032300
astyanax_mexicanus ENSAMXG00000001263
ictalurus_punctatus ENSIPUG00000020476
danio_rerio ENSDARG00000059729
lepisosteus_oculatus ENSLOCG00000007503
