paramormyrops_kingsleyae ENSPKIG00000009867
scleropages_formosus ENSSFOG00015014798
amphiprion_ocellaris ENSAOCG00000013824
amphiprion_percula ENSAPEG00000007200
acanthochromis_polyacanthus ENSAPOG00000015453
stegastes_partitus ENSSPAG00000018588
amphilophus_citrinellus ENSACIG00000009007
seriola_dumerili ENSSDUG00000011528
gambusia_affinis ENSGAFG00000002471
poecilia_reticulata ENSPREG00000013738
oryzias_latipes ENSORLG00020013631
oryzias_latipes_asm223469v1 ENSORLG00015003997
oryzias_latipes ENSORLG00000008130
haplochromis_burtoni ENSHBUG00000017999
maylandia_zebra ENSMZEG00005017036
pundamilia_nyererei ENSPNYG00000000917
astatotilapia_calliptera ENSACLG00000017853
scophthalmus_maximus ENSSMAG00000020196
cynoglossus_semilaevis ENSCSEG00000010385
labrus_bergylta ENSLBEG00000027408
monopterus_albus ENSMALG00000004700
kryptolebias_marmoratus ENSKMAG00000000670
mastacembelus_armatus ENSMAMG00000001875
monopterus_albus ENSMALG00000001594
anabas_testudineus ENSATEG00000008677
seriola_lalandi_dorsalis ENSSLDG00000020753
takifugu_rubripes ENSTRUG00000008884
dasypus_novemcinctus ENSDNOG00000042375
