chrysemys_picta_bellii ENSCPBG00000006560
gopherus_agassizii ENSGAGG00000015483
ursus_maritimus ENSUMAG00000007279
ursus_americanus ENSUAMG00000002756
ailuropoda_melanoleuca ENSAMEG00000013612
mustela_putorius_furo ENSMPUG00000002304
neovison_vison ENSNVIG00000014744
canis_lupus_familiaris ENSCAFG00000003462
canis_lupus_dingo ENSCAFG00020022343
vulpes_vulpes ENSVVUG00000020411
panthera_tigris_altaica ENSPTIG00000018814
panthera_tigris_altaica ENSPTIG00000018509
panthera_pardus ENSPPRG00000012804
felis_catus ENSFCAG00000012173
equus_caballus ENSECAG00000000665
equus_asinus_asinus ENSEASG00005007710
pteropus_vampyrus ENSPVAG00000010985
bos_mutus ENSBMUG00000005003
bos_taurus ENSBTAG00000047035
bison_bison_bison ENSBBBG00000009959
ovis_aries ENSOARG00000013667
capra_hircus ENSCHIG00000020513
tursiops_truncatus ENSTTRG00000014949
sus_scrofa ENSSSCG00000003193
vicugna_pacos ENSVPAG00000008034
heterocephalus_glaber_male ENSHGLG00100013046
heterocephalus_glaber_male ENSHGLG00100012528
jaculus_jaculus ENSJJAG00000004161
dipodomys_ordii ENSDORG00000026351
vulpes_vulpes ENSVVUG00000020673
pan_troglodytes ENSPTRG00000011325
pan_paniscus ENSPPAG00000043750
gorilla_gorilla ENSGGOG00000010211
homo_sapiens ENSG00000104946
pongo_abelii ENSPPYG00000010268
nomascus_leucogenys ENSNLEG00000005426
macaca_nemestrina ENSMNEG00000041164
macaca_mulatta ENSMMUG00000011626
macaca_fascicularis ENSMFAG00000038826
cercocebus_atys ENSCATG00000028104
mandrillus_leucophaeus ENSMLEG00000018341
papio_anubis ENSPANG00000006388
theropithecus_gelada ENSTGEG00000000060
chlorocebus_sabaeus ENSCSAG00000002417
rhinopithecus_roxellana ENSRROG00000041781
rhinopithecus_bieti ENSRBIG00000033207
piliocolobus_tephrosceles ENSPTEG00000021672
colobus_angolensis_palliatus ENSCANG00000000740
saimiri_boliviensis_boliviensis ENSSBOG00000029810
cebus_capucinus ENSCCAG00000018639
callithrix_jacchus ENSCJAG00000043715
aotus_nancymaae ENSANAG00000025223
carlito_syrichta ENSTSYG00000031019
propithecus_coquereli ENSPCOG00000016238
microcebus_murinus ENSMICG00000003129
